input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,final_url,tech_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,tls_expired,tls_self_signed,location
matrix-identity.devel4cph.eea.europa.eu,,503,108,matrix-identity.devel4cph.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T12:08:33Z,2023-08-08T12:08:32Z,CN=alec-energy.devel4cph.eea.europa.eu,alec-energy.devel4cph.eea.europa.eu,,webscore.garie.devel4cph.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3982fa2a901dad3b566a012086670184,26d80ae9d5307f2afdee8b6d1437146b842577e79ba78e98c7f0ec45793a4163,ctls,matrix-identity.devel4cph.eea.europa.eu,443,https://matrix-identity.devel4cph.eea.europa.eu:443,https,,text/html,GET,87.54.7.180,/,1960059964,87.54.7.180,5,False,,,,,,,,,,
matrix.dev2aws.eea.europa.eu,,503,108,matrix.dev2aws.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T08:07:31Z,2023-05-18T08:07:30Z,CN=riot.dev2aws.eea.europa.eu,riot.dev2aws.eea.europa.eu,,zotya.dev2aws.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,47c0062b82c2a8273f8e6cfe155a403b,d1dc90703a1458d1b54907e0f9f613147513627c190bd684057009651f77166f,ctls,matrix.dev2aws.eea.europa.eu,443,https://matrix.dev2aws.eea.europa.eu:443,https,,text/html,GET,52.211.199.223,/,1960059964,52.211.199.223,5,False,,,,,,,,,,
matrix.devel4cph.eea.europa.eu,,503,108,matrix.devel4cph.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T12:08:33Z,2023-08-08T12:08:32Z,CN=alec-energy.devel4cph.eea.europa.eu,alec-energy.devel4cph.eea.europa.eu,,webscore.garie.devel4cph.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3982fa2a901dad3b566a012086670184,26d80ae9d5307f2afdee8b6d1437146b842577e79ba78e98c7f0ec45793a4163,ctls,matrix.devel4cph.eea.europa.eu,443,https://matrix.devel4cph.eea.europa.eu:443,https,,text/html,GET,87.54.7.180,/,1960059964,87.54.7.180,5,False,,,,,,,,,,
mav-test.consilium.europa.eu,Ivanti User Portal: Sign In,200,8977,mav-test.consilium.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=mav-test.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",mav-test.consilium.europa.eu,Council of the European Union,mas3-test.consilium.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b27b609fa73399488849a41b2a9b681d,5229fcd74da726f3b5ef383a669cf843ec9ca49797c3adfe2ff4ee4013e68e90,ctls,mav-test.consilium.europa.eu,443,https://mav-test.consilium.europa.eu:443,https,server,text/html,GET,91.194.202.215,/,1983356674,91.194.202.215,168,False,https:,https://mav-test.consilium.europa.eu/mifs/user/login.jsp,Java,,,,,,,
mav.consilium.europa.eu,MobileIron User Portal: Sign In,200,8956,mav.consilium.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-12T00:00:00Z,2023-10-13T23:59:59Z,"CN=mav.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",mav.consilium.europa.eu,Council of the European Union,masmail3.consilium.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,137080cc33f7cfa9ea701653f8475051,9d76be449bab09b2e739b59b0452cc5f2e23db1fe1ccf274c7f97bc5d12078e4,ctls,mav.consilium.europa.eu,443,https://mav.consilium.europa.eu:443,https,server,text/html,GET,91.194.202.81,/,362091310,91.194.202.81,168,False,http:,https://mav.consilium.europa.eu/mifs/user/login.jsp,Java,,,,,,,
medcoi.easo.europa.eu,MedCOI - Home,200,13762,medcoi.euaa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,medcoi.euaa.europa.eu,443,https://medcoi.easo.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,52.169.73.236,/,-1276731361,52.169.73.236,250,False,,https://medcoi.euaa.europa.eu/,Windows Server,True,azure,True,,,,
medcoi.euaa.europa.eu,MedCOI - Home,200,13762,medcoi.euaa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,medcoi.euaa.europa.eu,443,https://medcoi.euaa.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,20.82.232.209,/,-1276731361,20.82.232.209,250,False,,,Windows Server,True,,,,,,
meet.enisa.europa.eu,Skype for Business,200,57632,meet.enisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-13T12:04:18Z,2024-01-14T12:04:17Z,CN=*.enisa.europa.eu,*.enisa.europa.eu,,enisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,bab7126ee924b5e0ab77e84450643b1e,c608c77b283a9815ef1fc4a353766a7f5fae6048606fa0908bbdc281dd6a478b,ctls,meet.enisa.europa.eu,443,https://meet.enisa.europa.eu:443,https,,text/html,GET,139.91.222.49,/,-1807411396,139.91.222.49,858,False,,,HSTS,True,,,,,,
meet.ep.europa.eu,Cisco Meeting Server web app,200,991,meet.ep.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T07:31:04Z,2023-08-07T07:31:03Z,"CN=MEET02.ep.europa.eu, O=European Parliament, L=Luxembourg, ST=Luxembourg, C=LU",MEET02.ep.europa.eu,European Parliament,meet-cluster-expe.ep.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7b8e85fa91681fb8c55acdc16078cee8,fee8a45e26d4c6d12a450952abb148e0a0abb6e61abbcfea2925479b9115eedb,ctls,meet.ep.europa.eu,443,https://meet.ep.europa.eu:443,https,nginx,text/html,GET,136.173.59.101,/,700425361,136.173.59.101,1,False,https:,,Nginx,,,,,,,
meet.euspa.europa.eu,Skype for Business,200,57676,meet.euspa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-18T09:37:49Z,2023-06-19T09:37:48Z,CN=*.euspa.europa.eu,*.euspa.europa.eu,,euspa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,cb8b6749e2caba3682fa96820dc5c435,5dfeb51aeca6d4b27af0afe6c7b49c9f22397e0d2d3046bd3745bb673b25f3ad,ctls,meet.euspa.europa.eu,443,https://meet.euspa.europa.eu:443,https,,text/html,GET,62.209.199.141,/,-1807411396,62.209.199.141,858,False,,,HSTS,True,,,,,,
meet.gsa.europa.eu,Skype for Business,200,57694,meet.gsa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-05T13:01:55Z,2023-11-06T13:01:54Z,CN=*.gsa.europa.eu,*.gsa.europa.eu,,gsa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,04f15c66ed099d1ace3a1c970b046f8f,f35379d3f52ec774a21fb5bb469ab2ea1a8a5178503778373f83f55968cea6b2,ctls,meet.gsa.europa.eu,443,https://meet.gsa.europa.eu:443,https,,text/html,GET,62.209.199.141,/,-1807411396,62.209.199.141,858,False,,,HSTS,True,,,,,,
meet01.ep.europa.eu,Bad Request,400,65,meet01.ep.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T07:31:04Z,2023-08-07T07:31:03Z,"CN=MEET02.ep.europa.eu, O=European Parliament, L=Luxembourg, ST=Luxembourg, C=LU",MEET02.ep.europa.eu,European Parliament,meet-cluster-expe.ep.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7b8e85fa91681fb8c55acdc16078cee8,fee8a45e26d4c6d12a450952abb148e0a0abb6e61abbcfea2925479b9115eedb,ctls,meet01.ep.europa.eu,443,https://meet01.ep.europa.eu:443,https,CE_E,text/html,GET,136.173.59.101,/,2024762623,136.173.59.101,1,False,,,HSTS,,,,,,,
meetings-wacs-ern.ec.europa.eu,Access Denied,403,642,,,,,,,,,,,,,,,,,,,80,http://meetings-wacs-ern.ec.europa.eu:80,http,,text/html,GET,147.67.34.17,/,-444315832,2a01:7080:24:100::666:17,37,False,,,,,,,,,,
metrics.devel4cph.eea.europa.eu,,503,108,metrics.devel4cph.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T12:08:33Z,2023-08-08T12:08:32Z,CN=alec-energy.devel4cph.eea.europa.eu,alec-energy.devel4cph.eea.europa.eu,,webscore.garie.devel4cph.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3982fa2a901dad3b566a012086670184,26d80ae9d5307f2afdee8b6d1437146b842577e79ba78e98c7f0ec45793a4163,ctls,metrics.devel4cph.eea.europa.eu,443,https://metrics.devel4cph.eea.europa.eu:443,https,,text/html,GET,87.54.7.180,/,1960059964,87.54.7.180,5,False,,,,,,,,,,
mgmt-dev.efsa.europa.eu,Service Unavailable,503,326,mgmt-dev.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T00:00:00Z,2023-10-25T23:59:59Z,CN=mgmt-dev.efsa.europa.eu,mgmt-dev.efsa.europa.eu,,mgmt-dev.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c5e8d466609c2e0a59baf7cb0de8447d,fe2fc19539319c8c736f509ab153ec46662ded475a300a96e73a0d34e69e2ecb,ctls,mgmt-dev.efsa.europa.eu,443,https://mgmt-dev.efsa.europa.eu:443,https,,text/html,GET,13.107.253.45,/,-268152617,2620:1ec:48:1::45,7,False,,,Azure Front Door,,,,,,,
mgmt.efsa.europa.eu,,400,194,mgmt.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T10:26:00Z,2024-04-14T10:26:00Z,"CN=*.azureedge.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azureedge.net,Microsoft Corporation,*.streaming.mediaservices.windows.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,1cf60e102bec7fce7f39e618a6491cd9,f3b7f233a835735a9539a9fe92a3fdfb197264097ea4a61575badffa784239c1,ctls,mgmt.efsa.europa.eu,443,https://mgmt.efsa.europa.eu:443,https,,,GET,13.107.237.45,/,1865832909,2620:1ec:48:1::45,1,False,,,,True,,,True,,,
mid.ecb.europa.eu,ECB - European Central Bank,200,4999,mid.ecb.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-19T15:11:53Z,2024-01-18T15:11:52Z,"CN=mid.ecb.europa.eu, O=European Central Bank, L=Frankfurt am Main, C=DE",mid.ecb.europa.eu,European Central Bank,mid.ecb.int,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",25863b999858a317cf36676b7bbf62b4,2f24d6045fae5c3f7b76cb0568a447b54c041e180490ab39639be1624b7c274d,ctls,mid.ecb.europa.eu,443,https://mid.ecb.europa.eu:443,https,myracloud,text/xml,GET,185.85.0.115,/,-855688948,185.85.0.115,116,False,,https://mid.ecb.europa.eu/rss/mid.xml,,,,,,,,
mir.efca.europa.eu,Ivanti User Portal: Sign In,200,8919,mir.efca.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=mir.efca.europa.eu, O=European Fisheries Control Agency, ST=Pontevedra, C=ES",mir.efca.europa.eu,European Fisheries Control Agency,www.mir.efca.europa.eu,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,60b9fcf8e589157bd04af178189af92f,b719c19c8f66fc1262fe0d695d77e46c46cd7d0ddcd109a30fea30f0c056be6f,ctls,mir.efca.europa.eu,443,https://mir.efca.europa.eu:443,https,server,text/html,GET,185.209.100.15,/,1983356674,185.209.100.15,168,False,*.mqcdn.com,https://mir.efca.europa.eu/mifs/user/login.jsp,Java,,,,,,,
mlm.ema.europa.eu,EMA External Services - You have no cookie support - Please enable cookies in your browser,200,5039,mlm.ema.europa.eu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-04-27T00:00:00Z,2023-05-28T23:59:59Z,"CN=mlm.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, C=NL",mlm.ema.europa.eu,European Medicines Agency,mlm.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7bd06babda30ca12b6b0b8197da242d3,ba6fc8065b2f907b34bf3318cae21944b4550c91e8cd12f2d617058973103f5d,ctls,mlm.ema.europa.eu,443,https://mlm.ema.europa.eu:443,https,CPWS,text/html,GET,195.144.18.65,/,-993165615,195.144.18.65,124,False,,https://mlm.ema.europa.eu/sslvpn/Login/Login?CheckCookieSupport=1,,,,,,,,
mmchat.enisa.europa.eu,Mattermost,200,3054,mmchat.enisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T09:11:28Z,2024-05-09T09:11:28Z,CN=mmchat.enisa.europa.eu,mmchat.enisa.europa.eu,,www.mmchat.enisa.europa.eu,"CN=HARICA DV TLS RSA, O=Hellenic Academic and Research Institutions CA, C=GR",HARICA DV TLS RSA,Hellenic Academic and Research Institutions CA,29fcee27ce3fb11d745caa6bde0a58d0,45c38d093909994de240b84118f603120bc9e65ac25a313bdd6890ee5581079e,ctls,mmchat.enisa.europa.eu,443,https://mmchat.enisa.europa.eu:443,https,nginx,text/html,GET,139.91.221.83,/,423081180,139.91.221.83,1,False,cdn.rudderlabs.com/,,Nginx,,,,,,,
mntapp.curia.europa.eu,BIG-IP logout page,200,5992,mntapp.curia.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-02-29T23:59:59Z,"CN=mntapp.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",mntapp.curia.europa.eu,Cour de Justice de l'Union Européenne,mntapp.curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2c26bc1126a3572d31fa5bb772673889,6b251af88eeec45c86f625b3422a16de48c87811d427a35841e097524c20b6f7,ctls,mntapp.curia.europa.eu,443,https://mntapp.curia.europa.eu:443,https,BigIP,text/html,GET,80.246.97.157,/,878647854,80.246.97.157,131,False,,https://mntapp.curia.europa.eu/my.logout.php3?errorcode=19,F5 BigIP,,,,,,,
mobile-acc.tech.ec.europa.eu,MobileIron User Portal: Sign In,200,9161,mobile-acc.tech.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T12:38:36Z,2023-08-01T12:38:35Z,CN=mobile-acc.tech.ec.europa.eu,mobile-acc.tech.ec.europa.eu,,s-mi-corpl.tech.acceptance.ec.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6377f6b4ecceb7f9971eb0865ba601a9,94d0505a22b87583e24578c72456daa25f9c039a4be242e934c17e6d4702e6b0,ctls,mobile-acc.tech.ec.europa.eu,443,https://mobile-acc.tech.ec.europa.eu:443,https,server,text/html,GET,147.67.108.28,/,362091310,147.67.108.28,174,False,http:,https://mobile-acc.tech.ec.europa.eu/mifs/user/login.jsp,Java,,,,,,,
mobile-test.tech.ec.europa.eu,Ivanti User Portal: Sign In,200,8983,mobile-test.tech.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T12:44:49Z,2023-08-01T12:44:48Z,CN=mobile-test.tech.ec.europa.eu,mobile-test.tech.ec.europa.eu,,s-mivsp.tech.ec.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3757e28d0d061f1afbf80b9301e2e8ff,7e89335a6632a766a7c913470e0af48408f63101d9f76d4765fdff0e9c28ac87,ctls,mobile-test.tech.ec.europa.eu,443,https://mobile-test.tech.ec.europa.eu:443,https,server,text/html,GET,147.67.147.27,/,1983356674,147.67.108.27,168,False,https:,https://mobile-test.tech.ec.europa.eu/mifs/user/login.jsp,Java,,,,,,,
mobile.curia.europa.eu,MobileIron User Portal: Sign In,200,8951,mobile.curia.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-08T00:00:00Z,2023-08-04T23:59:59Z,"CN=mobile.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",mobile.curia.europa.eu,Cour de Justice de l'Union Européenne,mobile.curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc2c7f8f96370e914ba043f0af2ec96,7fd19541972afce5559c099fc6977b5c01ac137b33f0fef92502ebcc8690a11b,ctls,mobile.curia.europa.eu,443,https://mobile.curia.europa.eu:443,https,server,text/html,GET,80.246.97.66,/,362091310,80.246.97.66,168,False,*.google.com,https://mobile.curia.europa.eu/mifs/user/login.jsp,Java,,,,,,,
mobile.tech.ec.europa.eu,,403,129,mobile.tech.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T13:11:10Z,2023-07-26T13:11:09Z,"CN=mobile.tech.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",mobile.tech.ec.europa.eu,European Commission,mobile-mgt.tech.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c088e0fa26e185f6452b4d392164bcc9,b36eb02d570b44f317f7fa9d80523bf763bebc37f37212d76c78fdb0f88a877e,ctls,mobile.tech.ec.europa.eu,443,https://mobile.tech.ec.europa.eu:443,https,server,text/html,GET,147.67.146.24,/,362091310,147.67.109.24,7,False,,https://mobile.tech.ec.europa.eu/mifs/user/index.html,,,,,,,,
mobiledw-tst.tech.ec.europa.eu,Ivanti User Portal: Sign In,200,8982,mobiledw-tst.tech.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T12:33:52Z,2023-08-01T12:33:51Z,CN=mobiledw-tst.tech.ec.europa.eu,mobiledw-tst.tech.ec.europa.eu,,mobiledwt1.tech.ec.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d2f8a0503e815a540b09a0716601184a,903796134fd8a24cecd59e5b95feb8c7adc29b6acbf97bbacca57ae04a268ffc,ctls,mobiledw-tst.tech.ec.europa.eu,443,https://mobiledw-tst.tech.ec.europa.eu:443,https,server,text/html,GET,147.67.147.24,/,1983356674,147.67.108.24,168,False,https:,https://mobiledw-tst.tech.ec.europa.eu/mifs/user/login.jsp,Java,,,,,,,
mobiledw.tech.ec.europa.eu,,403,129,mobiledw.tech.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T12:17:07Z,2023-08-01T12:17:06Z,CN=mobiledw.tech.ec.europa.eu,mobiledw.tech.ec.europa.eu,,mobiledwp2.tech.ec.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a1a13db132ba6da06927526aad35b466,15da26dcddb0d9ae839f2eb33df7d1d14ff4d28c44e0466a23c461f79d89378a,ctls,mobiledw.tech.ec.europa.eu,443,https://mobiledw.tech.ec.europa.eu:443,https,server,text/html,GET,147.67.109.19,/,362091310,147.67.146.19,7,False,,https://mobiledw.tech.ec.europa.eu/mifs/user/index.html,,,,,,,,
mobilepp.curia.europa.eu,Ivanti User Portal: Sign In,200,46112,mobilepp.curia.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-20T00:00:00Z,2023-06-28T23:59:59Z,"CN=mobilepp.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",mobilepp.curia.europa.eu,Cour de Justice de l'Union Européenne,mobilepp.curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b8399f7c35c544ecc4cd24945a46634,798a16789f9cdb1c355d9d3373559d84f70ddb4e8fc290573958e114ba0a032d,ctls,mobilepp.curia.europa.eu,443,https://mobilepp.curia.europa.eu:443,https,server,text/html,GET,80.246.97.146,/,1983356674,80.246.97.146,168,False,https:,https://mobilepp.curia.europa.eu/mifs/user/login.jsp,Java,,,,,,,
mopsportal-dev.efsa.europa.eu,EFSA MoPS Portal,200,638,mopsportal-dev.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2023-10-24T23:59:59Z,CN=mopsportal-dev.efsa.europa.eu,mopsportal-dev.efsa.europa.eu,,mopsportal-dev.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",0554e519fbb112e213341d930651b0cf,5e7209fe3665b6d9b9c92e2eb3187443ec64bfd47c5ed9ae4ad69231106be94e,ctls,mopsportal-dev.efsa.europa.eu,443,https://mopsportal-dev.efsa.europa.eu:443,https,,text/html,GET,13.107.253.45,/,169778923,2620:1ec:4f:1::45,15,False,https://opengene.org/plotly-1.2.0.min.js,,HSTS,,,,,,,
mopsportal-test.efsa.europa.eu,403 Forbidden,403,2428,mopsportal-test.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2023-10-24T23:59:59Z,CN=mopsportal-test.efsa.europa.eu,mopsportal-test.efsa.europa.eu,,mopsportal-test.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",1dcb4d0998013fa3018796d1d6257e7f,a24fb80fe921bc01cc94a7fe5a58c3f5c62f36ac4e3736f63e97bc0585b53f7e,ctls,mopsportal-test.efsa.europa.eu,443,https://mopsportal-test.efsa.europa.eu:443,https,,text/html,GET,13.107.237.45,/,-1094692678,2620:1ec:48:1::45,52,False,,,Azure Front Door,,,,,,,
mopsportal.efsa.europa.eu,,400,198,mopsportal.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T00:00:00Z,2023-10-19T23:59:59Z,CN=mopsportal.efsa.europa.eu,mopsportal.efsa.europa.eu,,mopsportal.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",981f0869c60644981dfec7e56809c108,9d56fa1d3ec72c9033c29d6228e683bbab582fdef946465647af834e7a658822,ctls,mopsportal.efsa.europa.eu,443,https://mopsportal.efsa.europa.eu:443,https,,,GET,13.107.253.45,/,278680739,2620:1ec:48:1::45,1,False,,,,,,,,,,
moved.ema.europa.eu,,500,59,moved.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-10T23:59:59Z,"CN=eudralink.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",eudralink.ema.europa.eu,European Medicines Agency,eudralink.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,08a450e11779e92ad9643bd888da4acb,be4c72868e18701abca95950b226161d877181778f5ad4782f9e492b32d5fddd,ctls,moved.ema.europa.eu,443,https://moved.ema.europa.eu:443,https,,text/html,GET,195.144.18.87,/,-1553538376,195.144.18.87,1,False,,,,,,,True,,,
muenster.emcdda.europa.eu,Check Point Mobile - You have no cookie support - Please enable cookies in your browser,200,5006,muenster.emcdda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-02T11:04:46Z,2024-06-02T11:04:45Z,CN=*.emcdda.europa.eu,*.emcdda.europa.eu,,emcdda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,d96549ac76521dbadc3f6ad2ad02ddcf,c074159a5e19a4d0e68f9d7fe1441bafe64a41e13153047496ba5cf2195f8b0d,ctls,muenster.emcdda.europa.eu,443,https://muenster.emcdda.europa.eu:443,https,CPWS,text/html,GET,185.41.117.225,/,-993165615,185.41.117.225,126,False,www.google.com,https://muenster.emcdda.europa.eu/Login/Login?CheckCookieSupport=1,HSTS,True,,,,,,
