input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_subject_org_,csp_domains_
stage-iphone-cdn-softclient.fitbit.com,,526,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,stage-iphone-cdn-softclient.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,stage-iphone-cdn-softclient.fitbit.com,cloudflare,443,https://stage-iphone-cdn-softclient.fitbit.com:443,https,cloudflare,,GET,104.16.66.50,/,-1840324437,104.16.65.50,Cloudflare,1,False,True,,,
stage-mgmt.fitbit.com,,526,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,stage-mgmt.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,stage-mgmt.fitbit.com,cloudflare,443,https://stage-mgmt.fitbit.com:443,https,cloudflare,,GET,104.16.66.50,/,-1840324437,104.16.65.50,Cloudflare,1,False,True,,,
stage-static.fitbit.com,404 Not Found,404,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://stage-static.fitbit.com:80,http,cloudflare,text/html,GET,104.16.65.50,/,1494302000,104.16.66.50,Google Cloud CDN,8,False,True,,,
stage-static0.fitbit.com,,526,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,stage-static0.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,stage-static0.fitbit.com,cloudflare,443,https://stage-static0.fitbit.com:443,https,cloudflare,,GET,104.16.65.50,/,-1840324437,104.16.66.50,Cloudflare,1,False,True,,,
stage-static1.fitbit.com,,526,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,stage-static1.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,stage-static1.fitbit.com,cloudflare,443,https://stage-static1.fitbit.com:443,https,cloudflare,,GET,104.16.66.50,/,-1840324437,104.16.65.50,Cloudflare,1,False,True,,,
stage-strava.fitbit.com,,526,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,stage-strava.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,stage-strava.fitbit.com,cloudflare,443,https://stage-strava.fitbit.com:443,https,cloudflare,,GET,104.16.65.50,/,-1840324437,104.16.66.50,Cloudflare,1,False,True,,,
stage-windows-cdn-api.fitbit.com,404 Not Found,404,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://stage-windows-cdn-api.fitbit.com:80,http,cloudflare,text/html,GET,104.16.65.50,/,1494302000,104.16.66.50,Google Cloud CDN,8,False,True,,,
stage-windows-cdn-client.fitbit.com,,526,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,stage-windows-cdn-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,stage-windows-cdn-client.fitbit.com,cloudflare,443,https://stage-windows-cdn-client.fitbit.com:443,https,cloudflare,,GET,104.16.66.50,/,-1840324437,104.16.65.50,Cloudflare,1,False,True,,,
stage-windows-cdn-softapi.fitbit.com,,526,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,stage-windows-cdn-softapi.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,stage-windows-cdn-softapi.fitbit.com,cloudflare,443,https://stage-windows-cdn-softapi.fitbit.com:443,https,cloudflare,,GET,104.16.66.50,/,-1840324437,104.16.65.50,Cloudflare,1,False,True,,,
stage-windows-cdn-softclient.fitbit.com,,526,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,stage-windows-cdn-softclient.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,stage-windows-cdn-softclient.fitbit.com,cloudflare,443,https://stage-windows-cdn-softclient.fitbit.com:443,https,cloudflare,,GET,104.16.66.50,/,-1840324437,104.16.65.50,Cloudflare,1,False,True,,,
stage-windows-softclient.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://stage-windows-softclient.fitbit.com:80,http,cloudflare,text/html,GET,104.16.66.50,/,566218143,104.16.65.50,Google Cloud CDN,14,False,True,,,
static0.fitbit.com,,404,779,AS15169,GOOGLE,US,35.244.128.0/17,static0.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,static0.fitbit.com,google,443,https://static0.fitbit.com:443,https,,text/html,GET,35.244.211.136,/,-1097630945,35.244.211.136,Java,32,False,True,https://static0.fitbit.com/home,,
static1.fitbit.com,,404,779,AS15169,GOOGLE,US,35.244.128.0/17,static1.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,static1.fitbit.com,google,443,https://static1.fitbit.com:443,https,,text/html,GET,35.244.211.136,/,-1097630945,35.244.211.136,Java,32,False,True,https://static1.fitbit.com/home,,
static2.fitbit.com,,404,780,AS15169,GOOGLE,US,35.244.128.0/17,static2.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,static2.fitbit.com,google,443,https://static2.fitbit.com:443,https,,text/html,GET,35.244.211.136,/,,35.244.211.136,Java,32,False,True,https://static2.fitbit.com/home,,
static3.fitbit.com,,404,780,AS15169,GOOGLE,US,35.244.128.0/17,,,,,,,,,,,,,,,,,,,,google,80,http://static3.fitbit.com:80,http,,text/html,GET,35.244.211.136,/,-1097630945,35.244.211.136,Java,32,False,True,http://static3.fitbit.com/home,,
static4.fitbit.com,,404,781,AS15169,GOOGLE,US,35.244.128.0/17,,,,,,,,,,,,,,,,,,,,google,80,http://static4.fitbit.com:80,http,,text/html,GET,35.244.211.136,/,-1097630945,35.244.211.136,Java,32,False,True,http://static4.fitbit.com/home,,
static6.fitbit.com,,404,780,AS15169,GOOGLE,US,35.244.128.0/17,static6.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,static6.fitbit.com,google,443,https://static6.fitbit.com:443,https,,text/html,GET,35.244.211.136,/,-1097630945,35.244.211.136,Java,32,False,True,https://static6.fitbit.com/home,,
staticcs.fitbit.com,,404,781,AS15169,GOOGLE,US,35.244.128.0/17,staticcs.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,staticcs.fitbit.com,google,443,https://staticcs.fitbit.com:443,https,,text/html,GET,35.244.211.136,/,-1097630945,35.244.211.136,Java,32,False,True,https://staticcs.fitbit.com/home,,
status.fitbit.com,Fitbit Status,200,44970,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.fitbitstatus.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-26T06:43:59Z,2023-07-25T06:43:58Z,CN=prostatus.whitepages.com,prostatus.whitepages.com,www.systemstatus.utoronto.ca,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eb7de435c42a27b72330e2dda49e33f6,0c0faf4ddf36ed1b2688128b8a6b23b2e25ec09c4ac36fabbdfebc73e16790a8,,ctls,www.fitbitstatus.com,cloudflare,443,https://status.fitbit.com:443,https,,text/html,GET,104.16.66.50,/,1844830467,104.16.65.50,HSTS,1138,False,True,https://www.fitbitstatus.com/,,
store-nz.fitbit.com,Offizielle Website von Fitbit für Aktivitäts-Tracker und mehr,200,199535,AS15169,GOOGLE,US,34.149.0.0/16,www.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,www.fitbit.com,google,443,https://store-nz.fitbit.com:443,https,cloudflare,text/html,GET,34.149.183.214,/,-1097630945,34.149.183.214,Java,2794,False,True,https://www.fitbit.com/global/de/home,,
store-static0.fitbit.com,,404,781,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,store-static0.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,store-static0.fitbit.com,cloudflare,443,https://store-static0.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Java,32,False,True,https://store-static0.fitbit.com/de/home,,
store-static1.fitbit.com,,404,782,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://store-static1.fitbit.com:80,http,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,http://store-static1.fitbit.com/de/home,,
store-static2.fitbit.com,,404,781,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://store-static2.fitbit.com:80,http,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,http://store-static2.fitbit.com/de/home,,
store-static3.fitbit.com,,404,779,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,store-static3.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,store-static3.fitbit.com,cloudflare,443,https://store-static3.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,https://store-static3.fitbit.com/de/home,,
store-static4.fitbit.com,,404,781,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,store-static4.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,store-static4.fitbit.com,cloudflare,443,https://store-static4.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,https://store-static4.fitbit.com/de/home,,
store-static6.fitbit.com,,404,780,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,store-static6.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,store-static6.fitbit.com,cloudflare,443,https://store-static6.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,https://store-static6.fitbit.com/de/home,,
store-static7.fitbit.com,,404,779,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,store-static7.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,store-static7.fitbit.com,cloudflare,443,https://store-static7.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,https://store-static7.fitbit.com/de/home,,
store-static9.fitbit.com,,404,781,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,store-static9.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,store-static9.fitbit.com,cloudflare,443,https://store-static9.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Java,32,False,True,https://store-static9.fitbit.com/de/home,,
studio.fitbit.com,Fitbit Studio,200,18370,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,dev.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,dev.fitbit.com,cloudflare,80,http://studio.fitbit.com:80,http,cloudflare,text/html,GET,104.16.66.50,/,1524040502,104.16.65.50,ZURB Foundation,433,False,True,https://dev.fitbit.com:443/build/fitbit-studio,,cdn.cookielaw.org
support-tools.fitbit.com,403 Forbidden,403,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,support-tools.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,support-tools.fitbit.com,cloudflare,443,https://support-tools.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1561873722,104.16.66.50,Google Cloud CDN,8,False,True,,,
support.fitbit.com,,500,4612,AS14340,SALESFORCE,US,13.110.220.0/23,support.fitbit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-01-05T00:00:00Z,2024-01-04T23:59:59Z,"CN=*.na158.force.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",*.na158.force.com,*.d.forceusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f34553d56b6ae66e50edc594e62526b8,ec8809b42c059d9b44cbe571c1dbcec819a1c3089699d3e6ff8c330310561064,True,ctls,support.fitbit.com,,443,https://support.fitbit.com:443,https,,text/html,GET,13.110.64.163,/,1433417005,13.110.65.163,Salesforce,85,False,,,"salesforce.com, inc.",
syndication.twitter.com,,404,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,syndication.twitter.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-05T00:00:00Z,2024-02-05T23:59:59Z,"CN=syndication.twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",syndication.twitter.com,syndication-o.twimg.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,ce5aef419403501571e889b8b0c72b5a,d022b2064580c09bdbb72d75b2d43e48f41aa3d9dd384dab1d66b2a1e360ce77,,ctls,syndication.twitter.com,,443,https://syndication.twitter.com:443,https,tsa_o,,GET,104.244.42.72,/,-1831547740,104.244.42.72,,1,False,,,"Twitter, Inc.",
view.e.fitbit.com,Error,200,932,AS22606,EXACT-7,US,13.111.0.0/16,view.e.fitbit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-28T00:00:00Z,2024-03-30T23:59:59Z,"CN=view.e.fitbit.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",view.e.fitbit.com,view.e.fitbit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ddd82d9333d2efe12c8b12edad15d32a,3fe1de37a5ea82dc18ee0d9129155356bfbe9eed11313f2df0282e8a43d43c95,,ctls,view.e.fitbit.com,,443,https://view.e.fitbit.com:443,https,,text/html,GET,13.111.152.171,/,1631801191,13.111.152.171,HSTS,28,False,,https://view.e.fitbit.com/Error.aspx,"Salesforce.com, Inc.",
web-lb.fitbit.com,404 Not Found,404,548,AS15169,GOOGLE,US,35.244.128.0/17,web-lb.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,web-lb.fitbit.com,google,443,https://web-lb.fitbit.com:443,https,,text/html,GET,35.244.211.136,/,566218143,35.244.211.136,HTTP/3,14,False,True,,,
wellness.fitbit.com,One Easy Health Solution for All Your Employees | Fitbit Health Solutions,200,133986,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,healthsolutions.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-07T06:27:28Z,2023-07-06T06:27:27Z,CN=healthsolutions.fitbit.com,healthsolutions.fitbit.com,healthsolutions.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,154fe0aa623f54d3e61b5efe9967c6b6,f6bb67540cffffe52c7171eec7ac35abeb2e25d9d88fee1fafe2fc95b9b59e2a,,ctls,healthsolutions.fitbit.com,cloudflare,443,https://wellness.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,YouTube,1444,False,True,https://healthsolutions.fitbit.com/,,
windows-api.fitbit.com,,400,40,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://windows-api.fitbit.com:80,http,cloudflare,text/plain,GET,104.16.66.50,/,1184824865,104.16.65.50,Google Cloud CDN,1,False,True,,,
windows-cdn-api.fitbit.com,,401,53,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,windows-cdn-api.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,windows-cdn-api.fitbit.com,cloudflare,443,https://windows-cdn-api.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.65.50,/,-1803270082,104.16.66.50,Google Cloud CDN,1,False,True,,,
windows-cdn-softclient.fitbit.com,,404,781,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,windows-cdn-softclient.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,windows-cdn-softclient.fitbit.com,cloudflare,443,https://windows-cdn-softclient.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Java,32,False,True,https://windows-cdn-softclient.fitbit.com/de/home,,
windows-client.fitbit.com,,404,782,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,windows-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,windows-client.fitbit.com,cloudflare,443,https://windows-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Java,32,False,True,https://windows-client.fitbit.com/de/home,,
windows-softclient.fitbit.com,,400,40,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://windows-softclient.fitbit.com:80,http,cloudflare,text/plain,GET,104.16.66.50,/,1184824865,104.16.65.50,Google Cloud CDN,1,False,True,,,
www.gravatar.com,Gravatar - Globally Recognized Avatars,200,83576,AS2635,AUTOMATTIC,US,192.0.64.0/18,en.gravatar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-23T00:00:00Z,2023-12-24T23:59:59Z,CN=*.gravatar.com,*.gravatar.com,gravatar.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,eab84d628994346ce07e523bf9941866,3707397f4d5cdabfe11c2949663fff5dfe2ca29ec27dadbc6232ceb38f5738af,True,ctls,en.gravatar.com,,443,https://www.gravatar.com:443,https,nginx,text/html,GET,192.0.73.2,/,73337656,2a04:fa87:fffe::c000:4902,WordPress,741,False,,https://en.gravatar.com/,,fonts.googleapis.com
