new,host,a,aaaa,cname,mx,soa,status_code,ns,has_internal_ips,internal_ips,txt,caa,cdn,cdn-name
[x],api-dev1.yandex.ru,,2a02:6b8:c02:5e3:0:639:3a65:35dc,dev.xscript.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-developer.tech.yandex.net,87.250.251.124,2a02:6b8::413,"balance-userapikeys.paysys.yandex.net, balance-userapikeys-l7.paysys.yandex.net",,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-ext.ra.plus.yandex.net,87.250.254.151,2a02:6b8::517,external-ra-api.plus.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-ext.vh.yandex.net,93.158.134.103,2a02:6b8::37f,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api-external.ow.tst.vs.market.yandex.net,213.180.193.181,2a02:6b8::1b2,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-external.ow.vs.market.yandex.net,213.180.193.164,2a02:6b8::1aa,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-harita.yandex.com,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api-harita.yandex.com.tr,"87.250.251.134, 213.180.193.1, 93.158.134.1, 77.88.21.249","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::274, 2a02:6b8::311",api-maps.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],api-int.lbs.yandex.net,,2a02:6b8:0:3400::472,api-lbs-int.mobile.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-logistic.tst.vs.market.yandex.net,213.180.193.40,2a02:6b8::f3,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-logistic.vs.market.yandex.net,213.180.193.37,2a02:6b8::f2,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-logistics-yandex.logistics.tst.yandex.net,93.158.134.111,2a02:6b8::288,taxi-outsource-shopify-go-testing-int.taxi.tst.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-logistics-yandex.logistics.yandex.net,213.180.193.107,2a02:6b8::3ca,taxi-outsource-shopify-go-ext.taxi.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-logistics-yango.logistics.tst.yandex.net,93.158.134.111,2a02:6b8::288,taxi-outsource-shopify-go-testing-int.taxi.tst.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-logistics-yango.logistics.yandex.net,213.180.193.107,2a02:6b8::3ca,taxi-outsource-shopify-go-ext.taxi.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-man-tuman.cloud.yandex.net,213.180.205.43,2a02:6b8:0:3400:0:587:0:2,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-maps.yandex.com,87.250.251.134,2a02:6b8::274,api-maps.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api-maps.yandex.com.tr,87.250.251.134,,api-maps.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api-maps.yandex.ru,87.250.251.134,2a02:6b8::274,,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api-metrica.yandex.by,87.250.251.47,2a02:6b8::2a3,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,,,,
[x],api-metrica.yandex.com.tr,93.158.134.28,2a02:6b8::1:28,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],api-metrica.yandex.kz,87.250.251.47,2a02:6b8::2a3,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],api-metrica.yandex.ru,87.250.251.47,,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,,,,
[x],api-metrika-test.yandex.ru,95.108.129.195,2a02:6b8:0:807::19,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api-metrika.yandex.com,87.250.251.47,2a02:6b8::2a3,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,,,,
[x],api-metrika.yandex.com.tr,87.250.251.47,2a02:6b8::2a3,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],api-metrika.yandex.kz,93.158.134.28,2a02:6b8::1:28,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,,,,
[x],api-metrika.yandex.net,87.250.251.47,2a02:6b8::2a3,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],api-metrika.yandex.ru,87.250.251.47,2a02:6b8::2a3,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],api-mobile.rasp.yandex.net,77.88.21.122,2a02:6b8::447,api.rasp.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-ofd.tst.yandex.net,213.180.204.116,2a02:6b8::116,api-test.tcp.http.ofd.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-sandbox.direct.yandex.com,213.180.204.225,,soap-sandbox.direct.yandex.ru,outbound-relay.yandex.net,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-sandbox.direct.yandex.ru,213.180.204.225,,soap-sandbox.direct.yandex.ru,outbound-relay.yandex.net,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-test.yandex.by,,2a02:6b8:c02:700:0:639:d437:2097,test.xscript.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-test.yandex.com,,2a02:6b8:c02:700:0:639:d437:2097,test.xscript.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-test.yandex.ru,,2a02:6b8:c02:700:0:639:d437:2097,test.xscript.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-testing.ott.kinopoisk.ru,,2a02:6b8:0:3400:0:71d:0:90b,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-testing.ott.yandex.by,,2a02:6b8:0:3400:0:71d:0:90b,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-testing.ott.yandex.com,,2a02:6b8:0:3400:0:71d:0:90b,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-testing.ott.yandex.kz,,2a02:6b8:0:3400:0:71d:0:90b,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-testing.ott.yandex.ru,213.180.205.61,2a02:6b8:0:3400:0:71d:0:90b,"ott-testing-internal.ott.yandex.net, l3.ott-testing-internal.ott.yandex.net",,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-testing.yd.ott.yandex.net,,2a02:6b8:0:3400:0:71d:0:90b,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-translate.ocr.yandex.net,93.158.134.139,2a02:6b8::3:139,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api-tst.logistic.market.yandex.net,213.180.193.40,2a02:6b8::f3,api-logistic.tst.vs.market.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api-yaru.yandex.net,213.180.204.242,,api-yaru.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api-yaru.yandex.ru,213.180.204.242,,,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.ad-fox.yandex.ru,213.180.193.191,2a02:6b8::366,ui-balancer-external.adfox.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.afisha.yandex.net,,2a02:6b8:0:3400:0:71d:0:7ca,internal-common.afisha.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.appmetrica.yandex.by,93.158.134.251,2a02:6b8::286,api.appmetrika.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.appmetrica.yandex.com,93.158.134.251,2a02:6b8::286,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.appmetrica.yandex.com.tr,93.158.134.251,2a02:6b8::286,api.appmetrika.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.appmetrica.yandex.kz,93.158.134.251,2a02:6b8::286,api.appmetrika.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.appmetrika.yandex.by,93.158.134.251,2a02:6b8::286,api.appmetrika.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.appmetrika.yandex.kz,93.158.134.251,2a02:6b8::286,api.appmetrika.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.appmetrika.yandex.ru,93.158.134.251,2a02:6b8::286,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.avia.yandex.net,87.250.250.194,2a02:6b8::35e,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.beta.m.soft.yandex.ru,87.250.251.182,2a02:6b8::2ea,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.booking.yandex.ru,213.180.204.242,,,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.browser.ya.ru,213.180.193.234,2a02:6b8::1d0,api.browser.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.browser.yandex.by,213.180.193.234,2a02:6b8::1d0,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.browser.yandex.com.tr,213.180.193.234,2a02:6b8::1d0,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.browser.yandex.kz,213.180.193.234,2a02:6b8::1d0,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.browser.yandex.net,213.180.193.234,2a02:6b8::1d0,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.browser.yandex.ru,213.180.193.234,2a02:6b8::1d0,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.canary.ycp.cloud-preprod.yandex.net,,2a0d:d6c0:0:ff1b::6a,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.canary.ycp.cloud.yandex.net,84.201.181.26,2a0d:d6c1:0:1c::4e,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.charts.yandex.net,213.180.204.123,2a02:6b8::5b,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.chat.sandbox.yandex.ru,87.250.251.70,2a02:6b8::5:70,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.chat.yandex.by,213.180.204.209,2a02:6b8::a6,,,"ns1.yandex.net, sysadmin.yandex.ru",NOERROR,"ns1.yandex.net, ns2.yandex.net",,,,,,
[x],api.chat.yandex.com.tr,213.180.204.209,2a02:6b8::a6,,,"ns1.yandex.net, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.chat.yandex.kz,213.180.204.209,2a02:6b8::a6,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.chat.yandex.ru,213.180.204.209,2a02:6b8::a6,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.chat.yandex.ua,213.180.204.209,2a02:6b8::a6,,,"ns1.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.cloud-preprod.yandex.net,,2a0d:d6c0:0:ff1b::6a,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.cloud.yandex.net,84.201.181.26,2a0d:d6c1:0:1c::4e,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.content.market.yandex.ru,213.180.193.216,,,,,NOERROR,,,,,,,
[x],api.contest.yandex.net,87.250.250.129,2a02:6b8::3a0,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.courier.yandex.net,93.158.134.107,2a02:6b8::273,b2bgeo-courier.maps.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.dash.yandex.net,"213.180.204.123, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::5b",,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,"ns2.yandex.net, ns1.yandex.net",,,,,,
[x],api.delivery.yandex.ru,213.180.193.182,2a02:6b8::1b3,nesu-openapi.vs.market.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.direct.yandex.com,87.250.250.243,,api.direct.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.direct.yandex.ru,87.250.250.243,,,,,NOERROR,,,,,,,
[x],api.directory.yandex.com,"77.88.21.20, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::43b",directory-ext.awacs-b.yandex.net,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,"ns1.yandex.net, ns2.yandex.net",,,,,,
[x],api.directory.yandex.com.tr,77.88.21.20,2a02:6b8::43b,directory-ext.awacs-b.yandex.net,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.directory.yandex.kz,77.88.21.20,2a02:6b8::43b,directory-ext.awacs-b.yandex.net,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.directory.yandex.ru,77.88.21.20,2a02:6b8::43b,directory-ext.awacs-b.yandex.net,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.disk.yandex.net,213.180.204.127,2a02:6b8::1:127,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.domain.yandex.com,213.180.193.179,2a02:6b8::1:179,,,"ns1.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.events.plus.yandex.net,87.250.254.191,2a02:6b8::540,external-events-api.plus.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.games.yandex.ru,,2a02:6b8:0:3400:0:71d:0:88c,games-prod-balancer-int.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.kassa.yandex.ru,,,kassa.yandex.ru,mx.yandex.ru,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,"mailru-verification: 8e8bc9f115207ac6, v=spf1 redirect=_spf.yandex.net",,,
[x],api.kino.yandex.ru,,2a02:6b8:0:3400:0:71d:0:87e,kp-backend-prod.kp.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.kurum.yandex.com.tr,213.180.193.179,2a02:6b8::1:179,,,"ns1.yandex.net, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.lbs.yandex.com,"93.158.134.236, 213.180.204.236",2a02:6b8::236,lbs-slb.mobile.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.lbs.yandex.com.tr,"213.180.204.236, 93.158.134.236",2a02:6b8::236,lbs-slb.mobile.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.lbs.yandex.net,"93.158.134.236, 213.180.204.236",2a02:6b8::236,lbs-slb.mobile.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.local.yandex.net,87.250.250.226,2a02:6b8::3:226,common-public.stable.qloud-b.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.logistic.market.yandex.net,213.180.193.37,2a02:6b8::f2,api-logistic.vs.market.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.market.yandex.by,213.180.204.215,2a02:6b8::215,"mobile.market.yandex.net, mobile.vs.market.yandex.net",,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.membrace.yandex.net,,,prod.membrace.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.messenger.alpha.yandex.com,,,,,"ns1.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.messenger.alpha.yandex.com.tr,87.250.251.235,2a02:6b8::308,,,"ns1.yandex.net, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.messenger.alpha.yandex.kz,87.250.251.235,2a02:6b8::308,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.messenger.alpha.yandex.net,87.250.251.235,2a02:6b8::308,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.messenger.alpha.yandex.ru,87.250.251.235,2a02:6b8::308,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.messenger.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.messenger.yandex.by,87.250.251.209,2a02:6b8::2fb,,,"ns1.yandex.net, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.messenger.yandex.kz,87.250.251.209,2a02:6b8::2fb,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.messenger.yandex.ru,87.250.251.209,2a02:6b8::2fb,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.music.yandex.ru,87.250.250.246,2a02:6b8::5:246,api.music.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.ocr.yandex.net,93.158.134.139,2a02:6b8::3:139,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.ofd.yandex.net,185.32.186.254,2001:678:384::254,ofd-prod.back-ext.http.yandex.net,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.ott.kinopoisk.ru,93.158.134.102,2a02:6b8::272,ott-api-production-balancer.ott.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.ott.yandex.com,93.158.134.102,2a02:6b8::272,ott-api-production-balancer.ott.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.ott.yandex.kz,93.158.134.102,2a02:6b8::272,ott-api-production-balancer.ott.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.ott.yandex.net,93.158.134.102,2a02:6b8::272,ott-api-production-balancer.ott.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.ott.yandex.ru,93.158.134.102,2a02:6b8::272,ott-api-production-balancer.ott.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.partner.goods.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.partner.goods.yandex.ru,87.250.250.88,2a02:6b8::4bc,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.partner.market.yandex.ru,93.158.134.216,2a02:6b8::2:216,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.passport-rc.yandex.by,87.250.251.24,2a02:6b8::4:24,api.passport-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport-rc.yandex.com,87.250.251.24,2a02:6b8::4:24,api.passport-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport-rc.yandex.kz,87.250.251.24,2a02:6b8::4:24,api.passport-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport-rc.yandex.ru,87.250.251.24,2a02:6b8::4:24,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport-test.yandex.by,213.180.205.17,2a02:6b8:0:3400::17,api.passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport-test.yandex.com,213.180.205.17,2a02:6b8:0:3400::17,api.passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport-test.yandex.com.tr,213.180.205.17,2a02:6b8:0:3400::17,api.passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport-test.yandex.kz,"213.180.205.17, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8:0:3400::17",api.passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],api.passport-test.yandex.ru,213.180.205.17,2a02:6b8:0:3400::17,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport.yandex.com,77.88.21.24,2a02:6b8::5:24,api.passport.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport.yandex.com.tr,77.88.21.24,2a02:6b8::5:24,api.passport.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.passport.yandex.kz,"77.88.21.24, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::5:24",api.passport.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],api.pdd.yandex.ru,213.180.193.179,2a02:6b8::1:179,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.plus.kinopoisk.ru,87.250.250.204,2a02:6b8::3a4,external-hq-api.plus.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.plus.tst.kinopoisk.ru,213.180.205.155,2a02:6b8:0:3400:0:71d:0:849,internal-common.plus.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.plus.tst.yandex.by,213.180.205.155,2a02:6b8:0:3400:0:71d:0:849,internal-common.plus.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.plus.tst.yandex.com,213.180.205.155,2a02:6b8:0:3400:0:71d:0:849,internal-common.plus.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.plus.yandex.by,87.250.250.204,2a02:6b8::3a4,external-hq-api.plus.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.plus.yandex.com,87.250.250.204,2a02:6b8::3a4,external-hq-api.plus.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.plus.yandex.kz,87.250.250.204,2a02:6b8::3a4,external-hq-api.plus.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.rasp.yandex.net,77.88.21.122,2a02:6b8::447,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.realty.yandex.net,213.180.204.188,2a02:6b8::188,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.routing.yandex.net,213.180.193.39,2a02:6b8::39,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.sandbox.toloka.yandex.com,77.88.21.178,2a02:6b8::2:254,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.seferler.yandex.com,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],api.seferler.yandex.com.tr,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.social-test.yandex.ru,95.108.254.101,2a02:6b8:0:3400::2:101,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.social.yandex.ru,93.158.157.106,2a02:6b8:0:3400::106,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.sport.news.yandex.ru,,2a02:6b8:0:3400:0:66:0:3,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],api.sport.yandex.ru,213.180.204.10,2a02:6b8::e,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.stable.local.yandex.net,,2a02:6b8:0:3400::319,local.stable.qloud-b.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.talents.yandex.net,87.250.250.70,2a02:6b8::4:70,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],api.test.local.yandex.net,213.180.204.226,2a02:6b8::226,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.tickets.yandex.net,77.88.21.109,2a02:6b8::442,external-ticketsystem-api.afisha.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],api.tracker.yandex.net,87.250.251.121,2a02:6b8::411,api.b.tracker.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
