new,host,a,ns,status_code,soa,aaaa,cname,txt,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
,exe-7-1-3.mini5-1.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exiret.dnsecho.opera.com,141.8.180.31,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ext-autoupdate.opera.com,"18.154.63.56, 18.154.63.104, 18.154.63.61, 18.154.63.30","ns-1255.awsdns-28.org, ns-2033.awsdns-62.co.uk, ns-3.awsdns-00.com, ns-820.awsdns-38.net",NOERROR,"ns-3.awsdns-00.com, awsdns-hostmaster.amazon.com","2600:9000:243d:ca00:1b:91af:2880:93a1, 2600:9000:243d:b400:1b:91af:2880:93a1, 2600:9000:243d:3800:1b:91af:2880:93a1, 2600:9000:243d:4e00:1b:91af:2880:93a1, 2600:9000:243d:5e00:1b:91af:2880:93a1, 2600:9000:243d:7600:1b:91af:2880:93a1, 2600:9000:243d:3e00:1b:91af:2880:93a1, 2600:9000:243d:4c00:1b:91af:2880:93a1",d3qge80rsh3eea.cloudfront.net,,True,cloudfront,,,,
,ext-download.opera.com,"18.66.147.21, 18.66.147.82, 18.66.147.120, 18.66.147.2","ns-1015.awsdns-62.net, ns-1223.awsdns-24.org, ns-1895.awsdns-44.co.uk, ns-210.awsdns-26.com",NOERROR,"ns-210.awsdns-26.com, awsdns-hostmaster.amazon.com","2600:9000:225e:8600:8:1e61:b640:93a1, 2600:9000:225e:8800:8:1e61:b640:93a1, 2600:9000:225e:d800:8:1e61:b640:93a1, 2600:9000:225e:9e00:8:1e61:b640:93a1, 2600:9000:225e:a800:8:1e61:b640:93a1, 2600:9000:225e:a000:8:1e61:b640:93a1, 2600:9000:225e:a400:8:1e61:b640:93a1, 2600:9000:225e:d400:8:1e61:b640:93a1",d2au3xq9usue3d.cloudfront.net,,True,cloudfront,,,,
,extension-updates.geo.opera.com,"185.26.182.93, 185.26.182.94",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,eu-extension-updates.opera.com,v=spf1 -all,,,,,,
,external-f.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,external-helporigin.dnsecho.opera.com,208.69.33.83,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,externaljiratunnel-mx.dnsecho.opera.com,172.253.197.5,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,externalportal.dnsecho.opera.com,"205.171.9.236, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,extr3metech.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ezhelp.ncnd.opera.com,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,f.ns.e.opera.com,"185.26.182.109, 185.26.182.110",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"redir.opera.com, redir.geo.opera.com, eu-redir.opera.com",,,,,,,
,f0-3-5-7.beta.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,f0-7-8-4.beta.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,f0-7-8-4.mini5-1.opera-mini.net,82.145.209.244,"n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fa1-1-78-2.beta.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fa2-1-7-4.beta.opera-mini.net,185.26.181.244,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fa2-1-7-4.mini5-1.opera-mini.net,82.145.209.244,,NOERROR,,,,,,,,,,
,facc1-1.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
,facebook-windows-10.beta.opera-mini.net,82.145.211.253,"n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,facebook-windows-10.mini5-1.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,facebook.labs-turbo-speed.beta.opera-mini.net,"82.145.209.253, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fai-ext.am4.opera.technology,82.145.216.6,"nic3.opera.COM, nic1.opera.COM, nic4.opera.COM, nic6.opera.COM, nic2.opera.COM",NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,fai-ext.ams.opera.technology,185.26.182.142,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,fai-ext.lati.opera.technology,37.228.104.5,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,v135.proxmox-ash.opera.technology,,,,,,,
,fai-lati.opera-mini.net,37.228.104.5,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,v135.proxmox-ash.opera.technology,,,,,,,
,fai-singa.opera-mini.net,103.83.123.75,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"fai-singa.opera.software, v113.proxmox-sg.opera.technology",,,,,,,
,famd15-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,faqp3-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,faqp3-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,farmingdale.dnsecho.opera.com,172.253.10.129,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,faru2-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,faru2-1.mini5-1.opera-mini.net,185.26.181.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,faru6-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,faru6-1.mini5-1.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbbi1-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fbbi1-1.mini5-1.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbbi1-2.beta.opera-mini.net,185.26.181.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbbi1-2.mini5-1.opera-mini.net,82.145.209.242,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fbc-7-10-4.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
,fbc-9-10-4.beta.opera-mini.net,82.145.209.244,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbc-9-10-4.mini5-1.opera-mini.net,82.145.209.244,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fbcn12-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbdj5-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fbdo2-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbdq2-1.mini5-1.opera-mini.net,185.26.181.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fben4-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fbey11-1.beta.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fbey20-1.beta.opera-mini.net,185.26.181.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbga1-4.beta.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fbga1-4.mini5-1.opera-mini.net,,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fbhx1-1.beta.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbhx1-1.mini5-1.opera-mini.net,185.26.181.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fbkl1-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fblr1-3.beta.opera-mini.net,82.145.209.243,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fblr17-1.beta.opera-mini.net,185.26.181.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbma1-1.beta.opera-mini.net,82.145.209.241,,NOERROR,,,,,,,,,,
,fbog13-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fbog13-1.mini5-1.opera-mini.net,,"h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbom18-1.mini5-1.opera-mini.net,,,NOERROR,,,,,,,,,,
,fbom19-2.mini5-1.opera-mini.net,82.145.209.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbrm1-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fbru4-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fc10-2.beta.opera-mini.net,82.145.209.242,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fc8-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fc9-2.beta.opera-mini.net,82.145.209.242,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fc9-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fcai10-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcai10-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fcai2-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcai2-1.mini5-1.opera-mini.net,185.26.181.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcai20-6.beta.opera-mini.net,82.145.211.249,"n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fccs3-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fccu9-2.beta.opera-mini.net,82.145.209.242,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcgh21-1.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
,fcgh31-1.beta.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fcgk14-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcgk22-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fcgk22-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fcgk29-1.beta.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fcjb6-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcjb6-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fclo9-1.beta.opera-mini.net,185.26.181.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcmb1-1.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
,fcmb1-1.mini5-1.opera-mini.net,82.145.209.241,,NOERROR,,,,,,,,,,
,fcmb9-1.beta.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fcmb9-1.mini5-1.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcok3-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fcok3-1.mini5-1.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcrk1-1.beta.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fcuu3-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fcuu3-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fdac140-1.mini5-1.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fdac2-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fdel2-2.beta.opera-mini.net,"82.145.209.242, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fdel2-2.mini5-1.opera-mini.net,82.145.209.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fdel36-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fdil2-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fdps11-1.beta.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fdps11-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fdtm2-1.mini5-1.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fdur1-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fdxb1-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fdxb1-1.mini5-1.opera-mini.net,82.145.209.241,,NOERROR,,,,,,,,,,
,fe-1-1-1.mini5-1.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fe-1-1-2.mini5-1.opera-mini.net,82.145.209.242,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,features-2.geo.opera.com,"185.26.182.94, 185.26.182.112, 185.26.182.118, 185.26.182.93, 185.26.182.106, 185.26.182.111",,NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:1:430:82:145:216:15, 2001:4c28:1:430:82:145:216:16","ams-features.opera-api2.com, ams.lb.opera.technology, am4-features.opera-api2.com, am4.lb.opera.technology",v=spf1 -all,,,,,,
,features-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,features.geo.opera.com,"185.26.182.118, 185.26.182.112, 185.26.182.93, 185.26.182.106, 185.26.182.111, 185.26.182.94","nic3.opera.com, nic6.opera.com, nic4.opera.com, nic2.opera.com, nic1.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:111, 2001:4c28:4000:722:185:26:182:118, 2001:4c28:4000:722:185:26:182:94, 2001:4c28:4000:722:185:26:182:93, 2001:4c28:4000:722:185:26:182:106, 2001:4c28:4000:722:185:26:182:112","ams-features.opera-api.com, ams.lb.opera.technology",v=spf1 -all,,,,,,amazonaws.com
,feau1-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,federator.dnsecho.opera.com,74.63.24.213,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,feedback-service.dnsecho.opera.com,84.200.70.40,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,feedback.desktop-services.opera.com,,,NOERROR,"ns-1701.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,,
,feednews-transcoder.op-mobile.opera.com,107.167.123.122,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-ash.op-mobile.opera.com, outspot-ash.feednews.com, outspot-ash-vip1.op-mobile.opera.com",,,,,,,
,feednews-viewer.opera.software,103.83.123.77,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2400:9340:0:1951:103:83:123:77,sg2.opera.software,,,,,,,
,feednews.com,82.145.213.24,"ns-1170.awsdns-18.org, ns-1918.awsdns-47.co.uk, ns-9.awsdns-01.com, ns-784.awsdns-34.net",NOERROR,"ns-1918.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",,,"v77dxtjr8sp6tcx00nnxy7xc2vycf0ln, google-site-verification=GY33KfVeMxMtbwMvX7tnjRcqkG7rM7J-C_tqY1hvQmk, 8481cad834ff4a98806c10f5b501b2c0",,,,,,
,feoh3-1.beta.opera-mini.net,185.26.181.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,feoh3-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,feraregras.dnsecho.opera.com,176.56.185.248,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,fesb1-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fesm1-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fesm1-1.mini5-1.opera-mini.net,185.26.181.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,fet-0-3-1.beta.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,fet-1-1-1.dnsecho.opera.com,188.122.68.218,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,fet-1-1-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
