input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,final_url
mlbshow.myfitnesspal.com,MyFitnessPal x Athletic MLB Show Podcast,200,38555,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,mlbshow.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T03:12:58Z,2023-08-08T03:12:57Z,CN=mlbshow.myfitnesspal.com,mlbshow.myfitnesspal.com,mlbshow.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2f9e2966ef0e7004014c0d7f1ffe18fd,6a9f3142e8687b778939317cc6407e76de6bcea2ad8e79e0236f27caa0798581,ctls,mlbshow.myfitnesspal.com,443,https://mlbshow.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
mobile-cdn.ua.com,,403,243,AS0,Not routed,None,13.224.192.0/21,,mobile-cdn.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-08-06T23:59:59Z,CN=mobile-cdn.ua.com,mobile-cdn.ua.com,*.mobile-cdn.ua.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bcc481af1323b4277196eb70ebce6cce,39b6b6f414a051a165184caf5c6fbbdab340604d08795217e61a3eee5fc1bed2,ctls,mobile-cdn.ua.com,443,https://mobile-cdn.ua.com:443,https,AmazonS3,application/xml,GET,13.224.189.2,/,-2060868893,2600:9000:20eb:6000:a:a99d:a5c0:93a1,Amazon Web Services,2,False,,,True,cloudfront,True,
mobile-sync-api.myfitnesspal.com,,404,42,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,mobile-sync-api.myfitnesspal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T08:47:07Z,2023-08-06T08:47:06Z,CN=*.external.us.mfp.dev,*.external.us.mfp.dev,*.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cbcbd062acc3f7da4724b9febb32acba,6f4cab5e99475faea6b245d98b87646eb77f906e5cc71ac84854b00107905ede,ctls,mobile-sync-api.myfitnesspal.com,443,https://mobile-sync-api.myfitnesspal.com:443,https,,text/plain,GET,107.23.100.216,/,1382809587,34.238.132.74,HSTS,1,False,True,,True,,,
mvp.mapmyride.com,MapMyRide,200,15871,AS14618,AMAZON-AES,US,54.167.0.0/17,,www.mapmyride.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,www.mapmyride.com,80,http://mvp.mapmyride.com:80,http,,text/html,GET,54.156.89.220,/,,34.197.36.59,Sentry:6.17.5,151,False,True,,True,,,https://www.mapmyride.com/auth/login/?next=%2Fpremium%2Fcheckout
mvp.mapmyrun.com,MapMyRun,200,15856,AS14618,AMAZON-AES,US,34.202.28.0/23,,www.mapmyrun.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,www.mapmyrun.com,80,http://mvp.mapmyrun.com:80,http,,text/html,GET,34.197.36.59,/,,54.156.89.220,Sentry:6.17.5,151,False,True,,True,,,https://www.mapmyrun.com/auth/login/?next=%2Fpremium%2Fcheckout
mvp.mapmywalk.com,MapMyWalk,200,15868,AS14618,AMAZON-AES,US,54.167.0.0/17,,www.mapmywalk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,www.mapmywalk.com,80,http://mvp.mapmywalk.com:80,http,,text/html,GET,54.156.89.220,/,,34.197.36.59,Sentry:6.17.5,151,False,True,,True,,,https://www.mapmywalk.com/auth/login/?next=%2Fpremium%2Fcheckout
myfitnesspal.com,MyFitnessPal | MyFitnessPal,200,492116,AS16509,AS16509,Unknown,13.225.96.0/21,https:,www.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,www.myfitnesspal.com,443,https://myfitnesspal.com:443,https,,text/html,GET,13.225.78.18,/,33983877,2600:9000:21f3:1800:1e:f4a8:3140:93a1,HSTS,1,False,,,True,cloudfront,True,https://www.myfitnesspal.com/
nbashow.myfitnesspal.com,MyFitnessPal x Athletic NBA Show Podcast,200,38551,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,nbashow.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T05:55:25Z,2023-08-08T05:55:24Z,CN=nbashow.myfitnesspal.com,nbashow.myfitnesspal.com,nbashow.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d051f1acf7ef8400cb1e58d2bba3cbc5,aaa6a8c946af5c47ef6c92b95429298232ac4c945f0266e094209af7c32924e6,ctls,nbashow.myfitnesspal.com,443,https://nbashow.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
ne1-cipol12-clu.underarmour.co.uk,Under Armour,410,417807,AS397223,ULTRADNS,US,204.74.99.0/24,https://studio.production.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,80,http://ne1-cipol12-clu.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,-1942109174,204.74.99.103,Varnish,5942,False,,"Under Armour, Inc.",,,,https://www.underarmour.com/shop/uk/en/
news.ua.com,Stories,200,484281,AS16552,AS16552,Unknown,96.45.94.0/24,,about.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-28T00:00:00Z,2023-09-28T23:59:59Z,"CN=about.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",about.underarmour.com,about.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1a343816265ca8f00125b1f898232e09,0f89d6401029b455f0ca5620f2ab51606e02e4d8916eaa2cdfba3551670e2a76,ctls,about.underarmour.com,80,http://news.ua.com:80,http,,text/html,GET,96.45.83.195,/,-822484772,96.45.82.74,Java,3282,False,,"Under Armour, Inc.",,,,https://about.underarmour.com/en/stories.html
nl.mapmyfitness.com,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,13.249.96.0/20,,,,,,,,,,,,,,,,,,,80,http://nl.mapmyfitness.com:80,http,CloudFront,text/html,GET,13.249.9.40,/,-519989818,13.249.9.109,Amazon Web Services,20,False,,,,cloudfront,True,
nl.mapmyride.com,404 Not Found,404,146,AS0,Not routed,None,13.224.192.0/21,,nl.mapmyride.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,nl.mapmyride.com,443,https://nl.mapmyride.com:443,https,,text/html,GET,13.224.189.52,/,1494302000,13.224.189.41,Amazon Web Services,8,False,True,,True,cloudfront,True,
nl.mapmyrun.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,,80,http://nl.mapmyrun.com:80,http,CloudFront,text/html,GET,13.224.189.49,/,1348269572,13.224.189.31,Amazon Web Services,20,False,,,,cloudfront,True,
nochaser.myfitnesspal.com,MyFitnessPal x  No Chaser Podcast,200,38556,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,nochaser.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:56:42Z,2023-08-08T02:56:41Z,CN=nochaser.myfitnesspal.com,nochaser.myfitnesspal.com,nochaser.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0412cd600d27ebe33fd095cccfc53dc0,10f6676034f9abb8d3ed7a82f5092e372f806a12b2c681dba50134a5c120850a,ctls,nochaser.myfitnesspal.com,443,https://nochaser.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
nomeat.myfitnesspal.com,MyFitnessPal x No Meat Athlete Radio Podcast,200,38859,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,nomeat.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T06:02:27Z,2023-08-08T06:02:26Z,CN=nomeat.myfitnesspal.com,nomeat.myfitnesspal.com,nomeat.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e6a0c616e5c970cb9a0bb9197b65a994,54b184db72fc07cdafb097b5e8a58fad5ce6d95557ba58d792a3d9e8e314a444,ctls,nomeat.myfitnesspal.com,443,https://nomeat.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
nonprod-api-gw.underarmour.com,403 Forbidden,403,118,AS14618,AMAZON-AES,US,23.20.0.0/14,,nonprod-api-gw.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,"CN=nonprod-api-gw.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",nonprod-api-gw.underarmour.com,nonprod-api-gw.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,90ec8f352c88511664d36f0f24c1ec24,3241f3eab12e12acd14f899ca314a2357560bae4106d5671d8c587640c34e516,ctls,nonprod-api-gw.underarmour.com,443,https://nonprod-api-gw.underarmour.com:443,https,,text/html,GET,23.21.2.137,/,1828833911,107.22.91.191,HSTS,7,False,,"Under Armour, Inc.",,,,
obefitness.myfitnesspal.com,MFP + Obe Fitness V2 April 2023,200,72023,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,obefitness.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T13:58:29Z,2023-07-30T13:58:28Z,CN=obefitness.myfitnesspal.com,obefitness.myfitnesspal.com,obefitness.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,63d3d00a712ff794e83e053e8481c0f4,bdbcc5a566b2caf9207c280041d7bf2262f4237442be4d26bf210efa4e31776b,ctls,obefitness.myfitnesspal.com,443,https://obefitness.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,HSTS,856,False,,,,cloudflare,True,
onemedical.myfitnesspal.com,MyFitnessPal + One Medical,200,71384,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,onemedical.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T06:41:10Z,2023-06-11T06:41:09Z,CN=onemedical.myfitnesspal.com,onemedical.myfitnesspal.com,onemedical.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,af45e97149dbffd7582706b92ac33d45,870f3381475d3a25dbb42e63ac8f1f4c33ba0234e18837075d9031a984b7b976,ctls,onemedical.myfitnesspal.com,443,https://onemedical.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,HSTS,848,False,,,,cloudflare,True,
pages.emails.underarmour.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,13.111.0.0/16,,pages.emails.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=pages.emails.underarmour.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.emails.underarmour.com,pages.emails.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9cb3e1a42cd2d0eae277f23de34d3395,1c80bff1939640a48ac7c1783e186a10d6233cf513789a2815d0038d6d29265d,ctls,pages.emails.underarmour.com,80,http://pages.emails.underarmour.com:80,http,,text/html,GET,13.111.23.203,/,-207424980,13.111.23.203,,30,False,,"SALESFORCE.COM, INC.",,,,https://pages.emails.underarmour.com/
pages.mapmyfitness.underarmour.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,13.111.0.0/16,,pages.mapmyfitness.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-02-04T23:59:59Z,"CN=pages.mapmyfitness.underarmour.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.mapmyfitness.underarmour.com,pages.mapmyfitness.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8af181139e66702f156e72b6f379ec6b,81cbdd6d7e1fd2954d3044ac65ab242b89d002a23cc2c945ea0eab9b81d4d7e3,ctls,pages.mapmyfitness.underarmour.com,443,https://pages.mapmyfitness.underarmour.com:443,https,,text/html,GET,13.111.227.74,/,-207424980,13.111.227.74,,30,False,,"SALESFORCE.COM, INC.",,,,
pages.mfp.underarmour.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,136.147.128.0/20,,pages.mfp.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=pages.s7.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",pages.s7.exacttarget.com,pages.s7.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ad0ce528e2e7d8e4b927915048aa3a0c,c5cc7a343c1eb8a37e9647a26a09c8fcd63898758614a805df34764945647c2c,ctls,pages.mfp.underarmour.com,443,https://pages.mfp.underarmour.com:443,https,,text/html,GET,136.147.129.25,/,-207424980,136.147.129.25,,30,False,True,"Salesforce.com, Inc.",,,,
pages.uarecord.underarmour.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,136.147.128.0/20,,pages.uarecord.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=pages.s7.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",pages.s7.exacttarget.com,pages.s7.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ad0ce528e2e7d8e4b927915048aa3a0c,c5cc7a343c1eb8a37e9647a26a09c8fcd63898758614a805df34764945647c2c,ctls,pages.uarecord.underarmour.com,443,https://pages.uarecord.underarmour.com:443,https,,text/html,GET,136.147.129.25,/,-207424980,136.147.129.25,,30,False,True,"Salesforce.com, Inc.",,,,
partner.underarmour.com,,200,841,AS16552,AS16552,Unknown,96.45.94.0/24,,partner.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-06-25T23:59:59Z,CN=*.dnsmadeeasy.com,*.dnsmadeeasy.com,dnsmadeeasy.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,80285afa39493bd3bc6bd357764adc5e,2bb2b85484b70046e7546483d9f4e30859e70e5cd6f46041952e813ce0aa2287,ctls,partner.underarmour.com,443,https://partner.underarmour.com:443,https,DNSME HTTP Redirection,text/html,GET,96.45.82.74,/,1574180034,96.45.82.161,,21,False,True,,True,,,
partnerships.myfitnesspal.com,B2B Partnerships,200,69705,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,partnerships.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T16:52:38Z,2023-07-26T16:52:37Z,CN=partnerships.myfitnesspal.com,partnerships.myfitnesspal.com,partnerships.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e5ed021d9da0267b45468e5b34ab4f39,0e45346652ae709d91a9cdf86b33d8465c5bcbc62735726c1ce1faa5351c8108,ctls,partnerships.myfitnesspal.com,443,https://partnerships.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,HSTS,907,False,,,,cloudflare,True,
persona.api.ua.com,,404,83,AS14618,AMAZON-AES,US,54.88.0.0/14,,persona.api.ua.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,persona.api.ua.com,443,https://persona.api.ua.com:443,https,,text/plain,GET,54.80.69.143,/,737983986,34.236.65.196,,1,False,True,,True,,,
photos.myfitnesspal.com,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,52.222.220.0/23,,,,,,,,,,,,,,,,,,,80,http://photos.myfitnesspal.com:80,http,CloudFront,text/html,GET,52.222.214.111,/,1318143939,52.222.214.28,Amazon Web Services,20,False,,,,cloudfront,True,
plans-api.myfitnesspal.com,,404,42,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,plans-api.myfitnesspal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T08:47:07Z,2023-08-06T08:47:06Z,CN=*.external.us.mfp.dev,*.external.us.mfp.dev,*.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cbcbd062acc3f7da4724b9febb32acba,6f4cab5e99475faea6b245d98b87646eb77f906e5cc71ac84854b00107905ede,ctls,plans-api.myfitnesspal.com,443,https://plans-api.myfitnesspal.com:443,https,,text/plain,GET,107.23.100.216,/,1382809587,54.211.107.175,HSTS,1,False,True,,True,,,
po-tandc.ua.com,,200,148950,AS16552,AS16552,Unknown,96.45.94.0/24,,po-tandc.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-24T00:00:00Z,2024-02-22T23:59:59Z,CN=*.underarmour.com,*.underarmour.com,underarmour.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0bfb2fdd2ca4d2f8d399319a77200d0f,535851a4a278f03bf8b34b44749631258c7ca7643fca13a8530af4bca91cc0c1,ctls,po-tandc.underarmour.com,443,https://po-tandc.ua.com:443,https,AmazonS3,application/pdf,GET,96.45.82.161,/,348717444,96.45.82.74,Amazon Web Services,590,False,,,True,,,https://po-tandc.underarmour.com/
podcast.myfitnesspal.com,Origin DNS error | podcast.myfitnesspal.com | Cloudflare,530,6225,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,80,http://podcast.myfitnesspal.com:80,http,cloudflare,text/html,GET,104.18.26.189,/,-1321831365,2606:4700::6812:1abd,Cloudflare,93,False,,,,cloudflare,True,
preferences.myfitnesspal.com,MyFitnessPal Email Preferences,200,1268,AS16509,AMAZON-02,US,65.9.112.0/23,https://use.typekit.net,preferences.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-07-26T23:59:59Z,CN=preferences.myfitnesspal.com,preferences.myfitnesspal.com,myfitnesspal.datagrail.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,194b4c7f08cff5e268725775e938db16,318c5222824d2ff3f5e32cc99399d5d6d815bf279098c683aec4bfbf64910fe1,ctls,preferences.myfitnesspal.com,443,https://preferences.myfitnesspal.com:443,https,nginx,text/html,GET,65.9.66.83,/,418203052,65.9.66.68,hCaptcha,34,False,,,,cloudfront,True,
prod-configuration.api.ua.com,,401,73,AS14618,AMAZON-AES,US,54.88.0.0/14,,prod-configuration.api.ua.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,prod-configuration.api.ua.com,443,https://prod-configuration.api.ua.com:443,https,,text/plain,GET,54.80.69.143,/,-119167523,34.236.65.196,,1,False,True,,True,,,
prod-fs-jwt-auth.api.ua.com,,404,42,AS0,Not routed,None,13.224.192.0/21,,prod-fs-jwt-auth.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-31T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb3f4df5045c49396aceb35b524d92fe,8ad6748172e498f9d36e817fdac399bbe6fbea45350b987ba6d775835fe1bf4b,ctls,prod-fs-jwt-auth.api.ua.com,443,https://prod-fs-jwt-auth.api.ua.com:443,https,,text/plain,GET,13.224.189.31,/,1382809587,2600:9000:20eb:3600:12:6013:4600:93a1,Amazon Web Services,1,False,True,,True,cloudfront,True,
prod-plans.api.ua.com,404 Not Found,404,548,AS14618,AMAZON-AES,US,34.224.0.0/12,,prod-plans.api.ua.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T08:47:07Z,2023-08-06T08:47:06Z,CN=*.external.us.mfp.dev,*.external.us.mfp.dev,*.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cbcbd062acc3f7da4724b9febb32acba,6f4cab5e99475faea6b245d98b87646eb77f906e5cc71ac84854b00107905ede,ctls,prod-plans.api.ua.com,443,https://prod-plans.api.ua.com:443,https,,text/html,GET,34.238.132.74,/,566218143,54.211.107.175,HSTS,14,False,True,,True,,,
prod-ua03-vercel.ecm.underarmour.com,Under Armour® Official Store | FREE Shipping Available,200,490894,AS16509,AS16509,Unknown,76.76.21.0/24,https://preview.production.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,443,https://prod-ua03-vercel.ecm.underarmour.com:443,https,cloudflare,text/html,GET,76.76.21.93,/,-187656003,76.76.21.123,Varnish,7085,False,,"Under Armour, Inc.",,,,https://www.underarmour.com/en-us/
production-eu03.underarmour.co.uk,403 Forbidden,403,151,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,production-eu03.underarmour.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,CN=ssl1077280.cloudflaressl.com,ssl1077280.cloudflaressl.com,ssl1077280.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,314c99b80f9022e09f7a2f154725ee1c,cf4ec13a3dea8b45ff491278ce149bf65c76f5056aa7bb8d2cd39e602e048f7e,ctls,production-eu03.underarmour.co.uk,443,https://production-eu03.underarmour.co.uk:443,https,cloudflare,text/html,GET,104.18.221.231,/,1210513009,104.18.222.231,Cloudflare,8,False,True,,,cloudflare,True,
pt.mapmyfitness.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,,80,http://pt.mapmyfitness.com:80,http,CloudFront,text/html,GET,13.224.189.41,/,-866779173,13.224.189.52,Amazon Web Services,20,False,,,,cloudfront,True,
