input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,tls_self_signed
imgprd.stanford.edu,,200,30,imgprd.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-06T00:00:00Z,2023-10-06T23:59:59Z,"CN=imgprd.stanford.edu, O=Stanford University, ST=California, C=US",imgprd.stanford.edu,imgprd.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,140e9b343dfc4404cb1be1aac067ce4b,32c8e2cf5db8350ab1a87f88b0f2607b5191208d118eb81dcfbf40e22494675b,ctls,imgprd.stanford.edu,,443,https://imgprd.stanford.edu:443,https,Apache,text/html,GET,171.67.36.105,/,-366337701,171.67.36.105,HSTS,5,False,,,,Stanford University,,,,
impact.stanford.edu,Stanford Impact Labs,200,78613,impact.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T17:12:13Z,2023-07-13T17:12:12Z,CN=impact.stanford.edu,impact.stanford.edu,impact.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4cb9658147ce0c3328b9cc6473005799,fb131f6d647cf70429b6fd72090e0198396f6e4f0f4c8d124bb9bf8feac24dff,ctls,impact.stanford.edu,,443,https://impact.stanford.edu:443,https,nginx,text/html,GET,23.185.0.2,/,1903284340,2620:12a:8001::2,Varnish,1484,False,,,,,,,,
indico.slac.stanford.edu,Home · SLAC Indico (Indico),200,51658,indico.slac.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.slac.stanford.edu, O=Stanford University, ST=California, C=US",*.slac.stanford.edu,*.slac.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2fb23e7aa76daa4eca70069e07769ea3,44521133638bad3159159b500ab848787f04806b89073750ae5f54be0ff01c48,ctls,indico.slac.stanford.edu,,443,https://indico.slac.stanford.edu:443,https,,text/html,GET,134.79.138.106,/,-1522253755,134.79.138.106,HSTS,753,False,,,,Stanford University,True,,,
infowiki.stanford.edu,start [InfoWiki],200,11803,,,,,,,,,,,,,,,,,,,80,http://infowiki.stanford.edu:80,http,Apache/2.2.3 (CentOS),text/html,GET,171.64.75.19,/,1760795732,171.64.75.19,PHP:5.1.6,198,False,,,,,,http://infolabwiki.stanford.edu:8011/doku.php,,
infradocs.stanford.edu,InfraDocs,200,13734,infradocs.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-08T00:00:00Z,2023-08-08T23:59:59Z,"CN=infradocs.stanford.edu, O=Stanford University, ST=California, C=US",infradocs.stanford.edu,infradocs-test.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e3390a0e3919d8b06a4916966b658f29,255c1410299001901ce844fe8119d515675812e37ad988642d215613333a1ef3,ctls,infradocs.stanford.edu,google,443,https://infradocs.stanford.edu:443,https,Apache/2.4.54 (Debian),text/html,GET,34.94.47.139,/,-1000555017,34.94.47.139,PHP:8.1.10,338,False,True,https:,,Stanford University,,https://infradocs.stanford.edu/login,,
ink.stanford.edu,,403,272,,,,,,,,,,,,,,,,,,,443,https://ink.stanford.edu:443,https,Apache,text/html,GET,103.224.212.222,/,2056581550,103.224.212.222,Apache,11,False,,,,,,http://instantfwding.com/?dn=stanford.edu&pid=7PO2UM885,,
innovation.stanford.edu,"Innovation, Entrepreneurship & Design Thinking | Stanford Online",200,82915,online.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=online.stanford.edu, OU=IT Services, O=Stanford University, ST=California, C=US",online.stanford.edu,onlinestaging.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,1e6f3a56f27b65a49b6e401a0684eb43,c10dd7ba6fd5cbdd582340afcffa7175760e14a3797d1c1881563d2a4a66425f,ctls,online.stanford.edu,,80,http://innovation.stanford.edu:80,http,nginx/1.22.1,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,PHP,1760,False,,,,Stanford University,,https://online.stanford.edu/innovation-design-thinking,,
innovations.stanford.edu,Stanford Healthcare Innovation Lab | Stanford Medicine,200,81392,stanfordhealthcareinnovationlab.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T20:16:17Z,2023-06-08T20:16:16Z,CN=stanfordhealthcareinnovationlab.stanford.edu,stanfordhealthcareinnovationlab.stanford.edu,stanfordhealthcareinnovationlab.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a05c0b67bcfb9ba6f9f473d3881fe7e8,89bea106a168562c10c61beffb97c7a75f2c92fee57e47ce5c0eaa92f3ab32cf,ctls,stanfordhealthcareinnovationlab.stanford.edu,,80,http://innovations.stanford.edu:80,http,,text/html,GET,159.89.149.97,/,,159.89.149.97,Webflow,433,False,,,,,,https://stanfordhealthcareinnovationlab.stanford.edu/,,
insidewritingworkshop.stanford.edu,,200,227,insidewritingworkshop.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T05:53:33Z,2023-08-04T05:53:32Z,CN=edpolicy.stanford.edu,edpolicy.stanford.edu,sitc.gse.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8e3e2c4ea700aee770e537b18efc8a7,dce185e40a15f7c0b1ecb52af455b537d1100b92fd1c9391aa18684d3fbabeab,ctls,insidewritingworkshop.stanford.edu,,443,https://insidewritingworkshop.stanford.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,34.214.31.2,/,-152410316,34.214.31.2,Ubuntu,11,False,,URL=archive/index.html,,,,,,
insieme.stanford.edu,INSIEME,200,62145,insieme.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,insieme.stanford.edu,,443,https://insieme.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,466,False,,,,Stanford University,True,,True,
insurance.stanford.edu,,200,746,insurance.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=logical.stanford.edu, O=Stanford University, ST=California, C=US",logical.stanford.edu,logical.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2ddd6a404c5ba4b8d8a781594c41a7cf,9a569751f58301b0f8d6445337894f8fac26b7d56ed765b7a3b4e0a8c9de6592,ctls,insurance.stanford.edu,,443,https://insurance.stanford.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,171.64.68.37,/,344272377,171.64.68.37,Ubuntu,20,False,,,,Stanford University,,,True,
internal.fsi.stanford.edu,,401,15,internal.fsi.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T20:30:27Z,2023-07-11T20:30:26Z,CN=aparc.fsi.stanford.edu,aparc.fsi.stanford.edu,tec.fsi.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b3bc9fc12fe170036556e11bf89d22bf,88d37b0498f2be8caa60ebccacc2f81071040af5e04a804e3ce6a0663883ecf5,ctls,internal.fsi.stanford.edu,,443,https://internal.fsi.stanford.edu:443,https,nginx,text/html,GET,23.185.0.4,/,1409380625,2620:12a:8001::4,Varnish,1,False,,,,,,,,
internal.slac.stanford.edu,SLAC Webauth Login Error,401,3677,webauth.slac.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.slac.stanford.edu, O=Stanford University, ST=California, C=US",*.slac.stanford.edu,*.slac.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2fb23e7aa76daa4eca70069e07769ea3,44521133638bad3159159b500ab848787f04806b89073750ae5f54be0ff01c48,ctls,webauth.slac.stanford.edu,,80,http://internal.slac.stanford.edu:80,http,,text/html,GET,134.79.138.12,/,1306514084,2620:114:d000:c08a::9,SPNEGO,138,False,,,,Stanford University,True,https://webauth.slac.stanford.edu/login/?RT=ZF1mEC9t3IeppgeAyQsU2VSi%2FE7sCK%20ddRwiBVNqZe4jTN8umrWk9xGu53xCEdIN%2FDSPKXdon9Vj3ySjGlpleXJpcKmoIQRtmPTuQrv8kP4zARvipt%2FFzr76n%209ne1IKQkKZ58vcHt%2Fx%20IcRXsVC%20wnfPpvAN5n9ms68DXubeDhgRp%20%2Fkt3edOGr82Zthth%2Fo7hxOBxhcVYDAUua9i6KQAStHuouQviyqVA9ylvMdg3ZF9tW7ACco%2FnFUY1UFcakQFFQiAZnCbRe%2FpHyuXw%2FVcdF7Kw%3D;ST=ZFl6r%20kpxuhSlF%2F0Mj2l1VufJjI5VA8niMeh3u6gVlkKNC1FkFbQejP4iMn%2Fbl%20EuKB3y0fpazZmxBUKO81d%2FmOA4jf1lw%20Vp23eBpwRvKIqb2P0QS1YWWgUrfeYTMpSxxJT7LZPiHtghfAMPfe0qAB5QlZvKGUxE4YToLDbVXWpfGI3DiF0J5K7hRxBCq%20OaXCgf8UCcdOiMXtIF5QXCoBV%20yo%3D;test_cookie=1,,
interventions.stanford.edu,Stanford Interventions Lab,200,12793,,,,,,,,,,,,,,,,,,,80,http://interventions.stanford.edu:80,http,Apache,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,YouTube,168,False,,,,,,http://web.stanford.edu/group/interventions/cgi-bin/wordpress/,,
interview.stanford.edu,Stanford Anesthesiology – Your Interview Day,200,91701,,,,,,,,,,,,,,,,,,,80,http://interview.stanford.edu:80,http,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,wpBakery,608,False,,,,,,http://interviewmd.wpengine.com,,
interviews.stanford.edu,Untitled,200,3161,,,,,,,,,,,,,,,,,,,80,http://interviews.stanford.edu:80,http,Apache/2.4.29 (Ubuntu),text/html,GET,171.64.100.45,/,-153528845,171.64.100.45,Ubuntu,38,False,,,,,,,,
intl.stanford.edu,,200,148,intl.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-27T23:59:59Z,"CN=pgnet-lb-2.stanford.edu, O=Stanford University, ST=California, C=US",pgnet-lb-2.stanford.edu,vpts.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,c6976580468461b8741c609cf6235360,553abe2ccf1b6b77ddbc72d12f6b2f2534eaed597cc443fe0fd7fdb815a051a2,ctls,intl.stanford.edu,,443,https://intl.stanford.edu:443,https,,text/html,GET,171.67.46.134,/,961668727,171.67.46.134,Java,12,False,,,,Stanford University,,,,
investor-relations.stanford.edu,Bondholder Information,200,86484,bondholder-information.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,bondholder-information.stanford.edu,,443,https://investor-relations.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Varnish,652,False,,,,Stanford University,True,https://bondholder-information.stanford.edu,True,
iot.stanford.edu,Secure Internet of Things Project (SITP),200,3610,iot.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2021-03-01T00:00:00Z,2022-03-01T23:59:59Z,"CN=sing.stanford.edu, OU=IT Services, O=Stanford University, street=450 Jane Stanford Way, L=Stanford, ST=California, postalCode=94305, C=US",sing.stanford.edu,sing.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3c856b1c6967005449e1fe0cb29e0f7f,796b5506e066a847acc80c665a5d450ae0a41cfe55e70f8aa6801d479c9e4129,ctls,iot.stanford.edu,,443,https://iot.stanford.edu:443,https,Apache/2.4.29 (Ubuntu),text/html,GET,171.67.76.12,/,-660794713,171.67.76.12,Ubuntu,77,False,,,True,Stanford University,,,True,
ip.stanford.edu,Key Tester,200,1003,ip.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-01T14:39:47Z,2023-06-08T16:29:46Z,CN=*.remindercall.net,*.remindercall.net,remindercall.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",dfe6e4f24a2f9c84b70fe47f5a808b93,6544bb2932601a9b1f469b9b32e43a52eb28ce8381fad09482eb9f62c652bb19,ctls,ip.stanford.edu,,443,https://ip.stanford.edu:443,https,Apache/2.4.7 (Ubuntu),text/html,GET,64.62.181.3,/,1208390598,64.62.181.3,Ubuntu,29,False,,,,,True,,True,
iphone.stanford.edu,Mobile Services | University IT,200,38114,uit.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=uitcomm-web-02.stanford.edu, O=Stanford University, ST=California, C=US",uitcomm-web-02.stanford.edu,uitcommunity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e7cdf8c1f0533245441d6ecc7d618f2c,93d6931bd9c0e43d70e5225cb5765083d4e8f6f06cf844b826fa9ee9d26f989a,ctls,uit.stanford.edu,,80,http://iphone.stanford.edu:80,http,Apache/2.4.54 (Debian),text/html,GET,54.81.116.232,/,566218143,54.81.116.232,PHP,558,False,,,,Stanford University,,https://uit.stanford.edu/mobile,,
irt-dev-web.stanford.edu,Stanford Login - Stale Request,200,5778,login-uat.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=login-uat.stanford.edu, O=Stanford University, ST=California, C=US",login-uat.stanford.edu,login-uat.iam.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fad6e22bf9fba3d27ce63f549e68eeb4,cba6cd8502425e8d7db70cc1c5f9a2a4202297301acde7724598b969e62b064b,ctls,login-uat.stanford.edu,,80,http://irt-dev-web.stanford.edu:80,http,Apache,text/html,GET,171.65.104.73,/,403299699,171.65.104.73,Java,106,False,,,,Stanford University,,https://login-uat.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
irt-dev.stanford.edu,Stanford Login - Stale Request,200,5778,login-uat.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=login-uat.stanford.edu, O=Stanford University, ST=California, C=US",login-uat.stanford.edu,login-uat.iam.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fad6e22bf9fba3d27ce63f549e68eeb4,cba6cd8502425e8d7db70cc1c5f9a2a4202297301acde7724598b969e62b064b,ctls,login-uat.stanford.edu,,443,https://irt-dev.stanford.edu:443,https,Apache,text/html,GET,171.65.104.62,/,403299699,171.65.104.62,Java,106,False,,,,Stanford University,,https://login-uat.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
irt-lane-stage.stanford.edu,Lane Medical Library - Stanford University School of Medicine,200,42313,irt-lane-stage.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-25T00:00:00Z,2024-01-25T23:59:59Z,"CN=lane-local.stanford.edu, O=Stanford University, ST=California, C=US",lane-local.stanford.edu,laneblog.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,4a30f10b48f6cf897391a893502ebe07,374bb7802f2e0081ac36a8ad820241d3f99c838dc39a5b623f50492589e79107,ctls,irt-lane-stage.stanford.edu,,80,http://irt-lane-stage.stanford.edu:80,http,Apache,text/html,GET,171.65.104.92,/,-394726744,171.65.104.92,Pure CSS,576,False,,,,Stanford University,,https://irt-lane-stage.stanford.edu/index.html,,
irt-web.stanford.edu,Home | Stanford Medicine,200,165285,med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=med.stanford.edu, O=Stanford University, ST=California, C=US",med.stanford.edu,www.med.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9ddce5a5445ca997dcc8c8f9588f0ad1,6a4dee8c79cba97a16d8717d5d6fa58db970cc4688c34417e6c9fcd3a3062bfe,ctls,med.stanford.edu,,443,https://irt-web.stanford.edu:443,https,Apache/2.4.46 () Communique/4.3.3,text/html,GET,171.65.104.128,/,576778394,171.65.104.128,Java,4398,False,,,,Stanford University,True,https://med.stanford.edu:443/,,
it.slac.stanford.edu,SLAC IT home | SLAC Information Technology,200,81120,it.slac.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-27T13:56:26Z,2023-06-25T13:56:25Z,CN=*.slac.stanford.edu,*.slac.stanford.edu,*.slac.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e9d4933290ad4b9bc5165c7fcf94f558,e11bb6d83f951148b3784edfff24cbe5c6c0f5c30fc5b5ace43b733d93c33f62,ctls,it.slac.stanford.edu,fastly,443,https://it.slac.stanford.edu:443,https,nginx,text/html,GET,151.101.2.133,/,-144556590,2a04:4e42:600::645,Varnish,1659,False,True,,,,True,,,
itmetrics.stanford.edu,Stanford Login - Stale Request,200,5774,login.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=login.stanford.edu, O=Stanford University, ST=California, C=US",login.stanford.edu,weblogin.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f9b8ece1f754fd432d44de5f1fe848e3,9ecf5abe95a63c37baa1d6224f0b25c58b7200da0b7fbd8d143be42cb447dd8e,ctls,login.stanford.edu,,443,https://itmetrics.stanford.edu:443,https,Apache,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Java,106,False,,,,Stanford University,,https://login.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
its.stanford.edu,University IT,200,39981,uit.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=uitcomm-web-02.stanford.edu, O=Stanford University, ST=California, C=US",uitcomm-web-02.stanford.edu,uitcommunity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e7cdf8c1f0533245441d6ecc7d618f2c,93d6931bd9c0e43d70e5225cb5765083d4e8f6f06cf844b826fa9ee9d26f989a,ctls,uit.stanford.edu,,443,https://its.stanford.edu:443,https,Apache/2.4.54 (Debian),text/html,GET,54.81.116.232,/,566218143,54.81.116.232,PHP,548,False,,,,Stanford University,,https://uit.stanford.edu,,
itservices.stanford.edu,University IT,200,39981,uit.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=uitcomm-web-02.stanford.edu, O=Stanford University, ST=California, C=US",uitcomm-web-02.stanford.edu,uitcommunity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e7cdf8c1f0533245441d6ecc7d618f2c,93d6931bd9c0e43d70e5225cb5765083d4e8f6f06cf844b826fa9ee9d26f989a,ctls,uit.stanford.edu,,443,https://itservices.stanford.edu:443,https,Apache/2.4.54 (Debian),text/html,GET,44.234.235.234,/,-871026764,34.211.233.36,PHP,548,False,,,,Stanford University,,https://uit.stanford.edu/,,
itss.stanford.edu,University IT,200,39981,uit.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=uitcomm-web-02.stanford.edu, O=Stanford University, ST=California, C=US",uitcomm-web-02.stanford.edu,uitcommunity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e7cdf8c1f0533245441d6ecc7d618f2c,93d6931bd9c0e43d70e5225cb5765083d4e8f6f06cf844b826fa9ee9d26f989a,ctls,uit.stanford.edu,,443,https://itss.stanford.edu:443,https,Apache/2.4.54 (Debian),text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,PHP,548,False,,,,Stanford University,,https://uit.stanford.edu,,
itunes.stanford.edu,Latest Stanford University podcasts (2023) | Listen Notes,200,170721,www.listennotes.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=listennotes.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",listennotes.com,listennotes.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",61248b36051b5e4caff19419c1eefb8d,12ab7414d6f115de097c7dd92ccefb636cf46fd17180fdcbf6fb807be733204b,ctls,www.listennotes.com,,443,https://itunes.stanford.edu:443,https,cloudflare,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Varnish:6.2,3738,False,,,,"Cloudflare, Inc.",True,https://www.listennotes.com/latest-podcasts/stanford-university/,,
jamf.stanford.edu,Jamf @ Stanford | University IT,200,33381,uit.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=uitcomm-web-02.stanford.edu, O=Stanford University, ST=California, C=US",uitcomm-web-02.stanford.edu,uitcommunity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e7cdf8c1f0533245441d6ecc7d618f2c,93d6931bd9c0e43d70e5225cb5765083d4e8f6f06cf844b826fa9ee9d26f989a,ctls,uit.stanford.edu,,443,https://jamf.stanford.edu:443,https,Apache/2.4.54 (Debian),text/html,GET,54.81.116.232,/,566218143,54.81.116.232,PHP,439,False,,,,Stanford University,,https://uit.stanford.edu/service/StanfordJamf,,
janus.stanford.edu,"JANUS Initiative | innovation and design experience – past, present, future",200,21822,,,,,,,,,,,,,,,,,,,80,http://janus.stanford.edu:80,http,Apache,text/html,GET,171.67.215.200,/,1116032622,2607:f6d0:0:925a::ab43:d7c8,WordPress:5.4.12,285,False,,,,,,,,
japanese.stanford.edu,Japanese | Language Center,200,110839,language.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,language.stanford.edu,,443,https://japanese.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Varnish,981,False,,,,Stanford University,True,https://language.stanford.edu/programs-languages/japanese,True,
jarosz.stanford.edu,Jarosz Lab,200,42315,jarosz.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T22:25:24Z,2023-08-04T22:25:23Z,CN=jarosz.stanford.edu,jarosz.stanford.edu,jarosz.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,793af8816438e067fe8c9e3b0b03de31,05d4bb87aa0d698964daa1dba4236127a11762222feabd156074cb17a155117e,ctls,jarosz.stanford.edu,google,443,https://jarosz.stanford.edu:443,https,nginx,text/html,GET,35.185.223.236,/,1371328367,35.185.223.236,WordPress,504,False,True,,,,,,,
jimb.stanford.edu,The Joint Initiative for Metrology in Biology,200,36919,jimb.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T22:33:07Z,2023-08-06T22:33:06Z,CN=jimb.stanford.edu,jimb.stanford.edu,jimb.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5766c524641d309057630c8d705c4941,46013a4518e15812471750ec816899f41f240064868dde9ceaedd75a9ae8412f,ctls,jimb.stanford.edu,,443,https://jimb.stanford.edu:443,https,Squarespace,text/html,GET,198.185.159.144,/,-443536652,198.185.159.145,Squarespace Commerce,329,False,,,,,,,,
