input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,tls_self_signed,final_url,csp_domains_,tls_expired
virtual-uk.checkpoint.com,SITE NOT FOUND,404,927,virtual-uk.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T03:04:04Z,2023-07-06T03:04:03Z,CN=virtual-uk.checkpoint.com,virtual-uk.checkpoint.com,virtual-uk.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ace5b16bab4c865063e1aa77167ebd13,2cb39feed465445c6cbc22cb1c43174d9a5bde76b4aa7a45a9b1491bdfefc3c8,,ctls,virtual-uk.checkpoint.com,,443,https://virtual-uk.checkpoint.com:443,https,nginx,text/html,GET,35.172.94.1,/,729790055,100.24.208.97,Nginx,42,False,,,,,,,
welcome.checkpoint.com,Check Point Getting Started,200,2021,welcome.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-11T06:56:36Z,2023-08-09T06:56:35Z,CN=welcome.checkpoint.com,welcome.checkpoint.com,welcome.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a452eddfe8c0e9b3af9e0cd039b39986,87ebd0800bf035b7d085d916a3ce9e8d2b5e383c6b1f992a2619a0417f881c67,,ctls,welcome.checkpoint.com,,443,https://welcome.checkpoint.com:443,https,GitHub.com,text/html,GET,185.199.110.153,/,-1700323260,2606:50c0:8003::153,Varnish,4,False,,,,,,,
wp.eucpm.checkpoint.com,,404,2781,wp.eucpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-05T15:32:18Z,2024-03-08T15:32:17Z,CN=*.eucpm.checkpoint.com,*.eucpm.checkpoint.com,eucpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,f7f10866a03a1690ab74756720406b12,1ff5347d9933a67b40023a4738a975e7a5220389c8793ff02b204827a3f3d3af,True,ctls,wp.eucpm.checkpoint.com,,443,https://wp.eucpm.checkpoint.com:443,https,CPWS,text/html,GET,178.162.128.130,/,-993165615,178.162.128.130,HSTS,82,False,,,,,,,
www.casb-dev-smartview.kube1.iaas.checkpoint.com,,404,21,www.casb-dev-smartview.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.casb-dev-smartview.kube1.iaas.checkpoint.com,,443,https://www.casb-dev-smartview.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,34.249.85.251,/,-1669793162,54.72.152.40,HSTS,1,False,,,True,,,,
www.cloudinfra-smartview-dev-2.kube1.iaas.checkpoint.com,,404,21,www.cloudinfra-smartview-dev-2.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.cloudinfra-smartview-dev-2.kube1.iaas.checkpoint.com,,443,https://www.cloudinfra-smartview-dev-2.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,108.128.233.214,/,-1669793162,34.249.85.251,HSTS,1,False,,,True,,,,
www.cloudinfra-smartview-dev-3.kube1.iaas.checkpoint.com,,404,21,www.cloudinfra-smartview-dev-3.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.cloudinfra-smartview-dev-3.kube1.iaas.checkpoint.com,,443,https://www.cloudinfra-smartview-dev-3.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,108.128.233.214,/,-1669793162,34.249.85.251,HSTS,1,False,,,True,,,,
www.cloudinfra-smartview-dev.kube1.iaas.checkpoint.com,,404,21,www.cloudinfra-smartview-dev.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.cloudinfra-smartview-dev.kube1.iaas.checkpoint.com,,443,https://www.cloudinfra-smartview-dev.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,34.249.85.251,/,-1669793162,108.128.233.214,HSTS,1,False,,,True,,,,
www.maas.checkpoint.com,,506,,www.maas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-04T14:40:34Z,2024-01-05T14:40:33Z,CN=*.maas.checkpoint.com,*.maas.checkpoint.com,maas.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,9a8cf729552d9b82fc9e0963ae2017f5,e1c7ecd86d65623d060d1a3f81ee93f3e315d6dd7c2e0c4dce945a08614d40a6,True,ctls,www.maas.checkpoint.com,,443,https://www.maas.checkpoint.com:443,https,,,GET,34.234.118.152,/,-1840324437,52.45.50.186,,1,False,,,,,,,
www.smartview-box.kube1.iaas.checkpoint.com,,404,21,www.smartview-box.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.smartview-box.kube1.iaas.checkpoint.com,,443,https://www.smartview-box.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,54.72.152.40,/,-1669793162,108.128.233.214,HSTS,1,False,,,True,,,,
www.smartview-dev.kube1.iaas.checkpoint.com,,404,21,www.smartview-dev.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.smartview-dev.kube1.iaas.checkpoint.com,,443,https://www.smartview-dev.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,54.72.152.40,/,-1669793162,108.128.233.214,HSTS,1,False,,,True,,,,
www.smartview.kube1.iaas.checkpoint.com,,404,21,www.smartview.kube1.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-29T23:59:59Z,CN=kube1.iaas.checkpoint.com,kube1.iaas.checkpoint.com,*.kube1.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b007e6dd3151628c86e766c0964880b,64b919853f5eb33a2351c502aee8f0376a5b914e8e71a0be3cdf9b7330ebd0ef,True,ctls,www.smartview.kube1.iaas.checkpoint.com,,443,https://www.smartview.kube1.iaas.checkpoint.com:443,https,,text/plain,GET,108.128.233.214,/,-1669793162,34.249.85.251,HSTS,1,False,,,True,,,,
www.virtual-russia.checkpoint.com,Please renew your subscription,403,355,www.virtual-russia.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T04:46:55Z,2023-07-29T04:46:54Z,CN=virtual-russia.checkpoint.com,virtual-russia.checkpoint.com,www.virtual-russia.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dd5df37fec1f6368686ab758aa556139,3bc68d942b1d0213eb8f1dcbe18a395f1324140abd36a3a9079f7ebb26d676ff,,ctls,www.virtual-russia.checkpoint.com,,443,https://www.virtual-russia.checkpoint.com:443,https,ddos-guard,text/html,GET,185.215.4.18,/,-355531085,185.215.4.18,DDoS-Guard,1,False,,,,,,,
www2.checkpoint.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://www2.checkpoint.com:80,http,CloudFront,text/html,GET,99.86.159.121,/,-31259518,2600:9000:225e:a000:13:1d23:bc80:93a1,Amazon Web Services,20,False,True,,,,,,
www2.us.checkpoint.com,Apache HTTP Server Test Page powered by Linux,403,3539,www2.us.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-08T22:19:02Z,2023-11-08T22:19:02Z,"CN=www.opsec.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",www.opsec.com,opsec.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0c74a58de3bb65cfec1ba7264e93fe3f,b81f3606acb43d4acfab805ebbfdb2d930a86316f3133081501d473c346f3052,,ctls,www2.us.checkpoint.com,,443,https://www2.us.checkpoint.com:443,https,Apache,text/html,GET,209.87.209.90,/,-780928015,209.87.209.90,HSTS,111,False,,Check Point Software Technologies Inc.,True,,,,
www3.checkpoint.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://www3.checkpoint.com:80,http,CloudFront,text/html,GET,18.66.147.96,/,623088619,2600:9000:225e:400:13:1d23:bc80:93a1,Amazon Web Services,20,False,True,,,,,,
zerotouch-demo.checkpoint.com,Check Point Zero Touch,200,900,zerotouch-demo.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,zerotouch-demo.checkpoint.com,,443,https://zerotouch-demo.checkpoint.com:443,https,Apache/2.4.46 (IUS) OpenSSL/1.0.2k-fips,text/html,GET,209.87.212.236,/,-1221458784,209.87.212.236,OpenSSL:1.0.2k,47,False,,,,,https://zerotouch-demo.checkpoint.com/ZeroTouch/login.jsp,,
