input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,cdn_name,tech_,cdn,tls_expired,final_url,location
lemcenter.devs.intel.com,Intel Registration Center - USER PORTAL,200,1021173,lemcenter.devs.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=lemcenter.dev.intel.com, O=Intel Corporation, ST=California, C=US",lemcenter.dev.intel.com,Intel Corporation,wsregcenter.dev.rc2.infra-host.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a176b10ba1ad32372fc9ea13667c2126,b57977ff55c2a054789b9293ddf24b738d340c9aa6a7d7363b0ef7fcd1e43e40,ctls,lemcenter.devs.intel.com,443,https://lemcenter.devs.intel.com:443,https,,text/html,GET,3.232.70.66,/,571398134,52.45.230.11,8,False,intel.tt.omtrdc.net,,,,webpack,,,,
lemcenter.intel.com,Intel Registration Center - USER PORTAL,200,1021173,lemcenter.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-03-09T23:59:59Z,"CN=lemcenter.intel.com, O=Intel Corporation, ST=California, C=US",lemcenter.intel.com,Intel Corporation,wsregcenter.prod.rc2.infra-host.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,805e186c375508b90257075db97ec1d1,4c996da7336b7427c343f1e769318c41dccfa2906f550ad2892c4208b274fa67,ctls,lemcenter.intel.com,443,https://lemcenter.intel.com:443,https,,text/html,GET,50.112.178.87,/,571398134,44.239.50.150,8,False,s3.us-west-2.amazonaws.com,,,,webpack,,,,
lemcenter.preprod.intel.com,Intel Registration Center - USER PORTAL,200,1021173,lemcenter.preprod.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-31T00:00:00Z,2023-05-31T23:59:59Z,"CN=lemcenter.preprod.intel.com, O=Intel Corporation, L=Folsom, ST=California, C=US",lemcenter.preprod.intel.com,Intel Corporation,web.preprod.rc2.infra-host.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c38d175422f6a2c52d38ca42f908d1fb,b41013f04bfd95400a9e0c4b1c1d8067ccd52974de8bde5cafc312c940479373,ctls,lemcenter.preprod.intel.com,443,https://lemcenter.preprod.intel.com:443,https,,text/html,GET,35.83.205.209,/,571398134,52.26.23.132,8,False,*.everesttech.net,,,,webpack,,,,
lementerprisecenter.devs.intel.com,Intel Registration Center - ENTERPRISE PORTAL,200,1228229,lementerprisecenter.devs.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=lemcenter.dev.intel.com, O=Intel Corporation, ST=California, C=US",lemcenter.dev.intel.com,Intel Corporation,wsregcenter.dev.rc2.infra-host.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a176b10ba1ad32372fc9ea13667c2126,b57977ff55c2a054789b9293ddf24b738d340c9aa6a7d7363b0ef7fcd1e43e40,ctls,lementerprisecenter.devs.intel.com,443,https://lementerprisecenter.devs.intel.com:443,https,,text/html,GET,54.208.30.185,/,988009372,23.21.154.240,36,False,mw.preprod.rc2.infra-host.com,,,,webpack,,,,
lementerprisecenter.intel.com,Intel Registration Center - ENTERPRISE PORTAL,200,1228229,lementerprisecenter.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-03-09T23:59:59Z,"CN=lemcenter.intel.com, O=Intel Corporation, ST=California, C=US",lemcenter.intel.com,Intel Corporation,wsregcenter.prod.rc2.infra-host.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,805e186c375508b90257075db97ec1d1,4c996da7336b7427c343f1e769318c41dccfa2906f550ad2892c4208b274fa67,ctls,lementerprisecenter.intel.com,443,https://lementerprisecenter.intel.com:443,https,,text/html,GET,54.201.213.64,/,-287953131,35.155.221.155,36,False,mw.preprod.rc2.infra-host.com,,,,webpack,,,,
lementerprisecenter.preprod.intel.com,Intel Registration Center - ENTERPRISE PORTAL,200,1228229,lementerprisecenter.preprod.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-31T00:00:00Z,2023-05-31T23:59:59Z,"CN=lemcenter.preprod.intel.com, O=Intel Corporation, L=Folsom, ST=California, C=US",lemcenter.preprod.intel.com,Intel Corporation,web.preprod.rc2.infra-host.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c38d175422f6a2c52d38ca42f908d1fb,b41013f04bfd95400a9e0c4b1c1d8067ccd52974de8bde5cafc312c940479373,ctls,lementerprisecenter.preprod.intel.com,443,https://lementerprisecenter.preprod.intel.com:443,https,,text/html,GET,35.155.11.81,/,988009372,54.191.83.117,36,False,*.everesttech.net,,,,webpack,,,,
login.intel.com,Invalid URL,400,208,login.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,login.intel.com,443,https://login.intel.com:443,https,AkamaiGHost,text/html,GET,23.37.59.110,/,1194454368,2a02:26f0:3500:885::1ea2,8,False,,,True,,,,,,
lyncdiscover.corpint.intel.com,,200,370,lyncdiscover.corpint.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.corpint.intel.com,443,https://lyncdiscover.corpint.intel.com:443,https,,application/json,GET,52.112.196.45,/,-1446014212,2603:1027:0:48::21,1,False,,True,True,,Azure,,,,
lyncdiscover.intel.com,,200,354,lyncdiscover.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.intel.com,443,https://lyncdiscover.intel.com:443,https,,application/json,GET,52.112.196.45,/,-900176390,2603:1027:0:48::21,1,False,,True,True,,Azure,,,,
m.intel.com,"Intel | Data Center Solutions, IoT, and PC Innovation",200,137822,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://m.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,515284043,192.198.165.191,3818,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/homepage.html,
m5r-prod.cps.intel.com,,200,3610,m5r-prod.cps.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-26T00:00:00Z,2023-07-26T23:59:59Z,"CN=jira.idoc.intel.com, O=Intel Corporation, ST=California, C=US",jira.idoc.intel.com,Intel Corporation,jira.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,65ee87b51be88c40cb47bc1e3f6dcacb,cf7eecf685b3216c4e4a35d56311a9854e4c55ca2b0386b41a9334635b9dbaca,ctls,m5r-prod.cps.intel.com,443,https://m5r-prod.cps.intel.com:443,https,BigIP,text/html,GET,134.191.246.14,/,878647854,134.191.246.14,99,False,,True,,,F5 BigIP,,,https://m5r-prod.cps.intel.com/my.logout.php3?errorcode=19,
m5r-prod.eglb.intel.com,,200,3610,m5r-prod.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-26T00:00:00Z,2023-07-26T23:59:59Z,"CN=jira.idoc.intel.com, O=Intel Corporation, ST=California, C=US",jira.idoc.intel.com,Intel Corporation,jira.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,65ee87b51be88c40cb47bc1e3f6dcacb,cf7eecf685b3216c4e4a35d56311a9854e4c55ca2b0386b41a9334635b9dbaca,ctls,m5r-prod.eglb.intel.com,443,https://m5r-prod.eglb.intel.com:443,https,BigIP,text/html,GET,134.191.246.14,/,878647854,134.191.246.14,99,False,,True,,,F5 BigIP,,,https://m5r-prod.eglb.intel.com/my.logout.php3?errorcode=19,
mail.corpint.intel.com,Request Rejected,200,188,mail.corpint.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=mrsproxy.corpint.intel.com, O=Intel Corporation, ST=California, C=US",mrsproxy.corpint.intel.com,Intel Corporation,webmail.corpint.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,74e0011d3c1f3cde17be7d5f1680f45e,1a525e761576195991efed4946accdb93d64a5ab0d08887012bb82b47d1c5dc6,ctls,mail.corpint.intel.com,443,https://mail.corpint.intel.com:443,https,,text/html,GET,192.198.167.198,/,482956497,192.198.167.198,1,False,,,,,,,,,
makeit.intel.com,Forbidden!,403,2196,,,,,,,,,,,,,,,,,,,80,http://makeit.intel.com:80,http,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,text/html,GET,192.198.165.191,/,-629916838,192.198.165.191,82,False,,,,,mod_ssl:2.2.26,,,http://www.americasgreatestmakers.com,
makers.intel.com,Make: Projects | Make: Projects,200,5646,makeprojects.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",45501ef3193ae2842eb4f78462a3f505,d765ac415e4ad2855602df9e157ab830eb21f09f5359be158ef98c9545057241,ctls,makeprojects.com,80,http://makers.intel.com:80,http,cloudflare,text/html,GET,192.198.165.191,/,-1999923167,192.198.165.191,68,False,,,True,,HSTS,,,https://makeprojects.com/home,
marketingcentral.intel.com,Intel Digital Resource Center,200,16334,drc.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,drc.intel.com,443,https://marketingcentral.intel.com:443,https,Apache,text/html,GET,23.37.59.110,/,319331820,2a02:26f0:3500:885::1ea2,361,False,https://*.intel.com,,True,,WordPress,,,https://drc.intel.com/wp-login.php?redirect_to=https%3A%2F%2Fdrc.intel.com%2F&reauth=1,
marketingstudio.intel.com,Intel® Partner Marketing Studio,200,3563,marketingstudio.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,marketingstudio.intel.com,443,https://marketingstudio.intel.com:443,https,nginx,text/html,GET,23.37.59.110,/,-748151551,2a02:26f0:3500:88e::1ea2,4,False,,,True,,Node.js,,,,
marketplace.intel.com,Intel Solutions Marketplace,200,332114,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://marketplace.intel.com:443,https,Apache,text/html,GET,23.37.59.110,/,813181967,2a02:26f0:3500:88e::1ea2,10155,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/partner/showcase-overview.html,
masdaadpoc.cps.intel.com,BIG-IP logout page,200,5561,masdaadpoc.cps.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-29T00:00:00Z,2023-07-29T23:59:59Z,"CN=iboa1-test.cps.intel.com, O=Intel Corporation, ST=California, C=US",iboa1-test.cps.intel.com,Intel Corporation,masdaadpoc.cps.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6aea23502fbd0ec369ae673ee255eff6,ac4c4468d517a6ce561ebefa7c40888ae9276f2f25ecfe35665a070c86bf38a2,ctls,masdaadpoc.cps.intel.com,443,https://masdaadpoc.cps.intel.com:443,https,BigIP,text/html,GET,192.198.172.54,/,878647854,192.198.172.54,140,False,,,,,HSTS,,,https://masdaadpoc.cps.intel.com/my.logout.php3?errorcode=19,
mc-external.eglb.intel.com,,404,78,mc-external.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=edge-software-publishing-console.intel.com, O=Intel Corporation, ST=California, C=US",edge-software-publishing-console.intel.com,Intel Corporation,edge-software-publishing-console.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,851f8824ce9f0ff993f03df3586497bf,a97a1db7edb99b328c3705e874d917a3f327008b4da00187123b580b4e116e90,ctls,mc-external.eglb.intel.com,443,https://mc-external.eglb.intel.com:443,https,,text/plain,GET,198.175.98.49,/,743577771,198.175.98.49,2,False,,True,,,,,,,
mcstgwebui.intel.com,Error,404,1120,mcstgwebui.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=mcstgwebui.intel.com, O=Intel Corporation, ST=California, C=US",mcstgwebui.intel.com,Intel Corporation,mcstgwebui.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0e84e4fe4567f3bb6e3ecdc137e6e781,e6d53b6c1b16bf22961a5f13278257a6537747927625a53b6af53a96d4f0ff09,ctls,mcstgwebui.intel.com,443,https://mcstgwebui.intel.com:443,https,,text/html,GET,198.175.96.80,/,1879303240,198.175.96.80,11,False,,,,,HSTS,,,,
meetup.eglb.intel.com,,404,73,meetup.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=meetup.intel.com, O=Intel Corporation, ST=California, C=US",meetup.intel.com,Intel Corporation,meetup-api.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d8680bfe063d468090866736e21e9458,65f7134c920a3254382e5c2e9d08995480cd3455d8b10f4f23686b08a8dbbbdf,ctls,meetup.eglb.intel.com,443,https://meetup.eglb.intel.com:443,https,,text/plain,GET,192.198.160.35,/,-1874134038,192.198.160.35,2,False,,True,,,,,,,
messagecenter-day1.intel.com,,500,2,messagecenter-day1.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=messagecenter-day1.intel.com, O=Intel Corporation, ST=California, C=US",messagecenter-day1.intel.com,Intel Corporation,profile-day1.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,71db48da375668430de02da3e59615a0,1902ccab96d67d00a1002fce43d565a22dfde369a04543456d84a3fe6f4d5fff,ctls,messagecenter-day1.intel.com,443,https://messagecenter-day1.intel.com:443,https,,application/json,GET,192.198.167.155,/,-1206076886,192.198.167.155,1,False,,,,,Sails.js,,,,
messagecenter.eglb.intel.com,Request Rejected,200,247,messagecenter.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=msgcenterapi.intel.com, O=Intel Corporation, ST=California, C=US",msgcenterapi.intel.com,Intel Corporation,profile.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,41acd089e4f80c80342f6d9e187aebd7,d7600291c12905561942306d7a80ee42f62642cdcdb73e671cc38acbec170db0,ctls,messagecenter.eglb.intel.com,443,https://messagecenter.eglb.intel.com:443,https,,text/html,GET,192.198.160.41,/,1744817860,192.198.160.41,1,False,,True,,,,,,,
messagingwebservice.corpint.intel.com,Request Rejected,200,188,messagingwebservice.corpint.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=mrsproxy.corpint.intel.com, O=Intel Corporation, ST=California, C=US",mrsproxy.corpint.intel.com,Intel Corporation,webmail.corpint.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,74e0011d3c1f3cde17be7d5f1680f45e,1a525e761576195991efed4946accdb93d64a5ab0d08887012bb82b47d1c5dc6,ctls,messagingwebservice.corpint.intel.com,443,https://messagingwebservice.corpint.intel.com:443,https,,text/html,GET,192.198.167.198,/,-1998985308,192.198.167.198,1,False,,,,,,,,,
mms-dev01.laas.intel.com,,502,25,mms-dev01.laas.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-22T00:00:00Z,2024-04-22T23:59:59Z,"CN=mms-dev01.laas.intel.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",mms-dev01.laas.intel.com,Microsoft Corporation,mms-dev01.laas.intel.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8bd12cc5101124d800e070dd25e87da7,d0b746ea31ecf046acafee8ee5f1c16716e26bcaf3cd08683f54792c03a7ffcb,ctls,mms-dev01.laas.intel.com,443,https://mms-dev01.laas.intel.com:443,https,,,GET,13.107.237.45,/,1064523284,2620:1ec:4f:1::45,1,False,,,,,Azure Front Door,,,,
moderncodechallenge.intel.com,HPC Development,200,184793,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://moderncodechallenge.intel.com:443,https,Apache,text/html,GET,23.37.59.110,/,-1992562676,2a02:26f0:3500:88e::1ea2,5644,False,https://c0.avaamo.com,,True,,Java,,,https://www.intel.com/content/www/us/en/developer/topic-technology/high-performance-computing/overview.html,
modernstandbypartnerportal.eglb.intel.com,,404,93,modernstandbypartnerportal.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-16T00:00:00Z,2023-08-16T23:59:59Z,"CN=modernstandbypartnerportal.intel.com, O=Intel Corporation, ST=California, C=US",modernstandbypartnerportal.intel.com,Intel Corporation,modernstandbypartnerportal.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e2922ab13e810cf7ee9861224eccd58a,4af011396f3719ef673dee44bb61862bb925bbf4874163d9c3f0cde7dd91f45c,ctls,modernstandbypartnerportal.eglb.intel.com,443,https://modernstandbypartnerportal.eglb.intel.com:443,https,,text/plain,GET,198.175.98.73,/,-830819989,198.175.98.73,2,False,,True,,,,,,,
modernstandbypartnerportal.intel.com,Modern Standby partner portal,200,5341,modernstandbypartnerportal.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-16T00:00:00Z,2023-08-16T23:59:59Z,"CN=modernstandbypartnerportal.intel.com, O=Intel Corporation, ST=California, C=US",modernstandbypartnerportal.intel.com,Intel Corporation,modernstandbypartnerportal.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e2922ab13e810cf7ee9861224eccd58a,4af011396f3719ef673dee44bb61862bb925bbf4874163d9c3f0cde7dd91f45c,ctls,modernstandbypartnerportal.intel.com,443,https://modernstandbypartnerportal.intel.com:443,https,,text/html,GET,192.198.160.65,/,2133666160,192.198.160.65,115,False,,,,,HSTS,,,,
