input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,tech_,tls_expired,tls_mismatched,cdn_name,cdn,final_url,tls_self_signed,tls_wildcard_certificate
trade-guarantee-change.rbs.co.uk,,200,43581,AS15169,GOOGLE,US,142.250.0.0/15,trade-guarantee-change.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=trade-guarantee-change.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",trade-guarantee-change.rbs.co.uk,Natwest Group Plc,www.trade-guarantee-change.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a9f585d3ca497dbbbcad2ae6476814eb,7db64d486b609c62e41a0d88b5a5f643052152ad2e20698d03cf240976317d61,ctls,trade-guarantee-change.rbs.co.uk,443,https://trade-guarantee-change.rbs.co.uk:443,https,text/html,GET,142.250.186.83,/,474219969,2a00:1450:4001:827::2013,93,False,*.google-analytics.com,Google Frontend,Python,,,,,,,
treasury-reserve-eoif.rbs.co.uk,,200,19085,AS15169,GOOGLE,US,142.250.0.0/15,treasury-reserve-eoif.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-03T00:00:00Z,2023-10-03T23:59:59Z,"CN=export-collections-eoif.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",export-collections-eoif.rbs.co.uk,Natwest Group Plc,treasury-reserve-eoif.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,c69df734da6b2317aaa578ad36cc202b,f52ecade927b5dc4ee37f7541cdb13466175942f890ad83d7a02051c74c77864,ctls,treasury-reserve-eoif.rbs.co.uk,443,https://treasury-reserve-eoif.rbs.co.uk:443,https,text/html,GET,142.250.186.147,/,377069240,2a00:1450:4001:813::2013,91,False,*.facebook.net,Google Frontend,Python,,,,,,,
treats.rbs.co.uk,RBS Treats,200,645,AS61323,UKFAST,GB,185.197.60.0/22,treats.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-11-10T00:00:00Z,2023-12-11T23:59:59Z,"CN=treats.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",treats.rbs.co.uk,Natwest Group Plc,www.treats.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,79aef4d9beb08de50cee4c46d87efaaf,4dec3de7f5f01df4921da6fd25ddfb9b1a10ee191a8e2640f1c2c3ba7669f260,ctls,treats.rbs.co.uk,443,https://treats.rbs.co.uk:443,https,text/html,GET,185.197.62.122,/,1351533339,185.197.62.122,25,False,,,HSTS,,,,,,,
tt.rbs.com,Page not found,404,147,AS16509,AMAZON-02,US,54.228.0.0/15,tt.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-01T00:00:00Z,2023-09-01T23:59:59Z,"CN=*.tt.omtrdc.net, O=Adobe Inc., L=San Jose, ST=California, C=US",*.tt.omtrdc.net,Adobe Inc.,tt.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c070d106be1ea8d8dafc1b9745d9d67,bfc04d8b1c212abcf0d04bd3ee5c64ea90de30b7dfe29cbc2585b3defebcfa53,ctls,tt.rbs.com,443,https://tt.rbs.com:443,https,text/html,GET,54.228.15.58,/,1936786007,52.48.71.111,9,False,,,HSTS,,True,,,,,True
tylbynatwest-eoif.rbs.co.uk,,200,19418,AS15169,GOOGLE,US,172.217.0.0/19,tylbynatwest-eoif.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-28T23:59:59Z,"CN=tylbynatwest-eoif.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",tylbynatwest-eoif.rbs.co.uk,Natwest Group Plc,www.tylbynatwest-eoif.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,6378dfce6f37d04dd8b10a1123c1094c,b59d84f72db2454ab46783e819cc638d6d4b2e6045e536521cd39fcf19605a96,ctls,tylbynatwest-eoif.rbs.co.uk,443,https://tylbynatwest-eoif.rbs.co.uk:443,https,text/html,GET,172.217.16.147,/,1260022380,2a00:1450:4001:827::2013,91,False,*.demdex.net,Google Frontend,Python,,,,,,,
voa.secure1.rbs.co.uk,Error,403,1857,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,voa.secure1.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-21T00:00:00Z,2023-11-21T23:59:59Z,"CN=secure1.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",secure1.rbs.co.uk,Natwest Group Plc,voa.secure1.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fef641c3d5f32ecf1cf4c0d3c8f1dc3b,6c402aef7ec74209f6e57707b66a0d95c24639c84fa0c89ecf1109913022e578,ctls,voa.secure1.rbs.co.uk,443,https://voa.secure1.rbs.co.uk:443,https,text/html,GET,155.136.23.242,/,402176077,155.136.23.242,57,False,,,HSTS,,,,,,,
webapp.digitalbanking.rbs.co.uk,,200,1848,AS16509,AMAZON-02,US,143.204.216.0/24,webapp.digitalbanking.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T00:00:00Z,2023-09-24T23:59:59Z,"CN=webapp.digitalbanking.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",webapp.digitalbanking.rbs.co.uk,Natwest Group Plc,www.webapp.digitalbanking.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,e50dd7d21ae69f536dad7bc9f388044f,3c2c9c202c2016a02e78c057857a92f6bf671aedca4517d777149abb43e864e1,ctls,webapp.digitalbanking.rbs.co.uk,80,http://webapp.digitalbanking.rbs.co.uk:80,http,text/html,GET,143.204.215.17,/,2136458186,143.204.215.91,46,False,https://*.onlinebanking.iombank.com,AmazonS3,HSTS,,,cloudfront,True,https://webapp.digitalbanking.rbs.co.uk/,,
webapptest.digitalbanking.rbs.co.uk,,403,2060,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,webapptest.digitalbanking.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-10T00:00:00Z,2023-09-10T23:59:59Z,"CN=webapptest.digitalbanking.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",webapptest.digitalbanking.rbs.co.uk,Natwest Group Plc,www.webapptest.digitalbanking.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7198d8d48242cfad05537446b0813ca9,d5dbde0394c9f2885dfd395eecd04848f14b3554409c6a61f47deda2d1ee8e65,ctls,webapptest.digitalbanking.rbs.co.uk,443,https://webapptest.digitalbanking.rbs.co.uk:443,https,text/html,GET,108.138.17.67,/,88893304,108.138.17.69,46,False,https://*.onlinebanking.iombank.com,AmazonS3,HSTS,,,cloudfront,True,,,
webbanking.sandbox.acc.rbs.co.uk,Royal Bank of Scotland – The Future of Banking,200,745,AS0,Not routed,None,13.32.100.0/23,webbanking.sandbox.acc.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=developer.sandbox.acc.rbs.co.uk, O=The Royal Bank of Scotland Group Plc, L=Edinburgh, ST=Midlothian, C=GB",developer.sandbox.acc.rbs.co.uk,The Royal Bank of Scotland Group Plc,webbanking.sandbox.acc.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,169d6e8bafe4a7b482916a595c92cd36,6d9779d34f3f49ea2fe92dc6cb723f82ae182f3a3743e6fa3f81cec38f1bb7fe,ctls,webbanking.sandbox.acc.rbs.co.uk,443,https://webbanking.sandbox.acc.rbs.co.uk:443,https,text/html,GET,13.32.99.59,/,2129945701,13.32.99.11,1,False,,AmazonS3,Amazon Web Services,,,cloudfront,True,,,
windows-02.mobileapp.rbs.co.uk,,500,182,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,windows-02.mobileapp.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-10-28T23:59:59Z,"CN=ios-01.mobileapp.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",ios-01.mobileapp.natwest.com,Natwest Group Plc,www.ios-01.mobileapp.natwest.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b713942180d726f9112b668406550f74,3160ff1f5a45870d83ce109f35af9699922ff387445760377b02de0d324f4ba8,ctls,windows-02.mobileapp.rbs.co.uk,443,https://windows-02.mobileapp.rbs.co.uk:443,https,application/json,GET,155.136.23.135,/,285724041,155.136.23.135,11,False,,,IBM DataPower,,True,,,,,
windows-mobileapppilot.mobileapp.rbs.co.uk,,500,182,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,windows-mobileapppilot.mobileapp.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2017-08-25T00:00:00Z,2018-10-15T23:59:59Z,"CN=san-mobileapppilot.mobileapp.rbs.co.uk, OU=Business Standard, O=The Royal Bank of Scotland Group Plc, L=EDINBURGH, ST=EDINBURGH, C=GB",san-mobileapppilot.mobileapp.rbs.co.uk,The Royal Bank of Scotland Group Plc,san-mobileapppilot.mobileapp.rbs.co.uk,"CN=Symantec Class 3 Secure Server CA - G4, OU=Symantec Trust Network, O=Symantec Corporation, C=US",Symantec Class 3 Secure Server CA - G4,Symantec Corporation,1f645c891d1cdb98a9faec629e05367e,2df9116c2aad2b0cc1daddb7c65c7dda86cd7c03a239780b79a16c3d151075c4,ctls,windows-mobileapppilot.mobileapp.rbs.co.uk,443,https://windows-mobileapppilot.mobileapp.rbs.co.uk:443,https,application/json,GET,155.136.23.135,/,285724041,155.136.23.135,11,False,,,IBM DataPower,True,,,,,,
www.appointments.rbs.com,,200,79,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,www.appointments.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-10-24T23:59:59Z,"CN=www.appointments.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",www.appointments.rbs.com,Natwest Group Plc,appointments.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f8852570db4ac00d4496cd69df3db0a2,4c7bb895a0d11c3d57e37dbfbf246f6deda6300fcba7a9543227813feb70ae40,ctls,www.appointments.rbs.com,443,https://www.appointments.rbs.com:443,https,text/html,GET,155.136.19.40,/,489103035,155.136.19.40,1,False,url=/OnlineDiaryOOS/rbs_ihs/error.html,,,,,,,,,
www.bbconnect-apps.rbs.co.uk,,404,80,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.202.0/23,www.bbconnect-apps.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-10-24T23:59:59Z,"CN=www.bbconnect-apps.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",www.bbconnect-apps.rbs.co.uk,Natwest Group Plc,bbconnect-apps.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,cde9de1c0db48bfe8c464a66159a4b6e,7deccba47d9c0dc95f48048654978fa504f88c9d8da1bc69a04ece493fc48b01,ctls,www.bbconnect-apps.rbs.co.uk,443,https://www.bbconnect-apps.rbs.co.uk:443,https,text/plain,GET,155.136.202.16,/,-1450605470,155.136.200.16,2,False,,,HSTS,,,,,,,
www.business.rbs.co.uk,Business | Royal Bank of Scotland,200,1157931,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs.co.uk,Natwest Group Plc,www.rbsif.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,53e83b966aba8b5b1bd5d3407447942c,ee72b9537ad11eeedf95c83935d0ef05f8adde8a7f126d128c13208951ac1606,ctls,www.rbs.co.uk,443,https://www.business.rbs.co.uk:443,https,text/html,GET,104.212.67.86,/,300933485,2620:1ec:48:1::45,9686,False,,,ZURB Foundation,,,,,https://www.rbs.co.uk/business.html,,
www.cao-proving-extn.web.rbs.com,OOS Page,200,225,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,www.cao-proving-extn.web.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2016-12-19T00:00:00Z,2017-12-20T23:59:59Z,"CN=www.cao-proving-extn.web.rbs.com, OU=IT Security, O=The Royal Bank of Scotland Group Plc, L=EDINBURGH, ST=MIDLOTHIAN, C=GB",www.cao-proving-extn.web.rbs.com,The Royal Bank of Scotland Group Plc,www.cao-proving-extn.web.rbs.com,"CN=Symantec Class 3 Secure Server CA - G4, OU=Symantec Trust Network, O=Symantec Corporation, C=US",Symantec Class 3 Secure Server CA - G4,Symantec Corporation,10d4bfaea11cd9e245bc43beb547c42d,20aeb01dea4b068a325587fd3678a56e4e0e2f8b6b370e40878af7d9338df36c,ctls,www.cao-proving-extn.web.rbs.com,443,https://www.cao-proving-extn.web.rbs.com:443,https,,GET,155.136.23.125,/,849192686,155.136.23.125,1,False,,BigIP,F5 BigIP,True,,,,,,
www.cib.rbs.com,404 Not Found,404,581,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,www.cib.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-05T23:59:59Z,"CN=www.business.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",www.business.natwest.com,Natwest Group Plc,www.tools-rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2d36ede3c59c7bb6eb5463bd8c1b8d4d,f0d6aec5fcae8bbb3db09d45c266facceb4745507b3246cb9c3cdd97f5a76f22,ctls,www.cib.rbs.com,443,https://www.cib.rbs.com:443,https,text/html,GET,20.49.208.53,/,1129692473,20.49.208.53,14,False,,Microsoft-Azure-Application-Gateway/v2,,,True,azure,True,,,
www.clientmonies.rbs.com,This type of page is not served.,403,2874,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.160.0.0/11,www.clientmonies.rbs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-09T00:00:00Z,2023-10-10T23:59:59Z,"CN=clientmonies.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",clientmonies.rbs.com,Natwest Group Plc,www.clientmonies.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d94288445e0f7ccab7131900c59d336f,6b97f6cee5c31b9092f4414590e638484586d63e74028c6c288feb53da277b39,ctls,www.clientmonies.rbs.com,443,https://www.clientmonies.rbs.com:443,https,text/html,GET,52.157.170.103,/,1631801191,52.157.170.103,55,False,https://cdn.mpin.io,-,Microsoft ASP.NET:-,,,azure,True,,,
www.commerciallending.apps.rbs.co.uk,Not logged-in Customer Journey,200,2387,AS21301,RBS-FM-AS,GB,155.136.200.0/23,www.commerciallending.apps.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=www.commerciallending.apps.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",www.commerciallending.apps.rbs.co.uk,Natwest Group Plc,commerciallending.apps.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,421546da0ae382be49b7c8bef7ee0fe5,3ef174772d5560d6cbfa0368e1369ef7a26d1b26723897380349e47474c9bc31,ctls,www.commerciallending.apps.rbs.co.uk,443,https://www.commerciallending.apps.rbs.co.uk:443,https,text/html,GET,155.136.200.16,/,-1480161975,155.136.200.16,1,False,,,HSTS,,,,,,,
www.digitalbanking.rbs.co.uk,,200,6954,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,www.digitalbanking.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-13T00:00:00Z,2024-02-04T23:59:59Z,"CN=digitalbanking.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB, businessCategory=Private Organization, jurisdictionStateOrProvince=Scotland, jurisdictionCountry=GB, serialNumber=SC045551, businessCategory=Private Organization, jurisdictionStateOrProvince=Scotland, jurisdictionCountry=GB",digitalbanking.rbs.co.uk,Natwest Group Plc,www.rbsdigital.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,275666a2e369981bec309c3c0ebda034,a66b4e88aff21727c18805d5d54415133209bcaeb9b342f219ab1d035cd0bd22,ctls,www.digitalbanking.rbs.co.uk,443,https://www.digitalbanking.rbs.co.uk:443,https,text/html,GET,155.136.22.27,/,-302853565,155.136.22.27,33,False,,,,,,,,,,
www.engage.rbs.co.uk,The real cost of rising prices | Royal Bank,200,16521,AS54113,FASTLY,US,146.75.120.0/22,www.engage.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,"CN=www.engage.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",www.engage.rbs.co.uk,Natwest Group Plc,engage.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,349836ea0b81f6345c69f0fcf2245ec1,44cb97549c9d18f523852f8b211a3db535ff9c6058861a6af1421dd73869afb8,ctls,www.engage.rbs.co.uk,443,https://www.engage.rbs.co.uk:443,https,text/html,GET,146.75.122.132,/,-780928015,146.75.122.132,497,False,*.natwest.com,Apache,Varnish,,,fastly,True,,,
www.gbm.eu.rbs.com,NatWest Group,200,231641,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,51.12.0.0/15,www.natwestgroup.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-06T00:00:00Z,2023-11-06T23:59:59Z,"CN=natwestgroup.com, O=Natwest Group Plc, ST=Midlothian, C=GB",natwestgroup.com,Natwest Group Plc,www.natwestgroupremembers.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,5e46d84397fc6fb61eaad55db9f1fa0c,4fe09dbd8278c7bc1e26cb5402f81f5f8b7c689979a733b2254b271c8f84fbe8,ctls,www.natwestgroup.com,80,http://www.gbm.eu.rbs.com:80,http,text/html,GET,51.11.27.129,/,703152513,51.11.27.129,7579,False,www.brightedge.com,,ZURB Foundation,,,azure,True,https://www.natwestgroup.com/,,
www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,AS15169,GOOGLE,US,142.250.0.0/15,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,text/html,GET,142.250.184.206,/,302920777,2001:4860:4802:38::178,1831,False,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,sffe,HTTP/3,,,,,https://marketingplatform.google.com/about/analytics/,,True
www.google.com,Google,200,257835,AS15169,GOOGLE,US,172.217.0.0/19,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,ctls,www.google.com,443,https://www.google.com:443,https,text/html,GET,172.217.18.4,/,708578229,2a00:1450:4001:828::2004,569,False,https://csp.withgoogle.com/csp/gws/other-hp,gws,HTTP/3,,,,,,,
www.iampnfz2-gw01-sit.rbs.com,Forbidden,403,1359,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.202.0/23,www.iampnfz2-gw01-sit.rbs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-17T00:00:00Z,2023-12-17T23:59:59Z,"CN=iampnfz2-gw01-sit.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",iampnfz2-gw01-sit.rbs.com,Natwest Group Plc,www.iampnfz2-gw01-sit.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7a21684801ed2036eb3579ef2a99c235,e854e878acd348a538303b333b9c8d35076c89d42494b58d6d3a15f00df70f5b,ctls,www.iampnfz2-gw01-sit.rbs.com,443,https://www.iampnfz2-gw01-sit.rbs.com:443,https,text/html,GET,155.136.203.252,/,-1253009535,155.136.203.252,43,False,,,HSTS,,,,,,,
www.maxtrad.com.glb2p.rbs.com,,200,55,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.202.0/23,www.maxtrad.com.glb2p.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-15T23:59:59Z,"CN=www.pnf.maxtrad.com, O=Natwest Group Plc, ST=Midlothian, C=GB",www.pnf.maxtrad.com,Natwest Group Plc,www.maxtrad.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,04b997d783069872b46c33479fb3b420,8f718f819630afcbaf47ef0bef4c109c8883a3dc919191c64d6ebac0b4f93573,ctls,www.maxtrad.com.glb2p.rbs.com,443,https://www.maxtrad.com.glb2p.rbs.com:443,https,text/html,GET,155.136.202.59,/,-1449562755,155.136.202.59,2,False,,,HSTS,,True,,,,,
www.myrewards.rbs.co.uk,,403,845,AS19551,INCAPSULA,US,45.60.0.0/23,www.myrewards.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-15T00:00:00Z,2023-10-06T23:59:59Z,"CN=www.myrewards.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",www.myrewards.rbs.co.uk,Natwest Group Plc,www.rbs.rlp2.prod1.rwrd59.rewardcloud.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,0ff02356792ec4eced7a5bb5691b661e,447e2e75844d05832469bd923d8e1a6d2ee76a66bd351228eb6a1c4cc3c86c6a,ctls,www.myrewards.rbs.co.uk,443,https://www.myrewards.rbs.co.uk:443,https,text/html,GET,45.60.1.158,/,-1770111271,45.60.1.158,1,False,,,Imperva,,,incapsula,True,,,
www.rbs.co.uk,"Royal Bank of Scotland Online – Bank Accounts, Mortgages, Loans and Savings",200,577037,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs.co.uk,Natwest Group Plc,www.rbsif.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,53e83b966aba8b5b1bd5d3407447942c,ee72b9537ad11eeedf95c83935d0ef05f8adde8a7f126d128c13208951ac1606,ctls,www.rbs.co.uk,443,https://www.rbs.co.uk:443,https,text/html,GET,104.212.67.86,/,-547702689,2620:1ec:27::cafe:1761,76,False,static.ads-twitter.com,,ZURB Foundation,,,,,,,
