input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,csp_domains_,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_emails_,tls_self_signed
qrcode.perf.marriott.com,,200,148,qrcode.perf.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,qrcode.perf.marriott.com,,443,https://qrcode.perf.marriott.com:443,https,,text/html,GET,104.70.84.122,/,-1585678919,2a02:26f0:1700:387::4230,HSTS,8,False,,Marriott International Inc.,,,,,,,
remotesupport.marriott.com,MARRIOTT REMOTE SUPPORT,200,7773,remotesupport.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-30T22:02:38Z,2023-08-30T22:02:38Z,"CN=remotesupport.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",remotesupport.marriott.com,remotesupport.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5e2dcf39ccb4c57948a85483aacf4dec,39a28762c0535b228e1beee4f529d05b03c4c5a459b718547ece31326c1d8a19,ctls,remotesupport.marriott.com,,443,https://remotesupport.marriott.com:443,https,Apache,text/html,GET,54.152.69.220,/,-694003434,2600:1f18:2240:ee40:1702:d9aa:3685:ed02,HSTS,215,False,,Marriott International Inc.,,,,,,,
reservations.all-inclusive.marriott.com,,400,126,reservations.all-inclusive.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T18:27:03Z,2024-03-23T18:27:03Z,"CN=reservations.all-inclusive.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",reservations.all-inclusive.marriott.com,www.reservations.all-inclusive.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",6e7d7c4354dbe3df0cd067a086c13337,c95f0bd01e72bebfb3ed403728209f8bd607c0396b658cfa642423216f60b92a,ctls,reservations.all-inclusive.marriott.com,incapsula,443,https://reservations.all-inclusive.marriott.com:443,https,,text/html,GET,45.60.46.204,/,-266908564,45.60.46.204,Imperva,1,False,True,Marriott International Inc.,,,,,,,
reservations.ritzcarlton.com,404 Not Found,404,548,reservations.ritzcarlton.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,reservations.ritzcarlton.com,,443,https://reservations.ritzcarlton.com:443,https,nginx,text/html,GET,23.192.152.75,/,566218143,23.192.152.75,Nginx,14,False,,Marriott International Inc.,,,https://reservations.ritzcarlton.com/default.mi,,,,
residenceinn.marriott.com,Long-Stay Hotels & Suites | Residence Inn by Marriott,200,116353,residence-inn.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-11-08T23:59:59Z,"CN=residence-inn.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",residence-inn.marriott.com,residence-inn.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",aeb52450471557fc7053c2a9c4dbda3f,7f3f41bc77016bcbe54631802822d1380f4f46366a6c411d1f10e2474bd30987,ctls,residence-inn.marriott.com,,443,https://residenceinn.marriott.com:443,https,cloudflare,text/html,GET,141.193.213.11,/,-469556216,141.193.213.10,Yoast SEO:13.2,3175,False,,"Cloudflare, Inc.",,,https://residence-inn.marriott.com/,,,,
rewards-insiders.marriott.com,Not Found,404,315,rewards-insiders.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-22T12:27:17Z,2023-10-22T12:27:17Z,"CN=ci.ty.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",ci.ty.marriott.com,ci.ty.loc5.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0542a7313f50d45637407c38365bb045,afe859ef4898ab53f5bb2eb285887f915b7065bd060dfecbe0d5fc131620615a,ctls,rewards-insiders.marriott.com,,443,https://rewards-insiders.marriott.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,162.130.196.230,/,225052475,162.130.196.230,Microsoft HTTPAPI:2.0,7,False,,Marriott International Inc.,,,,True,,,
ritzcarlton.com,Luxury Hotels and Resorts | The Ritz-Carlton,200,141320,www.ritzcarlton.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=www.ritzcarlton.com, O=The Ritz-Carlton Hotel Company LLC, L=Chevy Chase, ST=Maryland, C=US",www.ritzcarlton.com,www.journey.ritzcarlton.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ec7182f8c7396e2719079f8d70971005,92fefba9be1b811013485cec26301eec09c225a3e52e97f8956fbaef5b2938cc,ctls,www.ritzcarlton.com,,443,https://ritzcarlton.com:443,https,Apache,text/html,GET,23.37.35.124,/,-1991694412,23.37.35.124,ZURB Foundation,4556,False,,The Ritz-Carlton Hotel Company LLC,,,https://www.ritzcarlton.com/,,,,
roomforpossibility.marriott.com,Room for Possibility,200,27797,roomforpossibility.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T15:26:59Z,2023-08-02T15:26:58Z,CN=roomforpossibility.marriott.com,roomforpossibility.marriott.com,roomforpossibility.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0da1be18e7885d846e8fbe7466ae6ee4,8b91a15b7c99f0b2fad85782dff7c0b068a5355364f823d99d4fdeaeb245f9cf,ctls,roomforpossibility.marriott.com,google,443,https://roomforpossibility.marriott.com:443,https,nginx,text/html,GET,35.231.127.158,/,-1840324437,35.231.127.158,Yoast SEO:7.8,414,False,True,,,,,,,,
s3-hws-test2lan.chefblog.marriott.com,Attention Required! | Cloudflare,403,4514,,,,,,,,,,,,,,,,,,cloudflare,80,http://s3-hws-test2lan.chefblog.marriott.com:80,http,cloudflare,text/html,GET,104.17.226.25,/,,104.17.224.25,Cloudflare Bot Management,94,False,True,,,,,,,,
salesnet.marriott.com,Salesnet Login,200,880,salesnet.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-25T12:26:24Z,2023-08-25T12:26:23Z,"CN=salesnet.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",salesnet.marriott.com,salesnet.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f4d4fa4276da34f62cbbdac61ce9c70f,cde5f1802e7a346bf74f8b24690510141ddc961f1ae4b7084801b14e12cb91ba,ctls,salesnet.marriott.com,,443,https://salesnet.marriott.com:443,https,,text/html,GET,162.130.197.151,/,867817829,162.130.197.151,,22,False,,Marriott International Inc.,,,,,,,
salesnet.xwip.marriott.com,Salesnet Login,200,880,salesnet.xwip.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-25T12:26:24Z,2023-08-25T12:26:23Z,"CN=salesnet.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",salesnet.marriott.com,salesnet.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f4d4fa4276da34f62cbbdac61ce9c70f,cde5f1802e7a346bf74f8b24690510141ddc961f1ae4b7084801b14e12cb91ba,ctls,salesnet.xwip.marriott.com,,80,http://salesnet.xwip.marriott.com:80,http,,text/html,GET,162.130.197.151,/,867817829,162.130.197.151,,22,False,,Marriott International Inc.,,,https://salesnet.xwip.marriott.com/,True,,,
salesnetcloud.marriott.com,Marriott Extranet - Not Found,403,6439,salesnetcloud.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T22:54:42Z,2024-03-22T22:54:42Z,"CN=cn-san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",cn-san.marriott.com,salesnetcloud.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7033751cf00caece9609660e0bbb2bfe,3a0e221eefa6b31438866d8fe79ff1af527af005285370fb1a66e6d73fe9aced,ctls,salesnetcloud.marriott.com,,443,https://salesnetcloud.marriott.com:443,https,,text/html,GET,104.126.37.185,/,2066412882,104.126.37.176,HSTS,165,False,,Marriott International Inc.,,,,,,,
salesnetcloudetc.xwip.marriott.com,Marriott Salesnet - Error,403,22899,salesnetcloudetc.xwip.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-02T17:26:59Z,2024-03-14T17:26:59Z,"CN=salesnetcloudetc.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",salesnetcloudetc.marriott.com,salesnetcloudetc-useast1.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",1f84eac37078e641f4def3738d0c62af,44196fc787ddc8963d5798f0b53e2784236259d8f3fe0999c980005c9d3eec93,ctls,salesnetcloudetc.xwip.marriott.com,,443,https://salesnetcloudetc.xwip.marriott.com:443,https,,text/html,GET,162.130.196.170,/,1826101985,162.130.196.170,Amazon Web Services,185,False,,Marriott International Inc.,,,,True,,,
salesnetetc.marriott.com,Marriott Extranet - Not Found,403,6439,salesnetetc.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T18:14:57Z,2024-05-30T18:14:57Z,"CN=san-preprod.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",san-preprod.marriott.com,clmagtest.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7b19a6068db29d7a71c6904410c61a55,df50bf3d48b6783fe57f39da1912baccd88a2e505fb0666db0ca1dbad978ed2b,ctls,salesnetetc.marriott.com,,443,https://salesnetetc.marriott.com:443,https,,text/html,GET,104.126.37.154,/,2066412882,2a02:26f0:3500:1b::1724:a384,HSTS,165,False,,Marriott International Inc.,,,,,,,
sanantonio.marriott.com,Sorry! - Page Not Found on Marriott.com (404 Error),404,211892,www.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.marriott.com,,443,https://sanantonio.marriott.com:443,https,nginx,text/html,GET,52.21.50.234,/,-1045002268,52.21.50.234,ZURB Foundation,815,False,,Marriott International Inc.,,,https://www.marriott.com/city/san-antonio-hotels,,,,
sba-training.xwip.marriott.com,SBA Portal - Training (A-30) - You have no cookie support - Please enable cookies in your browser,200,5026,sba-training.xwip.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-22T21:16:09Z,2023-11-22T21:16:09Z,"CN=sba2-training.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",sba2-training.marriott.com,sba-training.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",13ec8ea9c20ed54a1859ba73b95d54a8,1ba8ca0b042e07425edbada0b4c43795db3f5b12d4684aac7d3235f2a7d9a913,ctls,sba-training.xwip.marriott.com,,443,https://sba-training.xwip.marriott.com:443,https,CPWS,text/html,GET,159.166.40.62,/,-993165615,159.166.40.62,HSTS,126,False,,Marriott International Inc.,fonts.gstatic.com,,https://sba-training.xwip.marriott.com/Login/Login?CheckCookieSupport=1,True,,,
sba.marriott.com,SBA Portal (A-24) - You have no cookie support - Please enable cookies in your browser,200,5004,sba.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-02T15:29:16Z,2023-09-02T15:29:15Z,"CN=sba2.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",sba2.marriott.com,sba.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",4ce9da1771f1982bd44453899d8c62df,d41fecc8dd02e9d6b33b74b7eac549826fa9937a4b9b1eba3e92cadb5755edf8,ctls,sba.marriott.com,,443,https://sba.marriott.com:443,https,CPWS,text/html,GET,159.166.40.21,/,-993165615,159.166.40.21,HSTS,126,False,,Marriott International Inc.,fonts.gstatic.com,,https://sba.marriott.com/Login/Login?CheckCookieSupport=1,,,,
sba.xwip.marriott.com,SBA Portal (A-24) - You have no cookie support - Please enable cookies in your browser,200,5004,sba.xwip.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-02T15:29:16Z,2023-09-02T15:29:15Z,"CN=sba2.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",sba2.marriott.com,sba.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",4ce9da1771f1982bd44453899d8c62df,d41fecc8dd02e9d6b33b74b7eac549826fa9937a4b9b1eba3e92cadb5755edf8,ctls,sba.xwip.marriott.com,,443,https://sba.xwip.marriott.com:443,https,CPWS,text/html,GET,159.166.40.21,/,-993165615,159.166.40.21,HSTS,126,False,,Marriott International Inc.,fonts.gstatic.com,,https://sba.xwip.marriott.com/Login/Login?CheckCookieSupport=1,True,,,
sba1-training.marriott.com,SBA Portal - Training (S-30) - You have no cookie support - Please enable cookies in your browser,200,5026,sba1-training.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-22T21:14:55Z,2023-11-22T21:14:55Z,"CN=sba1-training.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",sba1-training.marriott.com,sba-training.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",70afb573873006ffa34d0f7f09a695b4,9cdc685340a4f07f1329cae9c72618884d5393ab0ae635fafb4e3cb2bad05e76,ctls,sba1-training.marriott.com,,443,https://sba1-training.marriott.com:443,https,CPWS,text/html,GET,159.166.44.62,/,-993165615,159.166.44.62,HSTS,126,False,,Marriott International Inc.,fonts.gstatic.com,,https://sba1-training.marriott.com/Login/Login?CheckCookieSupport=1,,,,
sba1.marriott.com,SBA Portal (S-13) - You have no cookie support - Please enable cookies in your browser,200,5004,sba1.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-02T15:28:53Z,2023-09-02T15:28:53Z,"CN=sba1.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",sba1.marriott.com,sba.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7655b2594de8a920630f084485f9a9d3,30d35e3732c1d15df9c5ab85f01b0f29fb50fb8cdd13aaf6ead61067ba8f9416,ctls,sba1.marriott.com,,443,https://sba1.marriott.com:443,https,CPWS,text/html,GET,159.166.44.21,/,-993165615,159.166.44.21,HSTS,126,False,,Marriott International Inc.,https:,,https://sba1.marriott.com/Login/Login?CheckCookieSupport=1,,,,
sba2-temp.marriott.com,SBA Portal - Temporary (A-28) - You have no cookie support - Please enable cookies in your browser,200,5028,sba2-temp.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-22T00:32:19Z,2023-11-22T00:32:19Z,"CN=sba2-temp.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",sba2-temp.marriott.com,sba-temp.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c24c7ee5732541b8a9e26c9d4da866bd,91e360fe065cdb0dd6742f96f5a1e88402265ffa6c7cce10abf610a94d337b7b,ctls,sba2-temp.marriott.com,,443,https://sba2-temp.marriott.com:443,https,CPWS,text/html,GET,159.166.40.61,/,-993165615,159.166.40.61,HSTS,126,False,,Marriott International Inc.,fonts.gstatic.com,,https://sba2-temp.marriott.com/Login/Login?CheckCookieSupport=1,,,,
sba2.marriott.com,SBA Portal (A-24) - You have no cookie support - Please enable cookies in your browser,200,5004,sba2.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-02T15:29:16Z,2023-09-02T15:29:15Z,"CN=sba2.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",sba2.marriott.com,sba.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",4ce9da1771f1982bd44453899d8c62df,d41fecc8dd02e9d6b33b74b7eac549826fa9937a4b9b1eba3e92cadb5755edf8,ctls,sba2.marriott.com,,443,https://sba2.marriott.com:443,https,CPWS,text/html,GET,159.166.40.21,/,-993165615,159.166.40.21,HSTS,126,False,,Marriott International Inc.,fonts.gstatic.com,,https://sba2.marriott.com/Login/Login?CheckCookieSupport=1,,,,
secmail.marriott.com,Intel® Endpoint Management Assistant,200,2692,secmail.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-09-23T18:28:09Z,2023-09-23T18:58:09Z,"CN=vprodev.marriott.com, OU=test, OU=MIPKI_Certificates, OU=applications, DC=marriott, DC=com, DC=marriott, DC=com",vprodev.marriott.com,HDQIMVMVPROPOC1,"CN=MarriottTestSubCA1, OU=Entrust, OU=Applications, DC=Marriott, DC=com, DC=Marriott, DC=com",MarriottTestSubCA1,,42fb776b63113af03cba2eb4a1fe19d7,103a164cc9ccd1a5bd5d6001562b8de1f03fb9f036579a7de44cf183dd3f6189,ctls,secmail.marriott.com,,443,https://secmail.marriott.com:443,https,Microsoft-IIS/10.0,text/html,GET,12.229.8.70,/,1631801191,12.229.8.70,Windows Server,29,False,,,https://fonts.gstatic.com,,,True,,,
serve360.marriott.com,Sustainability and Social Impact | Marriott International Serve360,200,30448,serve360.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T22:26:42Z,2023-07-20T22:26:41Z,CN=serve360.marriott.com,serve360.marriott.com,serve360.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d9ec94061f26af4d4c94c6a1e7d17ce3,bab981c86cd8275292d19aeee2405f77f2f3747f46899b392ceb21c83ccfd710,ctls,serve360.marriott.com,google,80,http://serve360.marriott.com:80,http,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,Yoast SEO:9.5,328,False,True,,,,https://serve360.marriott.com/,,,,
server.mdsreporting.marriott.com,Loading,200,6919,platform.datorama.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-10-18T23:59:59Z,"CN=app.datorama.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",app.datorama.com,api.datorama.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c08ba790dffe0c2e61a9b190b4394c53,0245fdb147afb4bd7a95594a31826ec3eb6d375df3acebc0ca9e27f251033324,ctls,platform.datorama.com,,443,https://server.mdsreporting.marriott.com:443,https,,text/html,GET,2.17.100.171,/,-690337518,2.17.100.171,HSTS,11,False,,"salesforce.com, inc.",,,https://platform.datorama.com/error-na,,,,
share.ritzcarlton.com,Not Found,404,315,share.ritzcarlton.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-12-10T15:34:02Z,2024-01-11T15:34:02Z,CN=*.teacherssupportnetwork.com,*.teacherssupportnetwork.com,teacherssupportnetwork.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",26b4edd4d97f930494d5d3bf93350244,9a016e5043eac5ea7c0819a297446ce3a71a594adb06be96b5ef597c4b7ce140,ctls,share.ritzcarlton.com,,443,https://share.ritzcarlton.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,12.129.71.200,/,225052475,12.129.71.200,Microsoft HTTPAPI:2.0,7,False,,,,,,True,True,,
sheraton.marriott.com,International Hotels & Resorts | Sheraton Hotels & Resorts,200,651072,sheraton.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-11-08T23:59:59Z,"CN=sheraton.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sheraton.marriott.com,sheraton.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e125cbbef9e13c4ebff2e578693f5a6f,7ed7a22fd6f98529fda920abaa09ace8b23ab9a788e0dd53ba15080dbad3340f,ctls,sheraton.marriott.com,,443,https://sheraton.marriott.com:443,https,cloudflare,text/html,GET,141.193.213.11,/,-1840324437,141.193.213.10,Yoast SEO Premium:5.8,3172,False,,"Cloudflare, Inc.",,,,,,,
sheratonvacationclub.marriott.com,Attention Required! | Cloudflare,403,4514,sheratonvacationclub.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sheratonvacationclub.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5448fea5ff86b676c30fdcd35b8957b9,79c7afd1e239e764615e804f02cf79ea49c8e44c877e91ff220a5c646dc32a86,ctls,sheratonvacationclub.marriott.com,cloudflare,443,https://sheratonvacationclub.marriott.com:443,https,cloudflare,text/html,GET,104.18.27.97,/,139524878,2606:4700::6812:1a61,Cloudflare Bot Management,94,False,True,"Cloudflare, Inc.",,,,,,,
shop-with-points.marriott.com,Welcome to Rewards,200,4444,shop-with-points.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T14:11:16Z,2024-04-12T14:11:16Z,"CN=shop-with-points.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",shop-with-points.marriott.com,shop-with-points.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",eaa6913d1409d2f039c86b33e6245c7c,def4b9b18754c50133a6720499ef2420ac5e98ff66522056d8ee15573881c8cd,ctls,shop-with-points.marriott.com,google,443,https://shop-with-points.marriott.com:443,https,UploadServer,text/html,GET,34.160.200.158,/,,34.160.200.158,HTTP/3,87,False,True,Marriott International Inc.,,,,,,,
