input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,tls_wildcard_certificate,final_url,tls_expired,location
privacyportal2.pat.td.com,Access Denied,403,278,privacyportal2.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-17T22:27:48Z,2023-11-30T22:27:48Z,"CN=privacyportal1.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",privacyportal1.pat.td.com,The Toronto-Dominion Bank,privacyportal2.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b263f05b1d4e8191475ffa220b482410,5e0876592729c13689f6c7a626f09d902fcbddd1d262feeec7d3ac9024f86f80,ctls,privacyportal2.pat.td.com,,443,https://privacyportal2.pat.td.com:443,https,AkamaiGHost,text/html,GET,2.16.187.114,/,2075043539,2.16.187.136,HSTS,10,False,,,,,,,
privacyportal3.pat.td.com,Access Denied,403,278,privacyportal3.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-17T22:27:48Z,2023-11-30T22:27:48Z,"CN=privacyportal1.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",privacyportal1.pat.td.com,The Toronto-Dominion Bank,privacyportal2.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b263f05b1d4e8191475ffa220b482410,5e0876592729c13689f6c7a626f09d902fcbddd1d262feeec7d3ac9024f86f80,ctls,privacyportal3.pat.td.com,,443,https://privacyportal3.pat.td.com:443,https,AkamaiGHost,text/html,GET,95.101.111.135,/,-1026368109,95.101.111.131,HSTS,10,False,,,,,,,
private-bankers.td.com,TD Wealth Locator,200,18841,private-bankers.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-29T18:46:29Z,2023-11-29T18:46:29Z,"CN=private-bankers.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",private-bankers.td.com,The Toronto-Dominion Bank,advisor-match.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",fce08c1455a4d0cbb4d4f3c94f770d5f,5b008cfcbbad132e056e6e35b1e01b37ca711acb45ffedce4bd20f929f0c4913,ctls,private-bankers.td.com,,443,https://private-bankers.td.com:443,https,,text/html,GET,2.16.187.138,/,-1840324437,2.16.187.99,HSTS,252,False,,,,,,,
qa.caas.td.com,,200,189,qa.caas.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-28T15:25:18Z,2023-07-02T15:25:18Z,"CN=qa.sites.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",qa.sites.td.com,The Toronto-Dominion Bank,qa.tdcommercialbanking.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",b3ca9563f481ffbba5713dc2e0bdfa6a,9719693d30d21e9b1a1e3d80ebeb243a707d1f03632c961af6141b38d0e238b9,ctls,qa.caas.td.com,azure,443,https://qa.caas.td.com:443,https,Apache,text/html,GET,52.228.124.115,/,-366337701,52.228.124.115,HSTS,3,False,True,,,,,,
qa.feeds.td.com,Generic Feed,200,233,qa.feeds.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-28T15:25:18Z,2023-07-02T15:25:18Z,"CN=qa.sites.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",qa.sites.td.com,The Toronto-Dominion Bank,qa.tdcommercialbanking.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",b3ca9563f481ffbba5713dc2e0bdfa6a,9719693d30d21e9b1a1e3d80ebeb243a707d1f03632c961af6141b38d0e238b9,ctls,qa.feeds.td.com,azure,443,https://qa.feeds.td.com:443,https,Apache,text/html,GET,52.228.124.115,/,-871833998,52.228.124.115,HSTS,9,False,True,,,,,,
qa.publish.td.com,TURN AROUND!,403,9282,qa.publish.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-28T15:25:18Z,2023-07-02T15:25:18Z,"CN=qa.sites.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",qa.sites.td.com,The Toronto-Dominion Bank,qa.tdcommercialbanking.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",b3ca9563f481ffbba5713dc2e0bdfa6a,9719693d30d21e9b1a1e3d80ebeb243a707d1f03632c961af6141b38d0e238b9,ctls,qa.publish.td.com,azure,443,https://qa.publish.td.com:443,https,Apache,text/html,GET,52.228.124.115,/,1680815383,52.228.124.115,Apache,192,False,True,,,,,,
qa.td.com,Investing Solutions at TD,200,143740,qa.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-28T15:25:18Z,2023-07-02T15:25:18Z,"CN=qa.sites.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",qa.sites.td.com,The Toronto-Dominion Bank,qa.tdcommercialbanking.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",b3ca9563f481ffbba5713dc2e0bdfa6a,9719693d30d21e9b1a1e3d80ebeb243a707d1f03632c961af6141b38d0e238b9,ctls,qa.td.com,azure,443,https://qa.td.com:443,https,Apache,text/html,GET,52.228.124.115,/,1591202403,52.228.124.115,Java,3685,False,True,,,,,,
rabaisetudiant.td.com,TD Student Proof of Enrollment,200,27850,rabaisetudiant.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-04-20T00:00:00Z,2023-05-20T23:59:59Z,"CN=*.cielo.me, O=The Cielo Group\, Inc., ST=Massachusetts, C=US",*.cielo.me,"The Cielo Group, Inc.",cielo.me,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e3e23b92db33fd9db890f64b38298c63,70b0cce4b9d1bec86785a48976e6e8cfa533673a83a1c9c5d8bf21f33ca6aaf4,ctls,rabaisetudiant.td.com,,443,https://rabaisetudiant.td.com:443,https,,text/html,GET,69.84.135.101,/,1114301902,69.84.135.101,Bootstrap,470,False,,,True,True,https://rabaisetudiant.td.com/turned-off/TD_student/upload/direct?language=fr,,
rcmcustomlending.pat.td.com,,200,6120,rcmcustomlending.pat.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T15:21:42Z,2024-05-19T15:21:42Z,"CN=RCMCustomLending.pat.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",RCMCustomLending.pat.td.com,The Toronto-Dominion Bank,RCMCustomLending.pat.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",85dd47b2175fb30c1758d32364b311f6,4ec10a564152d54e67de61f81080dbdf90d6e1ddb99db828ef19591ff6886570,ctls,rcmcustomlending.pat.td.com,,443,https://rcmcustomlending.pat.td.com:443,https,,text/html,GET,52.204.143.61,/,2007193300,18.207.172.32,HSTS,125,False,,https://*.lr-in-prod.com,,,https://rcmcustomlending.pat.td.com/auth/login,,
register.pat.td.com,HTTP Status 404 – Not Found,404,431,register.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-07T16:32:51Z,2024-02-07T16:32:51Z,"CN=register.pat.mbna.ca, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",register.pat.mbna.ca,The Toronto-Dominion Bank,register.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",25499ce9a51781c614072c88f2b07e5a,93674130745379ede2b842e0162ab688deed4ecb664008e08349979a026225e7,ctls,register.pat.td.com,,443,https://register.pat.td.com:443,https,,text/html,GET,2.16.187.50,/,-230353730,2.16.187.104,Microsoft ASP.NET,1,False,,,,,,,
ru.td.com,About TD – TD Canada Trust,200,79843,www.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T15:30:40Z,2023-09-24T15:30:40Z,"CN=td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",td.com,The Toronto-Dominion Bank,beta.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",80aaff713c339f8db6ab22227a71a5f8,35c5d315238ba83dae748096a7fc439a59f5968e4fb73075bb29fa92053268b0,ctls,www.td.com,,443,https://ru.td.com:443,https,ECD (frb/6737),text/html,GET,152.199.17.48,/,1591202403,152.199.17.48,Java,2132,False,,,,,https://www.td.com/ca/en/about-td,,
salledepresse.td.com,TD Stories | Enriching lives one story at a time. | TD Stories,200,90984,salledepresse.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-02T16:22:04Z,2023-09-08T16:22:04Z,"CN=newsroom.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",newsroom.td.com,The Toronto-Dominion Bank,www.salledepresse.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4a6e3121fb245ac9782a7fcf54b6af95,06af4d1cc28ba118ad9fed0bf7f41bb6e8b22b972ba8888f956944ffa814f611,ctls,salledepresse.td.com,,443,https://salledepresse.td.com:443,https,,text/html,GET,52.60.219.22,/,1713014321,52.60.219.22,Yii,2153,False,,,,,,,
sbebill.sit.td.com,INVALID URL,503,174,sbebill.sit.td.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2022-07-18T16:20:24Z,2023-07-18T16:20:24Z,"CN=*.billerexpress.com, OU=Transactis, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.billerexpress.com,MasterCard International Incorporated,*.billerexpress.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",525559f5548c0f4937aab8f05763a74e,c31712c8fe82c83245ed05e6a3f2574cde3e55af699a6dca39ba33e1d7f0506f,ctls,sbebill.sit.td.com,,443,https://sbebill.sit.td.com:443,https,BigIP,,GET,216.34.182.234,/,-1126501426,216.34.182.234,F5 BigIP,1,False,,,True,True,,,
search.td.com,504 - Gateway Timeout,504,357,,,,,,,,,,,,,,,,,,,,80,http://search.td.com:80,http,ECD (dcc/4342),text/html,GET,152.199.16.193,/,-294033866,152.199.16.193,Azure CDN,12,False,,,,,,,
searchmb.pat.td.com,,200,256,searchmb.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-22T14:53:42Z,2023-12-22T14:53:42Z,"CN=searchmb.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",searchmb.pat.td.com,The Toronto-Dominion Bank,searchmb.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d62992bbb5c0baa1efd553369f07c9e3,33645f27d86562a1ffc200f176211b53ee1ffbeffe49b388072c485b694e7bf0,ctls,searchmb.pat.td.com,,443,https://searchmb.pat.td.com:443,https,Apache,text/html,GET,2.16.187.153,/,-1652360898,2.16.187.58,HSTS,10,False,,,,,,,
searchmb.td.com,,200,256,searchmb.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-27T20:05:41Z,2023-07-26T20:05:41Z,"CN=mobile.tdmyadvantage.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",mobile.tdmyadvantage.com,The Toronto-Dominion Bank,wsoc.tdgroup.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",344976cf164243a7aba0055981491c5b,52124b2c20a8f56a3d791ad8569497ac96b6926a35e3902437f3b0211fa58641,ctls,searchmb.td.com,,443,https://searchmb.td.com:443,https,Apache,text/html,GET,152.199.17.64,/,-1652360898,152.199.17.64,Apache,10,False,,,,,,,
secure.equityaccess.td.com,,404,9,secure.equityaccess.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-28T13:23:44Z,2023-06-28T13:23:44Z,"CN=secure.equityaccess.td.com, OU=Internet Team, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",secure.equityaccess.td.com,The Toronto-Dominion Bank,secure.equityaccess.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",64adcc2343ad340c8505c580703704ad,fcfdc1f881d1becbebff67cde13d96822e19ddf0cc3c60d2723fd6ce13915d2a,ctls,secure.equityaccess.td.com,,443,https://secure.equityaccess.td.com:443,https,Unknown,text/html,GET,74.213.186.157,/,-738705486,74.213.186.157,,1,False,,,,,,,
service.td.com,,404,9,service.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-29T14:57:02Z,2023-09-02T14:57:01Z,"CN=service.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",service.td.com,The Toronto-Dominion Bank,service.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c42a51e5c373bffd2d9d87d683e24d7a,2f68af5e4fdf51fdcc080ac5e5b06b4b78be8ed2ec39ef63cd336b5a9af104a7,ctls,service.td.com,,443,https://service.td.com:443,https,Unknown,text/html,GET,74.213.186.157,/,-738705486,74.213.186.157,,1,False,,,,,,,
services.dev.smartforms.td.com,ERROR: The request could not be satisfied,403,919,services.dev.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T15:45:37Z,2023-08-18T15:45:37Z,"CN=dev.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",dev.smartforms.td.com,The Toronto-Dominion Bank,td.dev.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7a21e67549e55a2de2295e22b86513f5,764485ccd78427fb6756edb6cb831805931686bd356d8a4490e4acdfbf3820f7,ctls,services.dev.smartforms.td.com,cloudfront,443,https://services.dev.smartforms.td.com:443,https,CloudFront,text/html,GET,13.224.189.116,/,506801514,13.224.189.97,Amazon Web Services,20,False,True,,,,,,
services.pat.smartforms.td.com,ERROR: The request could not be satisfied,403,919,services.pat.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T04:23:34Z,2024-04-20T04:23:34Z,"CN=pat.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",pat.smartforms.td.com,The Toronto-Dominion Bank,td.pat.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",81eea1ca5caab676b6e9527ea188c80b,a826ed2480828331f996406514448ea9c857c3078422b568075a2b8e3f7d6ba5,ctls,services.pat.smartforms.td.com,cloudfront,443,https://services.pat.smartforms.td.com:443,https,CloudFront,text/html,GET,18.66.122.121,/,1839637448,18.66.122.74,Amazon Web Services,20,False,True,,,,,,
services.sit.smartforms.td.com,ERROR: The request could not be satisfied,403,919,services.sit.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T15:51:54Z,2023-08-18T15:51:54Z,"CN=sit.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",sit.smartforms.td.com,The Toronto-Dominion Bank,td.sit.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",668700f1bd00fc771043e69218b21486,e5c6c8a7c060693dbd64d9508d142a92710082e5e2fe726a48ded307ac16a89e,ctls,services.sit.smartforms.td.com,cloudfront,443,https://services.sit.smartforms.td.com:443,https,CloudFront,text/html,GET,13.32.121.76,/,-1699867178,13.32.121.115,Amazon Web Services,20,False,True,,,,,,
services.smartforms.td.com,ERROR: The request could not be satisfied,403,919,services.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T15:54:28Z,2024-05-06T15:54:28Z,"CN=smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",smartforms.td.com,The Toronto-Dominion Bank,td.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",a44b9892550030dae4e0acb2313c51ef,31169e9ac0ca695a01c988dc970a24365b04f72b4cb231aa4a9c557a6c219d45,ctls,services.smartforms.td.com,cloudfront,443,https://services.smartforms.td.com:443,https,CloudFront,text/html,GET,52.222.214.89,/,-1846866841,52.222.214.65,Amazon Web Services,20,False,True,,,,,,
sit.apigateway2.td.com,,404,54,sit.apigateway2.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T21:07:36Z,2023-12-05T21:07:36Z,"CN=pat.apigateway.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",pat.apigateway.td.com,The Toronto-Dominion Bank,dev.apigateway.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e18a8a04c97529aa0c3efa79ff45f99d,9ca6c10e7957dffa2007dd5cbf9a5247d470c0c5ef1a655390de03cffa058d61,ctls,sit.apigateway2.td.com,,443,https://sit.apigateway2.td.com:443,https,,application/json,GET,95.101.111.171,/,-326256188,95.101.111.155,HSTS,1,False,,,,,,,
smallbusinessadvisors.td.com,"Find the nearest Small Business Account Managers near you | Small business accounts, banking, and borrowing solutions",200,198292,smallbusinessadvisors.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T13:29:48Z,2024-04-14T13:29:48Z,"CN=locations.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",locations.td.com,The Toronto-Dominion Bank,mlo.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f79c6f2f8aff9597e700d647b29c7ec1,cf6209aa3e0ab4d3aa2325657622d26a8b0766567ebc4a51a1ce8d309be61bfb,ctls,smallbusinessadvisors.td.com,cloudflare,443,https://smallbusinessadvisors.td.com:443,https,cloudflare,text/html,GET,104.18.112.52,/,28909866,2606:4700::6812:7434,HTTP/3,1,False,True,,,,,,
smartforms.td.com,ERROR: The request could not be satisfied,403,919,smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T15:54:28Z,2024-05-06T15:54:28Z,"CN=smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",smartforms.td.com,The Toronto-Dominion Bank,td.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",a44b9892550030dae4e0acb2313c51ef,31169e9ac0ca695a01c988dc970a24365b04f72b4cb231aa4a9c557a6c219d45,ctls,smartforms.td.com,cloudfront,443,https://smartforms.td.com:443,https,CloudFront,text/html,GET,52.222.214.89,/,-526916527,52.222.214.62,Amazon Web Services,20,False,True,,,,,,
socialcentre.td.com,TD Wealth Social Centre,200,5863,socialcentre.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-19T21:09:41Z,2023-08-08T21:09:41Z,"CN=socialcentre.td.com, serialNumber=1223766, OU=Wealth, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",socialcentre.td.com,The Toronto-Dominion Bank,www.socialcentre.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e54b901ece445f41e9d4592249e2119e,fb858ebf5cb03b641ded774c29ad5dcda3e0d20d7a2e211702f97fd7f0163e5f,ctls,socialcentre.td.com,,443,https://socialcentre.td.com:443,https,nginx,text/html,GET,3.222.157.192,/,-1840324437,52.204.184.101,Nginx,107,False,,https://merlot-grapevinesix.s3.amazonaws.com,,,,,
sposignout.td.com,,404,18,sposignout.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-11T05:53:25Z,2023-11-11T05:53:25Z,"CN=myteam.td.com, O=TD Bank, L=Toronto, ST=Ontario, C=CA",myteam.td.com,TD Bank,sposignout.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0010c556b208402120eded965fc68434,092eff87205716051b5c3be0ea178d2e1230da7b714b2af049644d7d1c477ea1,ctls,sposignout.td.com,,443,https://sposignout.td.com:443,https,Microsoft-IIS/10.0,text/plain,GET,52.104.68.27,/,-1840324437,52.104.68.27,Windows Server,1,False,,,,,,,
