input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,final_url,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,tls_expired,tls_self_signed
helden-roeselare-voorstelling11u.events.ketnet.be,Tickoweb,200,7157,AS56837,TIGRON-AS,BE,86.39.64.0/20,helden-roeselare-voorstelling11u.events.ketnet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-18T09:00:06Z,2023-06-16T09:00:05Z,CN=helden-roeselare-voorstelling11u.events.ketnet.be,helden-roeselare-voorstelling11u.events.ketnet.be,helden-roeselare-voorstelling11u.events.ketnet.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,564aa314323c67f6f914ba94d0f41312,306c2cfdcdde747d4958441be318f162cbf6037dc1702af5b4c7d32fa10e3d28,ctls,helden-roeselare-voorstelling11u.events.ketnet.be,,443,https://helden-roeselare-voorstelling11u.events.ketnet.be:443,https,text/html,GET,86.39.65.98,/,-1916031602,2a00:6ec0:101:1:0:98:0:1,,257,False,,,,,,,,,
https://www.ketnet.be,Ketnet,200,3858,AS16509,AMAZON-02,US,18.66.102.0/24,www.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-11T23:59:59Z,CN=www.ketnet.be,www.ketnet.be,www.ketnet.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,269e653404c2255b1a92b137672380a9,86ed68b8f233ad9a8fb8c84707d3b8b6922af8b9a6dcfadc8ef518d5882a0a3d,ctls,www.ketnet.be,cloudfront,443,https://www.ketnet.be:443,https,text/html,GET,18.66.97.97,/,2069223544,2600:9000:223c:cc00:15:1ec7:100:93a1,Amazon Web Services,1,False,True,AmazonS3,,,,,,,
images-ouders.ketnet.be,"imgix - Image Processing On-Demand, Served By CDN",200,3805,AS0,Not routed,None,99.86.8.0/24,images-ouders.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-29T23:59:59Z,CN=ouders.ketnet.be,ouders.ketnet.be,admin-stag-ouders.ketnet.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,32b9bb35357b0780e8333a9dee346e69,9eed35d6ed065bef4774f56a8093a69b98a78c38d5f710eaebf26ff16ecfd168,ctls,images-ouders.ketnet.be,cloudfront,443,https://images-ouders.ketnet.be:443,https,text/html,GET,99.86.4.125,/,285775083,2600:9000:2057:ec00:a:79d4:3380:93a1,Amazon Web Services,53,False,True,Varnish,,,,,,,
images.sporza.be,,400,59,AS54994,QUANTILNETWORKS,US,163.171.136.0/22,images.sporza.be,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-04-27T14:12:03Z,2024-01-23T02:13:16Z,"CN=support12.cdnetworks.net, O=CDNetworks Inc., L=Diamond Bar, ST=California, C=US",support12.cdnetworks.net,www.wine-anderra.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d76eca75e00e45e355a84f4dc830f590,238335a7345c50b2624dafa0b8ca887bad27ff0fdbf248b6f4da618ab13a10a8,ctls,images.sporza.be,,443,https://images.sporza.be:443,https,text/html,GET,163.171.132.119,/,-1840324437,163.171.132.119,,2,False,,Scaleflex HTTP Loadbalancer,,True,True,CDNetworks Inc.,,,
images.vrt.be,,400,59,AS54994,QUANTILNETWORKS,US,163.171.136.0/22,images.vrt.be,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-04-27T14:12:03Z,2024-01-23T02:13:16Z,"CN=support12.cdnetworks.net, O=CDNetworks Inc., L=Diamond Bar, ST=California, C=US",support12.cdnetworks.net,www.wine-anderra.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d76eca75e00e45e355a84f4dc830f590,238335a7345c50b2624dafa0b8ca887bad27ff0fdbf248b6f4da618ab13a10a8,ctls,images.vrt.be,,443,https://images.vrt.be:443,https,text/html,GET,163.171.132.119,/,-1840324437,163.171.132.119,,2,False,,Scaleflex HTTP Loadbalancer,,True,True,CDNetworks Inc.,,,
imaginehome.canvas.be,403 Forbidden,403,548,AS34762,COMBELL-AS,BE,188.93.96.0/21,,,,,,,,,,,,,,,,,,,80,http://imaginehome.canvas.be:80,http,text/html,GET,188.93.102.215,/,586998417,188.93.102.215,Nginx,14,False,,nginx,,,,,,,
indekijker.ketnet.be,Ketnet,200,3858,AS16509,AMAZON-02,US,13.32.132.0/24,www.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-11T23:59:59Z,CN=www.ketnet.be,www.ketnet.be,www.ketnet.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,269e653404c2255b1a92b137672380a9,86ed68b8f233ad9a8fb8c84707d3b8b6922af8b9a6dcfadc8ef518d5882a0a3d,ctls,www.ketnet.be,cloudfront,80,http://indekijker.ketnet.be:80,http,text/html,GET,13.32.121.12,/,,2600:9000:236e:e400:d:c7d5:f1c0:93a1,Amazon Web Services,1,False,True,AmazonS3,https://www.ketnet.be/,,,,,,
interactief.klara.be,-,404,194,AS16276,OVH,FR,51.77.0.0/16,interactief.klara.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T11:34:56Z,2023-06-21T11:34:55Z,CN=interactief.klara.be,interactief.klara.be,interactief.klara.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4436ad8cac9d274e5a58006d218d7f93,ea064c97a27eb5a8d7de9bd1081094ceb580e61faf5bef0fec92f561d3df1c68,ctls,interactief.klara.be,,443,https://interactief.klara.be:443,https,text/html,GET,51.77.37.192,/,,51.89.19.54,HSTS,21,False,,NCSA/1.4.2,,,,,,,
interactief.radio1.be,-,404,194,AS16276,OVH,FR,51.77.0.0/16,interactief.radio1.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T10:43:47Z,2023-06-16T10:43:46Z,CN=interactief.radio1.be,interactief.radio1.be,interactief.radio1.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f6573666467fe89b190f64144eae6572,1ba96031c7d3a571fb512e4728ed41dd023d0ae096ba577279129612d44d3d8c,ctls,interactief.radio1.be,,443,https://interactief.radio1.be:443,https,text/html,GET,51.77.37.192,/,-1840324437,178.33.129.44,HSTS,21,False,,NCSA/1.4.2,,,,,,,
interactief.radio2.be,-,404,194,AS16276,OVH,FR,51.77.0.0/16,interactief.radio2.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T12:42:59Z,2023-07-13T12:42:58Z,CN=interactief.radio2.be,interactief.radio2.be,interactief.radio2.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7efff782bf295b77a0cb5eeb04bdc8fe,0dfcfac922953ef9f671e2c4597134c05f2ae6a827668d23d5f73e6c6d23c461,ctls,interactief.radio2.be,,443,https://interactief.radio2.be:443,https,text/html,GET,51.77.37.192,/,,178.33.129.44,HSTS,21,False,,NCSA/1.4.2,,,,,,,
interactief.sporza.be,-,404,194,AS16276,OVH,FR,178.32.0.0/15,interactief.sporza.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T13:44:21Z,2023-07-12T13:44:20Z,CN=interactief.sporza.be,interactief.sporza.be,interactief.sporza.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8008802883440f232a309b8828b9fc70,36ce2105099bfa0ec4b92ff0352db33d229c108e03a6504bf381ae6fdf4d539f,ctls,interactief.sporza.be,,443,https://interactief.sporza.be:443,https,text/html,GET,178.33.129.44,/,-1840324437,51.77.37.192,HSTS,21,False,,NCSA/1.4.2,,,,,,,
interactieveverhalen.ketnet.be,Geen toegang | Ketnet Interactieve Fictie,403,4710,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,interactieveverhalen.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=interactieveverhalen.ketnet.be,interactieveverhalen.ketnet.be,*.interactieveverhalen.ketnet.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,536cb17573276fc23048b90ccaceba1e,f901d70de584fdea48caade53dad57f539ed5140bbed23fac1e7dd6691c19afc,ctls,interactieveverhalen.ketnet.be,cloudfront,443,https://interactieveverhalen.ketnet.be:443,https,text/html,GET,108.138.7.98,/,-780928015,108.138.7.5,PHP,117,False,True,Apache/2.4.56 (Amazon Linux),,True,,,,,
kieskaart.mnm.be,MNM Kieskaart,200,2858,AS16509,AMAZON-02,US,52.222.236.0/23,kieskaart.mnm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=stag.kieskaart.mnm.be,stag.kieskaart.mnm.be,kieskaart.mnm.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,38a6d0b5b7d591c9122e2bfd03462515,35a63e94dd3b276a28f810718b73826e6a75b0a5b2555844107aed5194414e44,ctls,kieskaart.mnm.be,cloudfront,80,http://kieskaart.mnm.be:80,http,text/html,GET,52.222.236.59,/,-2009722838,2600:9000:223e:fc00:6:cf4c:4e40:93a1,Amazon Web Services,1,False,True,AmazonS3,https://kieskaart.mnm.be/,,,,,,
klara.be,Blijf verwonderd | Klara,200,232508,AS16509,AMAZON-02,US,52.222.236.0/23,klara.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,klara.be,cloudfront,443,https://klara.be:443,https,text/html,GET,52.222.236.47,/,-1069992067,2600:9000:223e:e400:1:e712:b500:93a1,webpack,10,False,True,nginx/1.22.0,,,,,,,
kottenkijkers.ketnet.be,,200,52,AS34762,COMBELL-AS,BE,77.241.94.0/24,kottenkijkers.ketnet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2020-08-25T14:05:30Z,2022-11-28T14:05:30Z,CN=com-hclnxs019a.srv.combell-ops.net,com-hclnxs019a.srv.combell-ops.net,com-hclnxs019a.srv.combell-ops.net,CN=com-hclnxs019a.srv.combell-ops.net,com-hclnxs019a.srv.combell-ops.net,,ab2c8cd573f3ef6a9200982a1bce7372,e894d04dc58c0cd9a50121edce491f58c8b70e743f0fea3a8637189a426395be,ctls,kottenkijkers.ketnet.be,,443,https://kottenkijkers.ketnet.be:443,https,text/html,GET,77.241.85.139,/,566218143,77.241.85.139,Nginx,2,False,,nginx,,,True,,,True,True
mail.crm-stag.vrt.be,,403,243,AS0,Not routed,None,99.86.8.0/24,mail.crm-stag.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-09-14T23:59:59Z,CN=mail.crm-stag.vrt.be,mail.crm-stag.vrt.be,mail.crm-stag.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a7da4e08614fb6105009f0fac0320880,3932d660dc559d0d5076f487016df9be4c56c193363b501990845bc9eb07a03e,ctls,mail.crm-stag.vrt.be,cloudfront,443,https://mail.crm-stag.vrt.be:443,https,application/xml,GET,99.86.4.67,/,1668759407,2600:9000:2057:d600:12:c1a2:9180:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
mail.crm.vrt.be,,403,243,AS16509,AMAZON-02,US,13.32.132.0/24,mail.crm.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-09-14T23:59:59Z,CN=mail.crm.vrt.be,mail.crm.vrt.be,mail.crm.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,85ec367218ad4de0ae2bee6effdec27a,fadf3fd77b75a64cd1665ad2b77a8b702be8cc16e7d44fea637a24cd41042ad6,ctls,mail.crm.vrt.be,cloudfront,443,https://mail.crm.vrt.be:443,https,application/xml,GET,13.32.121.55,/,1073662471,2600:9000:236e:3800:1f:97b5:4d80:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,,,
manager-stag-origin.cloudcall.vrt.be,503 Service Temporarily Unavailable,503,564,AS16509,AS16509,Unknown,99.80.0.0/15,manager-stag-origin.cloudcall.vrt.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-12-18T23:59:59Z,CN=manager-stag-origin.cloudcall.vrt.be,manager-stag-origin.cloudcall.vrt.be,manager-stag-origin.cloudcall.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,41534c00eb1f4875acc467e8fe98c391,9c77836350101168aee8c6cc91bfc734674e2a475d57e0186f124c014ca5fd70,ctls,manager-stag-origin.cloudcall.vrt.be,,443,https://manager-stag-origin.cloudcall.vrt.be:443,https,text/html,GET,99.80.171.181,/,2051366281,99.80.171.181,,13,False,,awselb/2.0,,,,,,,
media-services-restricted-stag.vrt.be,403 Forbidden,403,118,AS16509,AS16509,Unknown,54.64.0.0/12,media-services-restricted-stag.vrt.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=media-services-restricted-stag.vrt.be,media-services-restricted-stag.vrt.be,services-proxy-stag-restricted-eu-west-1.stag.a51.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ea8fc9afadda1d5503608d10209363b2,a4a8805d01b2b81642b3c68a0775f317e00a0a5bbd01ac7970926698dcaa53e0,ctls,media-services-restricted-stag.vrt.be,,443,https://media-services-restricted-stag.vrt.be:443,https,text/html,GET,54.76.148.206,/,1344368402,54.171.163.179,,7,False,,awselb/2.0,,,,,,,
media-services-restricted.vrt.be,403 Forbidden,403,118,AS16509,AS16509,Unknown,54.154.0.0/15,media-services-restricted.vrt.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-10T23:59:59Z,CN=media-services-restricted.vrt.be,media-services-restricted.vrt.be,services-proxy-restricted-eu-west-1.prod.a51.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fbe2604ab669d0ad0080d8c32744b6da,c8154be94bd88a0e7e1700fb88fdc84e8c5a36914c9b45f83dbd9c22b7d205a6,ctls,media-services-restricted.vrt.be,,443,https://media-services-restricted.vrt.be:443,https,text/html,GET,54.154.30.9,/,1344368402,34.249.118.22,,7,False,,awselb/2.0,,,,,,,
meet.vrt.be,,200,,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.113.192.0/23,meet.vrt.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,meet.vrt.be,,443,https://meet.vrt.be:443,https,,GET,52.112.192.14,/,,2603:1027::e,Windows Server,1,False,,Microsoft-IIS/8.5,,True,True,Microsoft Corporation,,,
mijnwarmsteweek-dev.dewarmsteweek.be,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,18.66.102.0/24,,,,,,,,,,,,,,,,,,cloudfront,80,http://mijnwarmsteweek-dev.dewarmsteweek.be:80,http,text/html,GET,18.66.97.71,/,-761585064,2600:9000:223c:c800:14:4bc2:af40:93a1,Amazon Web Services,20,False,True,CloudFront,,,,,,,
msoid.dewarmsteweek.be,,404,10,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.126.0.0/18,,,,,,,,,,,,,,,,,,azure,80,http://msoid.dewarmsteweek.be:80,http,text/HTML,GET,40.126.32.140,/,2104692331,40.126.32.72,,1,False,True,,,,,,,,
msoid.klara.be,,404,10,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.126.0.0/18,,,,,,,,,,,,,,,,,,azure,80,http://msoid.klara.be:80,http,text/HTML,GET,40.126.31.69,/,2104692331,20.190.159.71,,1,False,True,,,,,,,,
msoid.mnm.be,,404,10,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.126.0.0/18,,,,,,,,,,,,,,,,,,azure,80,http://msoid.mnm.be:80,http,text/HTML,GET,40.126.31.71,/,2104692331,20.190.159.4,,1,False,True,,,,,,,,
msoid.radio2.be,,404,10,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.196.0.0/18,,,,,,,,,,,,,,,,,,azure,80,http://msoid.radio2.be:80,http,text/HTML,GET,20.190.159.68,/,2104692331,40.126.31.69,,1,False,True,,,,,,,,
msoid.sporza.be,,404,10,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.126.0.0/18,,,,,,,,,,,,,,,,,,azure,80,http://msoid.sporza.be:80,http,text/HTML,GET,40.126.32.138,/,2104692331,20.190.160.22,,1,False,True,,,,,,,,
msoid.vrt.be,,404,10,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.196.0.0/18,,,,,,,,,,,,,,,,,,azure,80,http://msoid.vrt.be:80,http,text/HTML,GET,20.190.159.71,/,2104692331,20.190.159.0,,1,False,True,,,,,,,,
nieuwjaarskaart.vrt.be,Not Found,404,315,AS49046,VRT-AS,BE,95.130.40.0/21,,,,,,,,,,,,,,,,,,,80,http://nieuwjaarskaart.vrt.be:80,http,text/html,GET,95.130.43.91,/,225052475,95.130.43.91,Microsoft HTTPAPI:2.0,7,False,,Microsoft-HTTPAPI/2.0,,,,,,,
officeonline.vrt.be,Not Found,404,315,AS49046,VRT-AS,BE,95.130.40.0/21,,,,,,,,,,,,,,,,,,,80,http://officeonline.vrt.be:80,http,text/html,GET,95.130.43.91,/,225052475,95.130.43.91,Microsoft HTTPAPI:2.0,7,False,,Microsoft-HTTPAPI/2.0,,,,,,,
officewebfarmlync.vrt.be,Not Found,404,315,AS49046,VRT-AS,BE,95.130.40.0/21,,,,,,,,,,,,,,,,,,,80,http://officewebfarmlync.vrt.be:80,http,text/html,GET,95.130.43.91,/,225052475,95.130.43.91,Microsoft HTTPAPI:2.0,7,False,,Microsoft-HTTPAPI/2.0,,,,,,,
old.radio1.be,,503,28,AS49046,VRT-AS,BE,95.130.40.0/21,old.radio1.be,443,True,tls12,TLS_RSA_WITH_AES_128_CBC_SHA,2017-01-27T00:00:00Z,2018-03-28T23:59:59Z,CN=*.radio1.be,*.radio1.be,radio1.be,"CN=Trust Provider B.V. DV SSL CA - G2, OU=Domain Validated SSL, O=Trust Provider B.V., C=NL",Trust Provider B.V. DV SSL CA - G2,Trust Provider B.V.,ad3bf130770bb2e3aff7ba4551651519,1b6605cb3b1c355a1cc0b9f6ef072fc113f5bbeae97a08079eaae5803fb21e44,ctls,old.radio1.be,,443,https://old.radio1.be:443,https,,GET,95.130.42.62,/,-1154840567,95.130.42.62,F5 BigIP,1,False,,BigIP,,True,,,,True,
ouders.ketnet.be,Ketnet voor ouders | Ketnet voor Ouders,200,73976,AS16509,AS16509,Unknown,13.225.96.0/21,ouders.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-29T23:59:59Z,CN=ouders.ketnet.be,ouders.ketnet.be,admin-stag-ouders.ketnet.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,32b9bb35357b0780e8333a9dee346e69,9eed35d6ed065bef4774f56a8093a69b98a78c38d5f710eaebf26ff16ecfd168,ctls,ouders.ketnet.be,cloudfront,443,https://ouders.ketnet.be:443,https,text/html,GET,13.225.78.109,/,97040601,2600:9000:21f3:200:18:28ed:e8c0:93a1,Nginx,984,False,True,nginx,,,,,https://www.ketnet.be,,
outpost.vrt.be,vrt file transfer service,200,3438,AS49046,VRT-AS,BE,95.130.40.0/21,,,,,,,,,,,,,,,,,,,80,http://outpost.vrt.be:80,http,text/html,GET,95.130.43.52,/,-1510540111,95.130.43.52,Red Hat,95,False,,Apache/2.2.15 (Red Hat),,,,,,,
planning-test.vrt.be,Test,200,254,AS16509,AS16509,Unknown,52.218.128.0/24,,,,,,,,,,,,,,,,,,,80,http://planning-test.vrt.be:80,http,text/html,GET,52.218.92.196,/,-790235911,52.218.52.130,Bootstrap:3.3.6,10,False,,AmazonS3,,,,,,,
player-dev.vrt.be,,403,243,AS16509,AMAZON-02,US,13.32.132.0/24,player-dev.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-11T23:59:59Z,CN=player-dev.vrt.be,player-dev.vrt.be,player-dev.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ddced4007e1301769df276da8c79cb6b,a7acb330dd734472f3a0333679e0e3470b33add64b8fd7cf7b95d42c70febe10,ctls,player-dev.vrt.be,cloudfront,80,http://player-dev.vrt.be:80,http,application/xml,GET,13.32.121.100,/,81888133,2600:9000:2240:6c00:1b:3016:4840:93a1,Amazon Web Services,2,False,True,AmazonS3,https://player-dev.vrt.be/,,,,,,
player.vrt.be,,403,243,AS16509,AMAZON-02,US,143.204.104.0/24,player.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-23T23:59:59Z,CN=player.vrt.be,player.vrt.be,player.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4056f7e7bd0df8e0770721a48c0cb8fc,2afa41fd6be301fbb44cdebf011f675fecb5900dd3ecceafecf10152b0e50a84,ctls,player.vrt.be,cloudfront,80,http://player.vrt.be:80,http,application/xml,GET,143.204.89.43,/,,2600:9000:2156:ec00:9:78ce:22c0:93a1,Amazon Web Services,2,False,True,AmazonS3,https://player.vrt.be/,,,,,,
podcastpitch.vrt.be,Pitch je podcast | VRT.be,200,54295,AS16509,AMAZON-02,US,13.32.132.0/24,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,cloudfront,80,http://podcastpitch.vrt.be:80,http,text/html,GET,13.32.121.59,/,1623439461,2600:9000:2240:7c00:e:5790:9a00:93a1,Java,831,False,True,,https://www.vrt.be/nl/aanbod/kijk-en-luister/extra-aanbod/pitch-je-podcast/,,,,,,
privacy.ketnet.be,Ketnet,200,3858,AS16509,AMAZON-02,US,18.66.102.0/24,www.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-11T23:59:59Z,CN=www.ketnet.be,www.ketnet.be,www.ketnet.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,269e653404c2255b1a92b137672380a9,86ed68b8f233ad9a8fb8c84707d3b8b6922af8b9a6dcfadc8ef518d5882a0a3d,ctls,www.ketnet.be,cloudfront,80,http://privacy.ketnet.be:80,http,text/html,GET,18.66.97.56,/,,2600:9000:223c:a200:10:9ce:ac0:93a1,Amazon Web Services,1,False,True,AmazonS3,https://www.ketnet.be/privacy,,,,,,
prod.dewarmsteweek.be,404 Not Found,404,555,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,prod.dewarmsteweek.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-10T23:59:59Z,CN=*.dewarmsteweek.be,*.dewarmsteweek.be,dewarmsteweek.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7154e180daff39c67da42d4778255115,ccb7fde7fc4a2b5155d6894b003a5405a8ac970be384b496faff6eff5fb1d49e,ctls,prod.dewarmsteweek.be,cloudfront,443,https://prod.dewarmsteweek.be:443,https,text/html,GET,108.138.7.75,/,1616546268,108.138.7.121,Nginx:1.22.0,14,False,True,nginx/1.22.0,,True,,,,,
prod.radio2.be,,503,28,AS49046,VRT-AS,BE,95.130.40.0/21,prod.radio2.be,443,True,tls12,TLS_RSA_WITH_AES_128_CBC_SHA,2017-01-31T00:00:00Z,2018-05-27T23:59:59Z,"CN=*.radio2.be, OU=PositiveSSL Wildcard, OU=Domain Control Validated",*.radio2.be,radio2.be,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,a59c0851be773bc6b94aa4ff6c81d2ad,cca425e93a7c210177e13d4041497e6367ab2df1e4f1f0af8ba6576b58891ac2,ctls,prod.radio2.be,,443,https://prod.radio2.be:443,https,,GET,95.130.42.62,/,-1154840567,95.130.42.62,F5 BigIP,1,False,,BigIP,,True,,,,True,
profiel-dev.vrt.be,VRT-profiel,200,5495,AS16509,AS16509,Unknown,54.64.0.0/12,profiel-dev.vrt.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2024-01-21T23:59:59Z,CN=profiel-dev.vrt.be,profiel-dev.vrt.be,profiel-dev.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ded400203e145371e6c6d7e555f7ac27,1f6b7b08b0e93d1c5ba3885962226a31a2d478c7ef1d9aa8dce973684a15e5d5,ctls,profiel-dev.vrt.be,,443,https://profiel-dev.vrt.be:443,https,text/html,GET,54.73.19.36,/,-2112903249,52.48.217.209,Nginx,172,False,,nginx,,,,,,,
profiel.vrt.be,VRT-profiel,200,5414,AS16509,AS16509,Unknown,63.32.0.0/14,,,,,,,,,,,,,,,,,,,80,http://profiel.vrt.be:80,http,text/html,GET,63.35.242.17,/,-2112903249,52.211.41.202,Nginx,171,False,,nginx,,,,,,,
