new,host,a,aaaa,soa,status_code,cname,mx,txt,caa,cdn,cdn-name,ns
[x],mypoolin.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:236e:d400:19:1a16:9840:93a1, 2600:9000:2240:4400:19:1a16:9840:93a1, 2600:9000:2240:5000:19:1a16:9840:93a1, 2600:9000:236e:0:19:1a16:9840:93a1, 2600:9000:236e:e00:19:1a16:9840:93a1, 2600:9000:236e:1e00:19:1a16:9840:93a1, 2600:9000:236e:8e00:19:1a16:9840:93a1, 2600:9000:236e:cc00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],mysecretmovie.survey.sidn.nl,,"2600:9000:2551:e200:19:1a16:9840:93a1, 2600:9000:2551:c800:19:1a16:9840:93a1, 2600:9000:2551:2c00:19:1a16:9840:93a1, 2600:9000:2551:b400:19:1a16:9840:93a1, 2600:9000:2551:7c00:19:1a16:9840:93a1, 2600:9000:2551:8800:19:1a16:9840:93a1, 2600:9000:2551:1800:19:1a16:9840:93a1, 2600:9000:2551:c200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],nepgroup.survey.sidn.nl,"13.32.121.42, 13.32.121.90, 13.32.121.101, 13.32.121.91","2600:9000:2240:9000:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:2240:1400:19:1a16:9840:93a1, 2600:9000:236e:4e00:19:1a16:9840:93a1, 2600:9000:2240:c800:19:1a16:9840:93a1, 2600:9000:2240:4800:19:1a16:9840:93a1, 2600:9000:2240:ec00:19:1a16:9840:93a1, 2600:9000:236e:3c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],neptune-elb-west.survey.sidn.nl,"13.226.153.30, 13.226.153.49, 13.226.153.70, 13.226.153.22","2600:9000:2182:0:19:1a16:9840:93a1, 2600:9000:2182:9600:19:1a16:9840:93a1, 2600:9000:2182:4600:19:1a16:9840:93a1, 2600:9000:2182:4400:19:1a16:9840:93a1, 2600:9000:2182:3600:19:1a16:9840:93a1, 2600:9000:2182:4c00:19:1a16:9840:93a1, 2600:9000:2182:a200:19:1a16:9840:93a1, 2600:9000:2182:c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],netscaler.sidn.nl,94.198.152.78,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],new-ilikeasos28.survey.sidn.nl,"13.32.121.101, 13.32.121.90, 13.32.121.91, 13.32.121.42","2600:9000:236e:2e00:19:1a16:9840:93a1, 2600:9000:236e:aa00:19:1a16:9840:93a1, 2600:9000:2240:5600:19:1a16:9840:93a1, 2600:9000:2240:1a00:19:1a16:9840:93a1, 2600:9000:2240:6000:19:1a16:9840:93a1, 2600:9000:2240:1400:19:1a16:9840:93a1, 2600:9000:236e:1c00:19:1a16:9840:93a1, 2600:9000:2240:8a00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],newconfig-crmorigin.survey.sidn.nl,"13.32.121.42, 13.32.121.101, 13.32.121.91, 13.32.121.90",,,NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,,amazonaws.com,True,cloudfront,
[x],newsdas.survey.sidn.nl,"13.32.121.101, 13.32.121.42, 13.32.121.90, 13.32.121.91","2600:9000:2240:3000:19:1a16:9840:93a1, 2600:9000:2240:e800:19:1a16:9840:93a1, 2600:9000:236e:5200:19:1a16:9840:93a1, 2600:9000:236e:7600:19:1a16:9840:93a1, 2600:9000:2240:9e00:19:1a16:9840:93a1, 2600:9000:2240:dc00:19:1a16:9840:93a1, 2600:9000:236e:d200:19:1a16:9840:93a1, 2600:9000:2240:8a00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],newvipteam-minerva-clients-stats-corp.survey.sidn.nl,"13.32.121.90, 13.32.121.91, 13.32.121.101, 13.32.121.42","2600:9000:236e:5200:19:1a16:9840:93a1, 2600:9000:236e:5c00:19:1a16:9840:93a1, 2600:9000:236e:6a00:19:1a16:9840:93a1, 2600:9000:236e:8200:19:1a16:9840:93a1, 2600:9000:236e:e600:19:1a16:9840:93a1, 2600:9000:2240:1000:19:1a16:9840:93a1, 2600:9000:236e:200:19:1a16:9840:93a1, 2600:9000:236e:2c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],ninpu-deai.survey.sidn.nl,"143.204.231.39, 143.204.231.121, 143.204.231.72, 143.204.231.34","2600:9000:2113:3600:19:1a16:9840:93a1, 2600:9000:2113:ec00:19:1a16:9840:93a1, 2600:9000:2113:e400:19:1a16:9840:93a1, 2600:9000:2113:600:19:1a16:9840:93a1, 2600:9000:2113:4200:19:1a16:9840:93a1, 2600:9000:2113:7000:19:1a16:9840:93a1, 2600:9000:2113:2000:19:1a16:9840:93a1, 2600:9000:2113:7a00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],nlnog.sidn.nl,193.176.144.164,2a00:d78:0:fd:193:176:144:164,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ns-ext1.sidn.nl,193.176.144.25,2a00:d78:0:102:193:176:144:25,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ns1.sidn.nl,213.154.241.88,2001:7b8:606::88,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ns2.sidn.nl,194.171.17.5,2001:610:0:800d::5,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ns3.sidn.nl,,2001:678:34:0:194:0:30:2,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ntb.survey.sidn.nl,"108.157.214.40, 108.157.214.20, 108.157.214.4, 108.157.214.29","2600:9000:2334:9000:19:1a16:9840:93a1, 2600:9000:2334:5c00:19:1a16:9840:93a1, 2600:9000:2334:4a00:19:1a16:9840:93a1, 2600:9000:2334:3a00:19:1a16:9840:93a1, 2600:9000:2334:3000:19:1a16:9840:93a1, 2600:9000:2334:1400:19:1a16:9840:93a1, 2600:9000:2334:8200:19:1a16:9840:93a1, 2600:9000:2334:d800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],ops-extvpn03-p.sidn.nl,193.176.144.178,2a00:d78:0:fd:193:176:144:178,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ops-relay02-p.sidn.nl,,2a00:d78:0:106:94:198:154:10,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ops-sftpcntr01-p.sidn.nl,94.198.154.36,2a00:d78:0:106:94:198:154:36,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ops-sftpgac01-p.sidn.nl,94.198.154.37,2a00:d78:0:106:94:198:154:37,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ops-zonechk01-p.sidn.nl,94.198.154.16,2a00:d78:0:106:94:198:154:16,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ordinateur.survey.sidn.nl,"13.32.121.101, 13.32.121.42, 13.32.121.90, 13.32.121.91","2600:9000:2240:4c00:19:1a16:9840:93a1, 2600:9000:236e:8400:19:1a16:9840:93a1, 2600:9000:2240:4600:19:1a16:9840:93a1, 2600:9000:236e:0:19:1a16:9840:93a1, 2600:9000:236e:8600:19:1a16:9840:93a1, 2600:9000:2240:9400:19:1a16:9840:93a1, 2600:9000:236e:6e00:19:1a16:9840:93a1, 2600:9000:2240:9e00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],originuat.survey.sidn.nl,"18.244.102.9, 18.244.102.114, 18.244.102.7, 18.244.102.68","2600:9000:26df:5400:19:1a16:9840:93a1, 2600:9000:26df:fc00:19:1a16:9840:93a1, 2600:9000:26df:1e00:19:1a16:9840:93a1, 2600:9000:26df:2800:19:1a16:9840:93a1, 2600:9000:26df:3400:19:1a16:9840:93a1, 2600:9000:26df:3c00:19:1a16:9840:93a1, 2600:9000:26df:ce00:19:1a16:9840:93a1, 2600:9000:26df:a600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],oxpdns1.sidn.nl,94.198.154.34,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],oxy-oxygen-43c393bc.survey.sidn.nl,"13.32.121.91, 13.32.121.42, 13.32.121.101, 13.32.121.90","2600:9000:2240:4400:19:1a16:9840:93a1, 2600:9000:2240:2a00:19:1a16:9840:93a1, 2600:9000:236e:5200:19:1a16:9840:93a1, 2600:9000:236e:3000:19:1a16:9840:93a1, 2600:9000:2240:7600:19:1a16:9840:93a1, 2600:9000:2240:e000:19:1a16:9840:93a1, 2600:9000:2240:8000:19:1a16:9840:93a1, 2600:9000:2240:c600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],oxy-oxygen-74-6-44-86.survey.sidn.nl,"52.85.151.75, 52.85.151.94, 52.85.151.113, 52.85.151.22","2600:9000:201e:4e00:19:1a16:9840:93a1, 2600:9000:201e:600:19:1a16:9840:93a1, 2600:9000:201e:3600:19:1a16:9840:93a1, 2600:9000:201e:ea00:19:1a16:9840:93a1, 2600:9000:201e:4200:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:9800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,
[x],oxy-oxygen-d992b26d.survey.sidn.nl,"13.32.121.42, 13.32.121.90, 13.32.121.91, 13.32.121.101","2600:9000:236e:8600:19:1a16:9840:93a1, 2600:9000:236e:d000:19:1a16:9840:93a1, 2600:9000:2240:9400:19:1a16:9840:93a1, 2600:9000:2240:dc00:19:1a16:9840:93a1, 2600:9000:2240:ee00:19:1a16:9840:93a1, 2600:9000:236e:6200:19:1a16:9840:93a1, 2600:9000:236e:6400:19:1a16:9840:93a1, 2600:9000:236e:7000:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],p02-cloudphotos.survey.sidn.nl,"143.204.231.39, 143.204.231.121, 143.204.231.72, 143.204.231.34","2600:9000:2113:d000:19:1a16:9840:93a1, 2600:9000:2113:9e00:19:1a16:9840:93a1, 2600:9000:2113:f200:19:1a16:9840:93a1, 2600:9000:2113:2400:19:1a16:9840:93a1, 2600:9000:2113:e00:19:1a16:9840:93a1, 2600:9000:2113:dc00:19:1a16:9840:93a1, 2600:9000:2113:f800:19:1a16:9840:93a1, 2600:9000:2113:7200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],p10-cache.survey.sidn.nl,"108.157.214.29, 108.157.214.20, 108.157.214.4, 108.157.214.40","2600:9000:21c7:dc00:19:1a16:9840:93a1, 2600:9000:21c7:6000:19:1a16:9840:93a1, 2600:9000:21c7:c00:19:1a16:9840:93a1, 2600:9000:21c7:4200:19:1a16:9840:93a1, 2600:9000:21c7:2600:19:1a16:9840:93a1, 2600:9000:21c7:fa00:19:1a16:9840:93a1, 2600:9000:21c7:ba00:19:1a16:9840:93a1, 2600:9000:21c7:6e00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],p4pzeoybp1.survey.sidn.nl,"13.32.121.42, 13.32.121.90, 13.32.121.101, 13.32.121.91","2600:9000:2240:6400:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:2240:5a00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],p63-iwres.survey.sidn.nl,"108.157.214.40, 108.157.214.29, 108.157.214.20, 108.157.214.4","2600:9000:2334:a00:19:1a16:9840:93a1, 2600:9000:2334:e400:19:1a16:9840:93a1, 2600:9000:2334:7a00:19:1a16:9840:93a1, 2600:9000:2334:f000:19:1a16:9840:93a1, 2600:9000:2334:8200:19:1a16:9840:93a1, 2600:9000:2334:0:19:1a16:9840:93a1, 2600:9000:2334:6c00:19:1a16:9840:93a1, 2600:9000:2334:d800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],p68-cache.survey.sidn.nl,"13.32.121.42, 13.32.121.101, 13.32.121.90, 13.32.121.91","2600:9000:236e:8e00:19:1a16:9840:93a1, 2600:9000:2240:a400:19:1a16:9840:93a1, 2600:9000:236e:ea00:19:1a16:9840:93a1, 2600:9000:236e:ae00:19:1a16:9840:93a1, 2600:9000:236e:3600:19:1a16:9840:93a1, 2600:9000:2240:3600:19:1a16:9840:93a1, 2600:9000:236e:8a00:19:1a16:9840:93a1, 2600:9000:2240:5c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],p69-ckdatabasews.survey.sidn.nl,"13.32.121.90, 13.32.121.101, 13.32.121.42, 13.32.121.91","2600:9000:2551:e200:19:1a16:9840:93a1, 2600:9000:2551:c800:19:1a16:9840:93a1, 2600:9000:2551:2c00:19:1a16:9840:93a1, 2600:9000:2551:b400:19:1a16:9840:93a1, 2600:9000:2551:7c00:19:1a16:9840:93a1, 2600:9000:2551:8800:19:1a16:9840:93a1, 2600:9000:2551:1800:19:1a16:9840:93a1, 2600:9000:2551:c200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,,,amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],pgg3k5.survey.sidn.nl,"13.32.121.90, 13.32.121.101, 13.32.121.42, 13.32.121.91","2600:9000:2240:c600:19:1a16:9840:93a1, 2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:2240:4600:19:1a16:9840:93a1, 2600:9000:236e:c000:19:1a16:9840:93a1, 2600:9000:236e:6e00:19:1a16:9840:93a1, 2600:9000:2240:4200:19:1a16:9840:93a1, 2600:9000:2240:f400:19:1a16:9840:93a1, 2600:9000:2240:1c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],portal.sidn.nl,94.198.154.203,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],portal2.sidn.nl,94.198.152.73,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],postmandatabase-officebackups-domain.survey.sidn.nl,"52.85.151.94, 52.85.151.75, 52.85.151.22, 52.85.151.113","2600:9000:201e:c800:19:1a16:9840:93a1, 2600:9000:201e:ee00:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:2400:19:1a16:9840:93a1, 2600:9000:201e:9600:19:1a16:9840:93a1, 2600:9000:201e:8e00:19:1a16:9840:93a1, 2600:9000:201e:ba00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,
[x],ppns2.survey.sidn.nl,"13.32.121.101, 13.32.121.42, 13.32.121.90, 13.32.121.91","2600:9000:236e:be00:19:1a16:9840:93a1, 2600:9000:2240:1800:19:1a16:9840:93a1, 2600:9000:2240:2e00:19:1a16:9840:93a1, 2600:9000:2240:4a00:19:1a16:9840:93a1, 2600:9000:2240:7a00:19:1a16:9840:93a1, 2600:9000:2240:7c00:19:1a16:9840:93a1, 2600:9000:236e:1e00:19:1a16:9840:93a1, 2600:9000:236e:2400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],pr.sidn.nl,,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,u31313872.wl123.sendgrid.net,mx.sendgrid.net,v=spf1 ip4:192.254.121.79 -all,,,,
[x],preferences-debug-upgrade-paymentsmysqlbackups-www-test.survey.sidn.nl,"143.204.231.121, 143.204.231.72, 143.204.231.34, 143.204.231.39","2600:9000:21c7:9000:19:1a16:9840:93a1, 2600:9000:21c7:7200:19:1a16:9840:93a1, 2600:9000:21c7:c000:19:1a16:9840:93a1, 2600:9000:21c7:400:19:1a16:9840:93a1, 2600:9000:21c7:3400:19:1a16:9840:93a1, 2600:9000:21c7:d200:19:1a16:9840:93a1, 2600:9000:21c7:d800:19:1a16:9840:93a1, 2600:9000:21c7:cc00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],preferences-https-m-olx-ph-6.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1, 2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:2240:6400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,
